"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia SIHUAS (000)",8196,1247,1332,4176,63,1245,133
"Sin nivel (001)",1642,20,259,1010,15,320,18
"Educación inicial (002)",12,1,5,2,,4,
"Primaria (003)",2879,35,501,1780,21,491,51
"Secundaria (004)",1892,118,397,973,12,350,42
"Superior no univ. incompleta (005)",272,76,46,107,1,33,9
"Superior no univ. completa (006)",669,443,59,138,5,19,5
"Superior univ. incompleta (007)",220,95,40,60,3,15,7
"Superior univ. completa (008)",610,459,25,106,6,13,1
"Hombres (010)",5616,726,1067,3215,49,554,5
"Sin nivel (011)",919,10,172,666,10,61,
"Educación inicial (012)",8,,4,2,,2,
"Primaria (013)",2033,15,387,1434,16,181,
"Secundaria (014)",1508,78,345,808,10,263,4
"Superior no univ. incompleta (015)",203,48,45,85,1,24,
"Superior no univ. completa (016)",433,258,56,102,4,12,1
"Superior univ. incompleta (017)",128,50,34,36,3,5,
"Superior univ. completa (018)",384,267,24,82,5,6,
"Mujeres (020)",2580,521,265,961,14,691,128
"Sin nivel (021)",723,10,87,344,5,259,18
"Educación inicial (022)",4,1,1,,,2,
"Primaria (023)",846,20,114,346,5,310,51
"Secundaria (024)",384,40,52,165,2,87,38
"Superior no univ. incompleta (025)",69,28,1,22,,9,9
"Superior no univ. completa (026)",236,185,3,36,1,7,4
"Superior univ. incompleta (027)",92,45,6,24,,10,7
"Superior univ. completa (028)",226,192,1,24,1,7,1
,,,,,,,
"URBANA (030)",2658,986,429,945,22,181,95
"Sin nivel (031)",186,3,18,120,,34,11
"Educación inicial (032)",4,1,2,,,1,
"Primaria (033)",521,21,126,287,4,49,34
"Secundaria (034)",640,77,170,284,7,70,32
"Superior no univ. incompleta (035)",143,52,31,50,,3,7
"Superior no univ. completa (036)",509,359,38,91,4,12,5
"Superior univ. incompleta (037)",159,80,26,38,3,6,6
"Superior univ. completa (038)",496,393,18,75,4,6,
"Hombres (040)",1611,558,364,596,18,73,2
"Sin nivel (041)",50,1,7,40,,2,
"Educación inicial (042)",2,,1,,,1,
"Primaria (043)",314,11,101,186,3,13,
"Secundaria (044)",454,48,152,199,6,48,1
"Superior no univ. incompleta (045)",101,36,30,34,,1,
"Superior no univ. completa (046)",304,199,36,60,3,5,1
"Superior univ. incompleta (047)",86,40,20,22,3,1,
"Superior univ. completa (048)",300,223,17,55,3,2,
"Mujeres (050)",1047,428,65,349,4,108,93
"Sin nivel (051)",136,2,11,80,,32,11
"Educación inicial (052)",2,1,1,,,,
"Primaria (053)",207,10,25,101,1,36,34
"Secundaria (054)",186,29,18,85,1,22,31
"Superior no univ. incompleta (055)",42,16,1,16,,2,7
"Superior no univ. completa (056)",205,160,2,31,1,7,4
"Superior univ. incompleta (057)",73,40,6,16,,5,6
"Superior univ. completa (058)",196,170,1,20,1,4,
,,,,,,,
"RURAL (060)",5538,261,903,3231,41,1064,38
"Sin nivel (061)",1456,17,241,890,15,286,7
"Educación inicial (062)",8,,3,2,,3,
"Primaria (063)",2358,14,375,1493,17,442,17
"Secundaria (064)",1252,41,227,689,5,280,10
"Superior no univ. incompleta (065)",129,24,15,57,1,30,2
"Superior no univ. completa (066)",160,84,21,47,1,7,
"Superior univ. incompleta (067)",61,15,14,22,,9,1
"Superior univ. completa (068)",114,66,7,31,2,7,1
"Hombres (070)",4005,168,703,2619,31,481,3
"Sin nivel (071)",869,9,165,626,10,59,
"Educación inicial (072)",6,,3,2,,1,
"Primaria (073)",1719,4,286,1248,13,168,
"Secundaria (074)",1054,30,193,609,4,215,3
"Superior no univ. incompleta (075)",102,12,15,51,1,23,
"Superior no univ. completa (076)",129,59,20,42,1,7,
"Superior univ. incompleta (077)",42,10,14,14,,4,
"Superior univ. completa (078)",84,44,7,27,2,4,
"Mujeres (080)",1533,93,200,612,10,583,35
"Sin nivel (081)",587,8,76,264,5,227,7
"Educación inicial (082)",2,,,,,2,
"Primaria (083)",639,10,89,245,4,274,17
"Secundaria (084)",198,11,34,80,1,65,7
"Superior no univ. incompleta (085)",27,12,,6,,7,2
"Superior no univ. completa (086)",31,25,1,5,,,
"Superior univ. incompleta (087)",19,5,,8,,5,1
"Superior univ. completa (088)",30,22,,4,,3,1
