"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia ANTONIO RAYMONDI (000)",17059,395,6371,3716,2589,2391,1597
"Hombres (001)",8492,201,3237,1848,1290,1144,772
"Mujeres (002)",8567,194,3134,1868,1299,1247,825
"Viviendas particulares (003)",16819,394,6296,3621,2545,2370,1593
"Hombres (004)",8370,200,3202,1806,1261,1131,770
"Mujeres (005)",8449,194,3094,1815,1284,1239,823
"Viviendas colectivas (006)",154,,67,66,17,4,
"Hombres (007)",66,,33,20,9,4,
"Mujeres (008)",88,,34,46,8,,
"Otro tipo (009)",86,1,8,29,27,17,4
"Hombres (010)",56,1,2,22,20,9,2
"Mujeres (011)",30,,6,7,7,8,2
,,,,,,,
"URBANA (012)",4455,87,1434,1074,801,657,402
"Hombres (013)",2287,45,752,535,432,333,190
"Mujeres (014)",2168,42,682,539,369,324,212
"Viviendas particulares (015)",4233,86,1361,993,759,636,398
"Hombres (016)",2165,44,717,493,403,320,188
"Mujeres (017)",2068,42,644,500,356,316,210
"Viviendas colectivas (018)",136,,65,52,15,4,
"Hombres (019)",66,,33,20,9,4,
"Mujeres (020)",70,,32,32,6,,
"Otro tipo (021)",86,1,8,29,27,17,4
"Hombres (022)",56,1,2,22,20,9,2
"Mujeres (023)",30,,6,7,7,8,2
,,,,,,,
"RURAL (024)",12604,308,4937,2642,1788,1734,1195
"Hombres (025)",6205,156,2485,1313,858,811,582
"Mujeres (026)",6399,152,2452,1329,930,923,613
"Viviendas particulares (027)",12586,308,4935,2628,1786,1734,1195
"Hombres (028)",6205,156,2485,1313,858,811,582
"Mujeres (029)",6381,152,2450,1315,928,923,613
"Viviendas colectivas (030)",18,,2,14,2,,
"Mujeres (032)",18,,2,14,2,,
