"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia TAYACAJA",,,,,,,,,
"Viviendas particulares (001)",25505,4935,8838,4185,4252,1109,1269,287,630
"Ocupantes presentes (002)",104406,16827,34682,18001,18979,5255,6054,1384,3224
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",24186,4417,8362,3988,4171,1084,1257,284,623
"Ocupantes presentes (005)",98964,14979,32685,17078,18572,5124,5996,1358,3172
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",3,1,2,,,,,,
"Ocupantes presentes (008)",12,4,8,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",73,18,13,6,5,9,12,3,7
"Ocupantes presentes (011)",330,45,61,26,24,38,58,26,52
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",117,30,34,23,20,10,,,
"Ocupantes presentes (014)",618,141,185,131,118,43,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1097,449,422,167,53,6,,,
"Ocupantes presentes (017)",4415,1609,1737,761,258,50,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",10,10,,,,,,,
"Ocupantes presentes (020)",33,33,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",17,8,5,1,3,,,,
"Ocupantes presentes (023)",30,12,6,5,7,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",2,2,,,,,,,
"Ocupantes presentes (026)",4,4,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",6179,958,1647,1025,1126,441,467,147,368
"Ocupantes presentes (029)",25197,3325,6022,4190,4796,2002,2202,718,1942
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",5967,893,1595,996,1101,422,455,144,361
"Ocupantes presentes (032)",24195,3096,5765,4033,4654,1921,2144,692,1890
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",3,1,2,,,,,,
"Ocupantes presentes (035)",12,4,8,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",73,18,13,6,5,9,12,3,7
"Ocupantes presentes (038)",330,45,61,26,24,38,58,26,52
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",117,30,34,23,20,10,,,
"Ocupantes presentes (041)",618,141,185,131,118,43,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",10,10,,,,,,,
"Ocupantes presentes (047)",33,33,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",9,6,3,,,,,,
"Ocupantes presentes (050)",9,6,3,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",19326,3977,7191,3160,3126,668,802,140,262
"Ocupantes presentes (056)",79209,13502,28660,13811,14183,3253,3852,666,1282
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",18219,3524,6767,2992,3070,662,802,140,262
"Ocupantes presentes (059)",74769,11883,26920,13045,13918,3203,3852,666,1282
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1097,449,422,167,53,6,,,
"Ocupantes presentes (071)",4415,1609,1737,761,258,50,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",8,2,2,1,3,,,,
"Ocupantes presentes (077)",21,6,3,5,7,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",2,2,,,,,,,
"Ocupantes presentes (080)",4,4,,,,,,,
