"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CORONGO (000)",2510,1933,187,222,168
"Sin nivel (001)",197,180,10,3,4
"Educación inicial (002)",4,4,,,
"Primaria (003)",1039,933,66,13,27
"Secundaria (004)",736,587,58,43,48
"Superior no univ. incompleta (005)",119,65,9,26,19
"Superior no univ. completa (006)",186,80,17,56,33
"Superior univ. incompleta (007)",67,35,7,17,8
"Superior univ. completa (008)",162,49,20,64,29
"De 06 a 14 años (010)",23,22,1,,
"Sin nivel (011)",2,2,,,
"Educación inicial (012)",2,2,,,
"Primaria (013)",15,15,,,
"Secundaria (014)",4,3,1,,
"De 15 a 29 años (020)",676,522,49,50,55
"Sin nivel (021)",8,6,,,2
"Educación inicial (022)",1,1,,,
"Primaria (023)",199,175,12,2,10
"Secundaria (024)",359,284,28,22,25
"Superior no univ. incompleta (025)",46,29,4,7,6
"Superior no univ. completa (026)",31,14,2,8,7
"Superior univ. incompleta (027)",13,8,2,2,1
"Superior univ. completa (028)",19,5,1,9,4
"De 30 a 44 años (030)",865,586,79,123,77
"Sin nivel (031)",50,42,5,3,
"Educación inicial (032)",1,1,,,
"Primaria (033)",302,257,30,3,12
"Secundaria (034)",228,181,19,17,11
"Superior no univ. incompleta (035)",52,24,4,14,10
"Superior no univ. completa (036)",96,33,10,34,19
"Superior univ. incompleta (037)",38,20,1,12,5
"Superior univ. completa (038)",98,28,10,40,20
"De 45 a 64 años (040)",701,569,50,49,33
"Sin nivel (041)",70,65,3,,2
"Primaria (043)",394,359,22,8,5
"Secundaria (044)",114,93,7,4,10
"Superior no univ. incompleta (045)",19,10,1,5,3
"Superior no univ. completa (046)",51,26,4,14,7
"Superior univ. incompleta (047)",15,6,4,3,2
"Superior univ. completa (048)",38,10,9,15,4
"De 65 y más años (050)",245,234,8,,3
"Sin nivel (051)",67,65,2,,
"Primaria (053)",129,127,2,,
"Secundaria (054)",31,26,3,,2
"Superior no univ. incompleta (055)",2,2,,,
"Superior no univ. completa (056)",8,7,1,,
"Superior univ. incompleta (057)",1,1,,,
"Superior univ. completa (058)",7,6,,,1
,,,,,
"URBANA (060)",1389,972,143,147,127
"Sin nivel (061)",82,70,7,1,4
"Educación inicial (062)",3,3,,,
