"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ESPINAR (000)",62698,18240,6526,2308,36124
"Menos de 1 año (001)",1110,740,110,29,231
"De 1 a 14 años (002)",22316,11769,2318,481,7782
"De 15 a 29 años (003)",15618,2639,1260,524,11277
"De 30 a 44 años (004)",11108,1394,1722,687,7498
"De 45 a 64 años (005)",8516,1067,953,519,6167
"De 65 y mas años (006)",4030,631,163,68,3169
"Hombres (008)",31489,8781,3687,1656,17809
"Menos de 1 año (009)",575,386,60,13,116
"De 1 a 14 años (010)",11461,6014,1197,271,3997
"De 15 a 29 años (011)",7708,1099,678,367,5633
"De 30 a 44 años (012)",5531,502,999,544,3659
"De 45 a 64 años (013)",4356,483,662,421,2974
"De 65 y mas años (014)",1858,297,91,40,1430
"Mujeres (016)",31209,9459,2839,652,18315
"Menos de 1 año (017)",535,354,50,16,115
"De 1 a 14 años (018)",10855,5755,1121,210,3785
"De 15 a 29 años (019)",7910,1540,582,157,5644
"De 30 a 44 años (020)",5577,892,723,143,3839
"De 45 a 64 años (021)",4160,584,291,98,3193
"De 65 y mas años (022)",2172,334,72,28,1739
,,,,,
"URBANA (024)",28305,5175,5518,1754,16326
"Menos de 1 año (025)",523,270,88,24,141
"De 1 a 14 años (026)",10027,3461,1981,340,4266
"De 15 a 29 años (027)",8074,850,1074,421,5809
"De 30 a 44 años (028)",5590,332,1477,546,3424
"De 45 a 64 años (029)",3106,169,789,398,1928
"De 65 y mas años (030)",985,93,109,25,758
"Hombres (032)",14364,2566,3086,1325,7808
"Menos de 1 año (033)",273,143,47,11,72
"De 1 a 14 años (034)",5203,1819,1027,200,2168
"De 15 a 29 años (035)",3960,353,572,299,2804
"De 30 a 44 años (036)",2796,125,834,448,1559
"De 45 a 64 años (037)",1732,89,547,350,918
"De 65 y mas años (038)",400,37,59,17,287
"Mujeres (040)",13941,2609,2432,429,8518
"Menos de 1 año (041)",250,127,41,13,69
"De 1 a 14 años (042)",4824,1642,954,140,2098
"De 15 a 29 años (043)",4114,497,502,122,3005
"De 30 a 44 años (044)",2794,207,643,98,1865
"De 45 a 64 años (045)",1374,80,242,48,1010
"De 65 y mas años (046)",585,56,50,8,471
,,,,,
"RURAL (048)",34393,13065,1008,554,19798
"Menos de 1 año (049)",587,470,22,5,90
"De 1 a 14 años (050)",12289,8308,337,141,3516
"De 15 a 29 años (051)",7544,1789,186,103,5468
"De 30 a 44 años (052)",5518,1062,245,141,4074
"De 45 a 64 años (053)",5410,898,164,121,4239
"De 65 y mas años (054)",3045,538,54,43,2411
"Hombres (056)",17125,6215,601,331,10001
"Menos de 1 año (057)",302,243,13,2,44
"De 1 a 14 años (058)",6258,4195,170,71,1829
"De 15 a 29 años (059)",3748,746,106,68,2829
"De 30 a 44 años (060)",2735,377,165,96,2100
"De 45 a 64 años (061)",2624,394,115,71,2056
"De 65 y mas años (062)",1458,260,32,23,1143
"Mujeres (064)",17268,6850,407,223,9797
"Menos de 1 año (065)",285,227,9,3,46
"De 1 a 14 años (066)",6031,4113,167,70,1687
"De 15 a 29 años (067)",3796,1043,80,35,2639
"De 30 a 44 años (068)",2783,685,80,45,1974
"De 45 a 64 años (069)",2786,504,49,50,2183
"De 65 y mas años (070)",1587,278,22,20,1268
