"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia PADRE ABAD",,,,,,,
"Viviendas particulares (001)",11998,1629,984,370,8192,298,525
"Ocupantes presentes (002)",48740,5793,3822,1578,34469,1078,2000
"Casa independiente",,,,,,,
"Viviendas particulares (004)",8851,1078,624,292,6297,232,328
"Ocupantes presentes (005)",37535,4021,2640,1303,27392,880,1299
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",79,59,,1,17,,2
"Ocupantes presentes (008)",275,188,,4,78,,5
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",364,289,,3,56,6,10
"Ocupantes presentes (011)",1284,893,,12,307,31,41
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",94,48,,1,40,2,3
"Ocupantes presentes (014)",370,169,,5,176,10,10
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",2518,121,355,66,1750,53,173
"Ocupantes presentes (017)",8939,416,1154,226,6389,140,614
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",57,21,5,6,17,1,7
"Ocupantes presentes (020)",223,67,28,25,71,4,28
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",28,11,,,12,4,1
"Ocupantes presentes (023)",88,33,,,41,13,1
"Otro tipo",,,,,,,
"Viviendas particulares (025)",7,2,,1,3,,1
"Ocupantes presentes (026)",26,6,,3,15,,2
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",5647,1258,338,214,3582,87,168
"Ocupantes presentes (029)",24907,4483,1478,956,16906,373,711
"Casa independiente",,,,,,,
"Viviendas particulares (031)",5031,832,333,202,3442,77,145
"Ocupantes presentes (032)",22673,3139,1450,907,16233,318,626
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",79,59,,1,17,,2
"Ocupantes presentes (035)",275,188,,4,78,,5
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",364,289,,3,56,6,10
"Ocupantes presentes (038)",1284,893,,12,307,31,41
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",94,48,,1,40,2,3
"Ocupantes presentes (041)",370,169,,5,176,10,10
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",57,21,5,6,17,1,7
"Ocupantes presentes (047)",223,67,28,25,71,4,28
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",18,7,,,9,1,1
"Ocupantes presentes (050)",63,21,,,31,10,1
"Otro tipo",,,,,,,
"Viviendas particulares (052)",4,2,,1,1,,
"Ocupantes presentes (053)",19,6,,3,10,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",6351,371,646,156,4610,211,357
"Ocupantes presentes (056)",23833,1310,2344,622,17563,705,1289
"Casa independiente",,,,,,,
"Viviendas particulares (058)",3820,246,291,90,2855,155,183
"Ocupantes presentes (059)",14862,882,1190,396,11159,562,673
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",2518,121,355,66,1750,53,173
"Ocupantes presentes (071)",8939,416,1154,226,6389,140,614
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",10,4,,,3,3,
"Ocupantes presentes (077)",25,12,,,10,3,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",3,,,,2,,1
"Ocupantes presentes (080)",7,,,,5,,2
