"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia TACNA (000)",113629,3379,88,16196,43103,8941,13442,9095,19385
"Empleado (001)",37111,201,12,1249,8858,3130,6791,4091,12779
"Obrero (002)",15251,517,11,2963,8121,1149,1103,680,707
"Trabajador independiente (003)",49756,2058,41,9670,21012,3850,4676,3537,4912
"Empleador o patrono (004)",2988,127,3,445,1009,213,315,304,572
"Trabajador familiar no remunerado (005)",5112,346,15,1206,2215,342,339,340,309
"Trabajador del hogar (006)",3411,130,6,663,1888,257,218,143,106
"Hombres (008)",64978,954,40,7865,26920,5446,7240,5741,10772
"Empleado (009)",19554,74,5,611,5217,1671,3136,2391,6449
"Obrero (010)",12724,281,6,2268,6986,1010,953,601,619
"Trabajador independiente (011)",28795,503,17,4345,13064,2476,2823,2366,3201
"Empleador o patrono (012)",2022,55,2,289,711,147,209,219,390
"Trabajador familiar no remunerado (013)",1756,38,10,332,868,132,109,159,108
"Trabajador del hogar (014)",127,3,,20,74,10,10,5,5
"Mujeres (016)",48651,2425,48,8331,16183,3495,6202,3354,8613
"Empleado (017)",17557,127,7,638,3641,1459,3655,1700,6330
"Obrero (018)",2527,236,5,695,1135,139,150,79,88
"Trabajador independiente (019)",20961,1555,24,5325,7948,1374,1853,1171,1711
"Empleador o patrono (020)",966,72,1,156,298,66,106,85,182
"Trabajador familiar no remunerado (021)",3356,308,5,874,1347,210,230,181,201
"Trabajador del hogar (022)",3284,127,6,643,1814,247,208,138,101
,,,,,,,,,
"URBANA (024)",105217,2643,76,13904,39719,8426,12892,8751,18806
"Empleado (025)",36384,190,12,1194,8665,3045,6651,4045,12582
"Obrero (026)",12533,314,7,2217,6837,960,977,611,610
"Trabajador independiente (027)",46571,1775,39,8680,19809,3682,4479,3394,4713
"Empleador o patrono (028)",2479,49,3,292,847,195,288,271,534
"Trabajador familiar no remunerado (029)",3894,188,9,873,1696,293,281,289,265
"Trabajador del hogar (030)",3356,127,6,648,1865,251,216,141,102
"Hombres (032)",59401,674,32,6426,24522,5064,6853,5477,10353
"Empleado (033)",19104,66,5,575,5083,1616,3057,2359,6343
"Obrero (034)",10717,178,4,1747,6012,852,846,545,533
"Trabajador independiente (035)",26563,391,17,3677,12161,2349,2676,2255,3037
"Empleador o patrono (036)",1628,15,2,170,578,131,187,188,357
"Trabajador familiar no remunerado (037)",1268,21,4,238,617,106,77,125,80
"Trabajador del hogar (038)",121,3,,19,71,10,10,5,3
"Mujeres (040)",45816,1969,44,7478,15197,3362,6039,3274,8453
"Empleado (041)",17280,124,7,619,3582,1429,3594,1686,6239
"Obrero (042)",1816,136,3,470,825,108,131,66,77
"Trabajador independiente (043)",20008,1384,22,5003,7648,1333,1803,1139,1676
"Empleador o patrono (044)",851,34,1,122,269,64,101,83,177
"Trabajador familiar no remunerado (045)",2626,167,5,635,1079,187,204,164,185
"Trabajador del hogar (046)",3235,124,6,629,1794,241,206,136,99
,,,,,,,,,
"RURAL (048)",8412,736,12,2292,3384,515,550,344,579
"Empleado (049)",727,11,,55,193,85,140,46,197
"Obrero (050)",2718,203,4,746,1284,189,126,69,97
"Trabajador independiente (051)",3185,283,2,990,1203,168,197,143,199
"Empleador o patrono (052)",509,78,,153,162,18,27,33,38
"Trabajador familiar no remunerado (053)",1218,158,6,333,519,49,58,51,44
"Trabajador del hogar (054)",55,3,,15,23,6,2,2,4
"Hombres (056)",5577,280,8,1439,2398,382,387,264,419
"Empleado (057)",450,8,,36,134,55,79,32,106
"Obrero (058)",2007,103,2,521,974,158,107,56,86
"Trabajador independiente (059)",2232,112,,668,903,127,147,111,164
"Empleador o patrono (060)",394,40,,119,133,16,22,31,33
"Trabajador familiar no remunerado (061)",488,17,6,94,251,26,32,34,28
"Trabajador del hogar (062)",6,,,1,3,,,,2
"Mujeres (064)",2835,456,4,853,986,133,163,80,160
"Empleado (065)",277,3,,19,59,30,61,14,91
"Obrero (066)",711,100,2,225,310,31,19,13,11
"Trabajador independiente (067)",953,171,2,322,300,41,50,32,35
"Empleador o patrono (068)",115,38,,34,29,2,5,2,5
"Trabajador familiar no remunerado (069)",730,141,,239,268,23,26,17,16
"Trabajador del hogar (070)",49,3,,14,20,6,2,2,2
