"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia ANTONIO RAYMONDI (000)",11752,2263,1900,1882,1719,1367,2621
"Conviviente (001)",2437,36,546,826,560,226,243
"Separado(a) (002)",237,1,42,43,45,43,63
"Casado(a) (003)",4315,5,130,641,932,971,1636
"Viudo(a) (004)",712,,5,19,33,58,597
"Divorciado(a) (005)",17,,2,2,2,3,8
"Soltero(a) (006)",4034,2221,1175,351,147,66,74
"Hombres (008)",5789,1156,937,925,855,659,1257
"Conviviente (009)",1189,12,194,412,304,130,137
"Separado(a) (010)",52,,5,5,9,9,24
"Casado(a) (011)",2145,3,30,272,446,468,926
"Viudo(a) (012)",158,,,6,4,11,137
"Divorciado(a) (013)",4,,,,,1,3
"Soltero(a) (014)",2241,1141,708,230,92,40,30
"Mujeres (016)",5963,1107,963,957,864,708,1364
"Conviviente (017)",1248,24,352,414,256,96,106
"Separado(a) (018)",185,1,37,38,36,34,39
"Casado(a) (019)",2170,2,100,369,486,503,710
"Viudo(a) (020)",554,,5,13,29,47,460
"Divorciado(a) (021)",13,,2,2,2,2,5
"Soltero(a) (022)",1793,1080,467,121,55,26,44
,,,,,,,
"URBANA (024)",3279,540,544,609,527,394,665
"Conviviente (025)",656,9,141,237,170,49,50
"Separado(a) (026)",73,,10,9,16,18,20
"Casado(a) (027)",1235,1,45,216,260,288,425
"Viudo(a) (028)",166,,,4,5,13,144
"Divorciado(a) (029)",5,,,1,1,2,1
"Soltero(a) (030)",1144,530,348,142,75,24,25
"Hombres (032)",1674,280,287,304,280,202,321
"Conviviente (033)",337,5,55,117,98,34,28
"Separado(a) (034)",21,,3,1,4,7,6
"Casado(a) (035)",627,1,8,94,132,147,245
"Viudo(a) (036)",36,,,2,,3,31
"Soltero(a) (038)",653,274,221,90,46,11,11
"Mujeres (040)",1605,260,257,305,247,192,344
"Conviviente (041)",319,4,86,120,72,15,22
"Separado(a) (042)",52,,7,8,12,11,14
"Casado(a) (043)",608,,37,122,128,141,180
"Viudo(a) (044)",130,,,2,5,10,113
"Divorciado(a) (045)",5,,,1,1,2,1
"Soltero(a) (046)",491,256,127,52,29,13,14
,,,,,,,
"RURAL (048)",8473,1723,1356,1273,1192,973,1956
"Conviviente (049)",1781,27,405,589,390,177,193
"Separado(a) (050)",164,1,32,34,29,25,43
"Casado(a) (051)",3080,4,85,425,672,683,1211
"Viudo(a) (052)",546,,5,15,28,45,453
"Divorciado(a) (053)",12,,2,1,1,1,7
"Soltero(a) (054)",2890,1691,827,209,72,42,49
"Hombres (056)",4115,876,650,621,575,457,936
"Conviviente (057)",852,7,139,295,206,96,109
"Separado(a) (058)",31,,2,4,5,2,18
"Casado(a) (059)",1518,2,22,178,314,321,681
"Viudo(a) (060)",122,,,4,4,8,106
"Divorciado(a) (061)",4,,,,,1,3
"Soltero(a) (062)",1588,867,487,140,46,29,19
"Mujeres (064)",4358,847,706,652,617,516,1020
"Conviviente (065)",929,20,266,294,184,81,84
"Separado(a) (066)",133,1,30,30,24,23,25
"Casado(a) (067)",1562,2,63,247,358,362,530
"Viudo(a) (068)",424,,5,11,24,37,347
"Divorciado(a) (069)",8,,2,1,1,,4
"Soltero(a) (070)",1302,824,340,69,26,13,30
