"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CANCHIS (000)",36972,35197,10623,4216,4311,3672,5430,3569,2014,1362,1775,103172
"De 12 a 14 años (001)",3922,3902,3890,7,5,,,,,,20,17
"De 15 a 19 años (002)",4943,4847,4433,350,56,5,3,,,,96,489
"De 20 a 24 años (003)",3733,3045,1230,1161,499,110,38,7,,,688,2690
"De 25 a 29 años (004)",3470,2970,303,944,907,505,273,30,8,,500,5686
"De 30 a 34 años (005)",3321,3149,148,566,877,716,651,160,25,6,172,8589
"De 35 a 39 años (006)",3270,3175,95,328,670,722,869,377,89,25,95,11114
"De 40 a 44 años (007)",2931,2881,75,187,398,469,894,516,257,85,50,12735
"De 45 a 49 años (008)",2381,2356,64,149,242,329,666,492,256,158,25,11655
"De 50 y más años (009)",9001,8872,385,524,657,816,2036,1987,1379,1088,129,50197
"PEA (010)",14184,13366,1990,2133,2142,1807,2406,1485,867,536,818,45363
"De 12 a 14 años (011)",226,223,220,2,1,,,,,,3,4
"De 15 a 19 años (012)",919,893,736,134,19,2,2,,,,26,186
"De 20 a 24 años (013)",1465,1184,459,492,176,48,8,1,,,281,1027
"De 25 a 29 años (014)",1697,1435,191,499,411,215,111,6,2,,262,2491
"De 30 a 34 años (015)",1724,1618,94,364,458,333,284,69,12,4,106,4099
"De 35 a 39 años (016)",1717,1662,65,207,393,391,407,151,38,10,55,5359
"De 40 a 44 años (017)",1622,1589,35,120,252,290,478,254,121,39,33,6662
"De 45 a 49 años (018)",1385,1370,36,102,164,212,357,271,144,84,15,6542
"De 50 y más años (019)",3429,3392,154,213,268,316,759,733,550,399,37,18993
"Ocupada (020)",13631,12917,1861,2029,2080,1752,2347,1463,855,530,714,44405
