"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CARHUAZ (000)",38907,5123,2315,599,30888
"Hombres (001)",18705,2498,1169,340,14712
"Mujeres (002)",20202,2625,1146,259,16176
"PEA (003)",13777,584,1024,262,11919
"Hombres (004)",10246,394,643,198,9023
"Mujeres (005)",3531,190,381,64,2896
"Ocupada (006)",12889,533,996,253,11119
"Hombres (007)",9533,352,627,192,8374
"Mujeres (008)",3356,181,369,61,2745
"Desocupada (009)",888,51,28,9,800
"Hombres (010)",713,42,16,6,649
"Mujeres (011)",175,9,12,3,151
"No PEA (012)",25130,4539,1291,337,18969
"Hombres (013)",8459,2104,526,142,5689
"Mujeres (014)",16671,2435,765,195,13280
,,,,,
"URBANA (018)",13314,1171,1539,357,10257
"Hombres (019)",6400,577,751,201,4880
"Mujeres (020)",6914,594,788,156,5377
"PEA (021)",5545,198,749,185,4422
"Hombres (022)",3671,117,445,135,2983
"Mujeres (023)",1874,81,304,50,1439
"Ocupada (024)",5250,190,728,179,4162
"Hombres (025)",3440,110,433,131,2775
"Mujeres (026)",1810,80,295,48,1387
"Desocupada (027)",295,8,21,6,260
"Hombres (028)",231,7,12,4,208
"Mujeres (029)",64,1,9,2,52
"No PEA (030)",7769,973,790,172,5835
"Hombres (031)",2729,460,306,66,1897
"Mujeres (032)",5040,513,484,106,3938
,,,,,
"RURAL (036)",25593,3952,776,242,20631
"Hombres (037)",12305,1921,418,139,9832
"Mujeres (038)",13288,2031,358,103,10799
"PEA (039)",8232,386,275,77,7497
"Hombres (040)",6575,277,198,63,6040
"Mujeres (041)",1657,109,77,14,1457
"Ocupada (042)",7639,343,268,74,6957
"Hombres (043)",6093,242,194,61,5599
"Mujeres (044)",1546,101,74,13,1358
"Desocupada (045)",593,43,7,3,540
"Hombres (046)",482,35,4,2,441
"Mujeres (047)",111,8,3,1,99
"No PEA (048)",17361,3566,501,165,13134
"Hombres (049)",5730,1644,220,76,3792
"Mujeres (050)",11631,1922,281,89,9342
