"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia GRAU",,,,,,,,,
"Viviendas particulares (001)",6983,3018,2244,669,638,152,128,46,88
"Ocupantes presentes (002)",24865,9604,8403,2616,2500,658,536,157,391
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",6589,2724,2165,657,633,148,128,46,88
"Ocupantes presentes (005)",23647,8774,8104,2565,2477,643,536,157,391
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",17,14,1,1,1,,,,
"Ocupantes presentes (014)",55,37,7,7,4,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",367,270,78,11,4,4,,,
"Ocupantes presentes (017)",1132,762,292,44,19,15,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",6,6,,,,,,,
"Ocupantes presentes (020)",23,23,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",3,3,,,,,,,
"Ocupantes presentes (023)",4,4,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",1,1,,,,,,,
"Ocupantes presentes (026)",4,4,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2821,923,882,293,397,100,105,42,79
"Ocupantes presentes (029)",9850,2783,3102,1117,1481,432,443,139,353
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2796,901,881,292,396,100,105,42,79
"Ocupantes presentes (032)",9770,2721,3095,1110,1477,432,443,139,353
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",17,14,1,1,1,,,,
"Ocupantes presentes (041)",55,37,7,7,4,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",6,6,,,,,,,
"Ocupantes presentes (047)",23,23,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",2,2,,,,,,,
"Ocupantes presentes (050)",2,2,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",4162,2095,1362,376,241,52,23,4,9
"Ocupantes presentes (056)",15015,6821,5301,1499,1019,226,93,18,38
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",3793,1823,1284,365,237,48,23,4,9
"Ocupantes presentes (059)",13877,6053,5009,1455,1000,211,93,18,38
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",367,270,78,11,4,4,,,
"Ocupantes presentes (071)",1132,762,292,44,19,15,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,1,,,,,,,
"Ocupantes presentes (077)",2,2,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,1,,,,,,,
"Ocupantes presentes (080)",4,4,,,,,,,
