"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia LUCANAS (000)",24581,451,6888,8025,6337,2880
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",69,,7,34,23,5
"Profes., científicos e intelectuales (002)",2150,,363,1226,547,14
"Técnicos de nivel medio y trab.asimilados (003)",508,,170,223,101,14
"Jefes y empleados de oficina (004)",422,,117,158,139,8
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2260,28,639,864,587,142
"Agricult.trabaj. calif. agrop. y pesqueros (006)",7155,25,974,1888,2443,1825
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",2415,10,1146,844,359,56
"Obreros construc., conf., papel, fab., instr. (008)",932,3,316,369,218,26
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",6869,361,2386,1891,1589,642
"Otra (010)",59,,11,35,13,
"Ocupación no especificada (011)",741,6,262,197,167,109
"Desocupado (012)",1001,18,497,296,151,39
"Hombres (013)",16832,300,4812,5388,4296,2036
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",52,,1,26,20,5
"Profes., científicos e intelectuales (015)",1108,,150,622,325,11
"Técnicos de nivel medio y trab.asimilados (016)",342,,111,146,77,8
"Jefes y empleados de oficina (017)",258,,50,92,108,8
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",804,13,208,289,232,62
"Agricult.trabaj. calif. agrop. y pesqueros (019)",5769,20,794,1522,1957,1476
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",2185,10,1029,779,320,47
"Obreros construc., conf., papel, fab., instr. (021)",915,3,311,365,211,25
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",4210,239,1653,1185,822,311
"Otra (023)",59,,11,35,13,
"Ocupación no especificada (024)",388,4,150,101,82,51
"Desocupado (025)",742,11,344,226,129,32
"Mujeres (026)",7749,151,2076,2637,2041,844
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",17,,6,8,3,
"Profes., científicos e intelectuales (028)",1042,,213,604,222,3
"Técnicos de nivel medio y trab.asimilados (029)",166,,59,77,24,6
"Jefes y empleados de oficina (030)",164,,67,66,31,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",1456,15,431,575,355,80
"Agricult.trabaj. calif. agrop. y pesqueros (032)",1386,5,180,366,486,349
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",230,,117,65,39,9
