"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia ASCOPE (000)",33114,439,11111,10384,4371,1915,853,230,28,,3783
"Sin Nivel (001)",4052,109,1682,1181,373,194,93,46,5,,369
"Educación Inicial (002)",54,,25,13,3,2,,,,,11
"Primaria (003)",9259,189,4016,2795,954,350,220,72,10,,653
"Secundaria (004)",10966,105,3951,3629,1271,554,223,52,2,,1179
"Sup. no Univ. Incompleta (005)",1999,8,471,768,299,118,43,8,3,,281
"Sup. no Univ. Completa (006)",3878,15,555,1221,872,382,147,33,6,,647
"Sup. Univ. Incompleta (007)",808,4,169,258,126,37,17,6,,,191
"Sup. Univ. Completa (008)",2098,9,242,519,473,278,110,13,2,,452
,,,,,,,,,,,
"URBANA (010)",29443,380,9642,9209,3994,1783,783,217,25,,3410
"Sin Nivel (011)",3323,90,1341,956,315,173,81,42,4,,321
"Educación Inicial (012)",49,,23,11,2,2,,,,,11
"Primaria (013)",7889,160,3378,2364,839,312,194,66,9,,567
"Secundaria (014)",9933,95,3571,3286,1164,514,205,50,2,,1046
"Sup. no Univ. Incompleta (015)",1820,8,426,704,275,108,40,8,3,,248
"Sup. no Univ. Completa (016)",3609,15,503,1138,813,367,139,32,5,,597
"Sup. Univ. Incompleta (017)",779,3,161,247,122,36,17,6,,,187
"Sup. Univ. Completa (018)",2041,9,239,503,464,271,107,13,2,,433
,,,,,,,,,,,
"RURAL (020)",3671,59,1469,1175,377,132,70,13,3,,373
"Sin Nivel (021)",729,19,341,225,58,21,12,4,1,,48
"Educación Inicial (022)",5,,2,2,1,,,,,,
"Primaria (023)",1370,29,638,431,115,38,26,6,1,,86
"Secundaria (024)",1033,10,380,343,107,40,18,2,,,133
"Sup. no Univ. Incompleta (025)",179,,45,64,24,10,3,,,,33
"Sup. no Univ. Completa (026)",269,,52,83,59,15,8,1,1,,50
"Sup. Univ. Incompleta (027)",29,1,8,11,4,1,,,,,4
"Sup. Univ. Completa (028)",57,,3,16,9,7,3,,,,19
