"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia CARAVELI",,,,,,,,,
"Viviendas particulares (001)",9386,4211,2481,373,356,1688,66,37,174
"Ocupantes presentes (002)",32412,15744,8752,1034,1033,5072,202,103,472
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",8331,4098,2351,317,327,1082,46,21,89
"Ocupantes presentes (005)",29352,15331,8327,885,956,3391,153,63,246
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",4,2,2,,,,,,
"Ocupantes presentes (008)",7,4,3,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",74,51,10,13,,,,,
"Ocupantes presentes (011)",242,176,37,29,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",115,44,38,2,1,22,,8,
"Ocupantes presentes (014)",388,183,114,6,4,64,,17,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",687,,78,25,27,471,20,8,58
"Ocupantes presentes (017)",1832,,262,60,69,1220,49,23,149
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",136,,,12,,110,,,14
"Ocupantes presentes (020)",469,,,36,,389,,,44
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",26,16,2,4,1,3,,,
"Ocupantes presentes (023)",89,50,9,18,4,8,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",13,,,,,,,,13
"Ocupantes presentes (026)",33,,,,,,,,33
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",6019,3662,1322,221,90,651,9,17,47
"Ocupantes presentes (029)",21984,13807,4695,695,282,2266,41,47,151
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",5657,3549,1270,191,88,516,9,9,25
"Ocupantes presentes (032)",20768,13394,4532,609,274,1805,41,30,83
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",4,2,2,,,,,,
"Ocupantes presentes (035)",7,4,3,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",74,51,10,13,,,,,
"Ocupantes presentes (038)",242,176,37,29,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",115,44,38,2,1,22,,8,
"Ocupantes presentes (041)",388,183,114,6,4,64,,17,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",136,,,12,,110,,,14
"Ocupantes presentes (047)",469,,,36,,389,,,44
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",25,16,2,3,1,3,,,
"Ocupantes presentes (050)",86,50,9,15,4,8,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",8,,,,,,,,8
"Ocupantes presentes (053)",24,,,,,,,,24
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",3367,549,1159,152,266,1037,57,20,127
"Ocupantes presentes (056)",10428,1937,4057,339,751,2806,161,56,321
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",2674,549,1081,126,239,566,37,12,64
"Ocupantes presentes (059)",8584,1937,3795,276,682,1586,112,33,163
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",687,,78,25,27,471,20,8,58
"Ocupantes presentes (071)",1832,,262,60,69,1220,49,23,149
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,,1,,,,,
"Ocupantes presentes (077)",3,,,3,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",5,,,,,,,,5
"Ocupantes presentes (080)",9,,,,,,,,9
