"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia LAMPA (000)",12830,82,4066,4918,1512,452,184,56,4,,1556
"Sin Nivel (001)",2539,24,694,1011,333,115,55,23,2,,282
"Educación Inicial (002)",15,,4,7,2,1,,,,,1
"Primaria (003)",6477,42,2285,2521,745,224,85,31,2,,542
"Secundaria (004)",2807,14,952,1043,273,56,24,2,,,443
"Sup. no Univ. Incompleta (005)",274,,49,105,28,5,3,,,,84
"Sup. no Univ. Completa (006)",397,1,52,145,65,25,5,,,,104
"Sup. Univ. Incompleta (007)",91,,8,23,9,3,2,,,,46
"Sup. Univ. Completa (008)",230,1,22,63,57,23,10,,,,54
,,,,,,,,,,,
"URBANA (010)",4902,33,1579,1799,563,183,81,26,2,,636
"Sin Nivel (011)",700,7,200,245,86,34,17,10,1,,100
"Educación Inicial (012)",7,,2,3,1,,,,,,1
"Primaria (013)",2023,16,760,756,218,71,32,14,1,,155
"Secundaria (014)",1450,8,520,537,141,32,15,2,,,195
"Sup. no Univ. Incompleta (015)",168,,29,67,18,5,2,,,,47
"Sup. no Univ. Completa (016)",296,1,42,118,45,18,4,,,,68
"Sup. Univ. Incompleta (017)",65,,4,18,8,3,1,,,,31
"Sup. Univ. Completa (018)",193,1,22,55,46,20,10,,,,39
,,,,,,,,,,,
"RURAL (020)",7928,49,2487,3119,949,269,103,30,2,,920
"Sin Nivel (021)",1839,17,494,766,247,81,38,13,1,,182
"Educación Inicial (022)",8,,2,4,1,1,,,,,
"Primaria (023)",4454,26,1525,1765,527,153,53,17,1,,387
"Secundaria (024)",1357,6,432,506,132,24,9,,,,248
"Sup. no Univ. Incompleta (025)",106,,20,38,10,,1,,,,37
"Sup. no Univ. Completa (026)",101,,10,27,20,7,1,,,,36
"Sup. Univ. Incompleta (027)",26,,4,5,1,,1,,,,15
"Sup. Univ. Completa (028)",37,,,8,11,3,,,,,15
