"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia HUAROCHIRI",,,
"Viviendas particulares (001)",18458,12155,6303
"Ocupantes presentes (002)",69102,47724,21378
"Casa independiente",,,
"Viviendas particulares (004)",16749,11137,5612
"Ocupantes presentes (005)",63469,44154,19315
"Departamento en edificio",,,
"Viviendas particulares (007)",192,192,
"Ocupantes presentes (008)",605,605,
"Vivienda en quinta",,,
"Viviendas particulares (010)",437,437,
"Ocupantes presentes (011)",1444,1444,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",362,300,62
"Ocupantes presentes (014)",1522,1208,314
"Choza o cabaña",,,
"Viviendas particulares (016)",510,31,479
"Ocupantes presentes (017)",1377,112,1265
"Vivienda improvisada",,,
"Viviendas particulares (019)",156,28,128
"Ocupantes presentes (020)",515,96,419
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",39,30,9
"Ocupantes presentes (023)",128,105,23
"Otro tipo",,,
"Viviendas particulares (025)",13,,13
"Ocupantes presentes (026)",42,,42
,,,
URBANA,,,
"Viviendas particulares (028)",12149,9858,2291
"Ocupantes presentes (029)",47675,39317,8358
"Casa independiente",,,
"Viviendas particulares (031)",10972,8879,2093
"Ocupantes presentes (032)",43493,35885,7608
"Departamento en edificio",,,
"Viviendas particulares (034)",192,192,
"Ocupantes presentes (035)",605,605,
"Vivienda en quinta",,,
"Viviendas particulares (037)",437,437,
"Ocupantes presentes (038)",1444,1444,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",362,300,62
"Ocupantes presentes (041)",1522,1208,314
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",156,28,128
"Ocupantes presentes (047)",515,96,419
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",26,22,4
"Ocupantes presentes (050)",87,79,8
"Otro tipo",,,
"Viviendas particulares (052)",4,,4
"Ocupantes presentes (053)",9,,9
,,,
RURAL,,,
"Viviendas particulares (055)",6309,2297,4012
"Ocupantes presentes (056)",21427,8407,13020
"Casa independiente",,,
"Viviendas particulares (058)",5777,2258,3519
"Ocupantes presentes (059)",19976,8269,11707
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",510,31,479
"Ocupantes presentes (071)",1377,112,1265
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",13,8,5
"Ocupantes presentes (077)",41,26,15
"Otro tipo",,,
"Viviendas particulares (079)",9,,9
"Ocupantes presentes (080)",33,,33
