"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia HUAURA",,,,
"Viviendas particulares (001)",33767,29143,3162,1462
"Ocupantes presentes (002)",145495,127404,12714,5377
"Casa independiente",,,,
"Viviendas particulares (004)",30721,26842,2499,1380
"Ocupantes presentes (005)",134463,118819,10549,5095
"Departamento en edificio",,,,
"Viviendas particulares (007)",1102,941,161,
"Ocupantes presentes (008)",3742,3225,517,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",1002,790,212,
"Ocupantes presentes (011)",3749,3102,647,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",664,409,250,5
"Ocupantes presentes (014)",2486,1633,835,18
"Choza o cabaña",,,,
"Viviendas particulares (016)",6,,,6
"Ocupantes presentes (017)",12,,,12
"Vivienda improvisada",,,,
"Viviendas particulares (019)",202,97,34,71
"Ocupantes presentes (020)",837,440,145,252
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",70,64,6,
"Ocupantes presentes (023)",206,185,21,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",31062,27383,2609,1070
"Ocupantes presentes (029)",133871,119687,10326,3858
"Casa independiente",,,,
"Viviendas particulares (031)",28128,25139,1979,1010
"Ocupantes presentes (032)",123262,111313,8290,3659
"Departamento en edificio",,,,
"Viviendas particulares (034)",1085,927,158,
"Ocupantes presentes (035)",3688,3177,511,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",984,778,206,
"Ocupantes presentes (038)",3691,3064,627,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",648,402,241,5
"Ocupantes presentes (041)",2427,1614,795,18
"Choza o cabaña",,,,
"Viviendas particulares (043)",5,,,5
"Ocupantes presentes (044)",8,,,8
"Vivienda improvisada",,,,
"Viviendas particulares (046)",145,76,19,50
"Ocupantes presentes (047)",603,348,82,173
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",67,61,6,
"Ocupantes presentes (050)",192,171,21,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",2705,1760,553,392
"Ocupantes presentes (056)",11624,7717,2388,1519
"Casa independiente",,,,
"Viviendas particulares (058)",2593,1703,520,370
"Ocupantes presentes (059)",11201,7506,2259,1436
"Departamento en edificio",,,,
"Viviendas particulares (061)",17,14,3,
"Ocupantes presentes (062)",54,48,6,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",18,12,6,
"Ocupantes presentes (065)",58,38,20,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",16,7,9,
"Ocupantes presentes (068)",59,19,40,
"Choza o cabaña",,,,
"Viviendas particulares (070)",1,,,1
"Ocupantes presentes (071)",4,,,4
"Vivienda improvisada",,,,
"Viviendas particulares (073)",57,21,15,21
"Ocupantes presentes (074)",234,92,63,79
"Local no dest.para hab. humana",,,,
"Viviendas particulares (076)",3,3,,
"Ocupantes presentes (077)",14,14,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",32417,28518,2886,1013
"Ocupantes presentes (110)",140413,124942,11658,3813
"Casa independiente",,,,
"Viviendas particulares (112)",29377,26217,2223,937
"Ocupantes presentes (113)",129393,116357,9493,3543
"Departamento en edificio",,,,
"Viviendas particulares (115)",1102,941,161,
"Ocupantes presentes (116)",3742,3225,517,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",1002,790,212,
"Ocupantes presentes (119)",3749,3102,647,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",664,409,250,5
"Ocupantes presentes (122)",2486,1633,835,18
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",202,97,34,71
"Ocupantes presentes (128)",837,440,145,252
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",70,64,6,
"Ocupantes presentes (131)",206,185,21,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",30007,26814,2437,756
"Ocupantes presentes (137)",129998,117462,9781,2755
"Casa independiente",,,,
"Viviendas particulares (139)",27078,24570,1807,701
"Ocupantes presentes (140)",119397,109088,7745,2564
"Departamento en edificio",,,,
"Viviendas particulares (142)",1085,927,158,
"Ocupantes presentes (143)",3688,3177,511,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",984,778,206,
"Ocupantes presentes (146)",3691,3064,627,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",648,402,241,5
"Ocupantes presentes (149)",2427,1614,795,18
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",145,76,19,50
"Ocupantes presentes (155)",603,348,82,173
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",67,61,6,
"Ocupantes presentes (158)",192,171,21,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",2410,1704,449,257
"Ocupantes presentes (164)",10415,7480,1877,1058
"Casa independiente",,,,
"Viviendas particulares (166)",2299,1647,416,236
"Ocupantes presentes (167)",9996,7269,1748,979
"Departamento en edificio",,,,
"Viviendas particulares (169)",17,14,3,
"Ocupantes presentes (170)",54,48,6,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",18,12,6,
"Ocupantes presentes (173)",58,38,20,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",16,7,9,
"Ocupantes presentes (176)",59,19,40,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (181)",57,21,15,21
"Ocupantes presentes (182)",234,92,63,79
"Local no dest.para hab. humana",,,,
"Viviendas particulares (184)",3,3,,
"Ocupantes presentes (185)",14,14,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",1350,625,276,449
"Ocupantes presentes (218)",5082,2462,1056,1564
"Casa independiente",,,,
"Viviendas particulares (220)",1344,625,276,443
"Ocupantes presentes (221)",5070,2462,1056,1552
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",6,,,6
"Ocupantes presentes (233)",12,,,12
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",1055,569,172,314
"Ocupantes presentes (245)",3873,2225,545,1103
"Casa independiente",,,,
"Viviendas particulares (247)",1050,569,172,309
"Ocupantes presentes (248)",3865,2225,545,1095
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",5,,,5
"Ocupantes presentes (260)",8,,,8
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",295,56,104,135
"Ocupantes presentes (272)",1209,237,511,461
"Casa independiente",,,,
"Viviendas particulares (274)",294,56,104,134
"Ocupantes presentes (275)",1205,237,511,457
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (286)",1,,,1
"Ocupantes presentes (287)",4,,,4
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
