"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PALPA (000)",12121,2664,2012,343,7119
"Sin Nivel (001)",1021,365,180,15,461
"Educación Inicial (002)",279,200,32,4,45
"Primaria (003)",3572,1088,678,77,1735
"Secundaria (004)",4757,904,521,126,3209
"Sup. no Univ. Incompleta (005)",697,45,79,16,557
"Sup. no Univ. Completa (006)",829,40,192,41,559
"Sup. Univ. Incompleta (007)",362,11,54,20,278
"Sup. Univ. Completa (008)",604,11,276,44,275
"Hombres (010)",6204,1258,1017,185,3754
"Sin Nivel (011)",417,201,56,5,155
"Educación Inicial (012)",162,115,19,4,25
"Primaria (013)",1825,522,357,42,907
"Secundaria (014)",2609,394,291,72,1854
"Sup. no Univ. Incompleta (015)",316,14,36,10,256
"Sup. no Univ. Completa (016)",330,6,75,16,236
"Sup. Univ. Incompleta (017)",218,3,35,13,168
"Sup. Univ. Completa (018)",327,3,148,23,153
"Mujeres (020)",5917,1406,995,158,3365
"Sin Nivel (021)",604,164,124,10,306
"Educación Inicial (022)",117,85,13,,20
"Primaria (023)",1747,566,321,35,828
"Secundaria (024)",2148,510,230,54,1355
"Sup. no Univ. Incompleta (025)",381,31,43,6,301
"Sup. no Univ. Completa (026)",499,34,117,25,323
"Sup. Univ. Incompleta (027)",144,8,19,7,110
"Sup. Univ. Completa (028)",277,8,128,21,122
,,,,,
"URBANA (030)",7984,1681,1509,295,4512
"Sin Nivel (031)",620,247,102,15,256
"Educación Inicial (032)",184,120,27,4,35
"Primaria (033)",2203,678,456,69,1004
"Secundaria (034)",3041,562,404,104,1973
"Sup. no Univ. Incompleta (035)",502,26,66,13,397
"Sup. no Univ. Completa (036)",659,30,171,36,425
"Sup. Univ. Incompleta (037)",275,9,49,19,199
"Sup. Univ. Completa (038)",500,9,234,35,223
"Hombres (040)",3979,798,742,157,2291
"Sin Nivel (041)",248,135,31,5,77
"Educación Inicial (042)",112,73,16,4,20
"Primaria (043)",1104,333,230,40,504
"Secundaria (044)",1605,238,211,58,1099
"Sup. no Univ. Incompleta (045)",228,8,31,7,182
"Sup. no Univ. Completa (046)",251,5,64,14,171
"Sup. Univ. Incompleta (047)",161,3,31,12,116
"Sup. Univ. Completa (048)",270,3,128,17,122
"Mujeres (050)",4005,883,767,138,2221
"Sin Nivel (051)",372,112,71,10,179
"Educación Inicial (052)",72,47,11,,15
"Primaria (053)",1099,345,226,29,500
"Secundaria (054)",1436,324,193,46,874
"Sup. no Univ. Incompleta (055)",274,18,35,6,215
"Sup. no Univ. Completa (056)",408,25,107,22,254
"Sup. Univ. Incompleta (057)",114,6,18,7,83
"Sup. Univ. Completa (058)",230,6,106,18,101
,,,,,
"RURAL (060)",4137,983,503,48,2607
"Sin Nivel (061)",401,118,78,,205
"Educación Inicial (062)",95,80,5,,10
"Primaria (063)",1369,410,222,8,731
"Secundaria (064)",1716,342,117,22,1236
"Sup. no Univ. Incompleta (065)",195,19,13,3,160
"Sup. no Univ. Completa (066)",170,10,21,5,134
"Sup. Univ. Incompleta (067)",87,2,5,1,79
"Sup. Univ. Completa (068)",104,2,42,9,52
"Hombres (070)",2225,460,275,28,1463
"Sin Nivel (071)",169,66,25,,78
"Educación Inicial (072)",50,42,3,,5
"Primaria (073)",721,189,127,2,403
"Secundaria (074)",1004,156,80,14,755
"Sup. no Univ. Incompleta (075)",88,6,5,3,74
"Sup. no Univ. Completa (076)",79,1,11,2,65
"Sup. Univ. Incompleta (077)",57,,4,1,52
"Sup. Univ. Completa (078)",57,,20,6,31
"Mujeres (080)",1912,523,228,20,1144
"Sin Nivel (081)",232,52,53,,127
"Educación Inicial (082)",45,38,2,,5
"Primaria (083)",648,221,95,6,328
"Secundaria (084)",712,186,37,8,481
"Sup. no Univ. Incompleta (085)",107,13,8,,86
"Sup. no Univ. Completa (086)",91,9,10,3,69
"Sup. Univ. Incompleta (087)",30,2,1,,27
"Sup. Univ. Completa (088)",47,2,22,3,21
