"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUANCAVELICA (000)",34730,32604,143,6377,5478,4467,7374,5483,2616,666,2126,127872
"De 12 a 14 años (001)",40,20,1,18,1,,,,,,20,20
"De 15 a 19 años (002)",981,878,20,754,96,5,3,,,,103,973
"De 20 a 24 años (003)",4373,3469,34,2052,1019,283,73,8,,,904,5305
"De 25 a 29 años (004)",4600,4008,14,1376,1279,768,509,59,3,,592,8771
"De 30 a 34 años (005)",4286,4044,13,777,1016,843,1064,297,33,1,242,12169
"De 35 a 39 años (006)",3895,3794,2,402,661,702,1156,673,185,13,101,14960
"De 40 a 44 años (007)",3271,3210,7,208,387,473,932,780,351,72,61,15294
"De 45 a 49 años (008)",2892,2866,8,158,264,344,751,752,466,123,26,15182
"De 50 y más años (009)",10392,10315,44,632,755,1049,2886,2914,1578,457,77,55198
"PEA (010)",14830,13819,56,2882,2641,1947,2958,2094,981,260,1011,51620
"De 12 a 14 años (011)",5,5,,5,,,,,,,,5
"De 15 a 19 años (012)",346,317,10,271,33,1,2,,,,29,348
"De 20 a 24 años (013)",1697,1351,12,762,436,105,33,3,,,346,2110
"De 25 a 29 años (014)",2142,1801,6,663,547,319,239,26,1,,341,3894
"De 30 a 34 años (015)",2175,2019,9,474,542,359,474,147,14,,156,5787
"De 35 a 39 años (016)",1985,1927,1,259,409,357,526,290,80,5,58,7070
"De 40 a 44 años (017)",1615,1576,2,125,251,265,415,329,154,35,39,7044
"De 45 a 49 años (018)",1417,1401,6,98,171,193,356,326,187,64,16,6954
"De 50 y más años (019)",3448,3422,10,225,252,348,913,973,545,156,26,18408
"Ocupada (020)",14266,13415,53,2711,2542,1901,2914,2067,972,255,851,50616
