"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUARAZ (000)",52505,17207,8073,21217,952,3458,1598
"Sin nivel (001)",3138,122,432,1947,24,477,136
"Educación inicial (002)",50,1,6,17,3,10,13
"Primaria (003)",10679,579,2214,6117,134,1174,461
"Secundaria (004)",15034,2726,3519,6695,256,1180,658
"Superior no univ. incompleta (005)",3231,1264,469,1202,77,116,103
"Superior no univ. completa (006)",7340,4188,697,2019,133,192,111
"Superior univ. incompleta (007)",3908,2005,377,1176,109,174,67
"Superior univ. completa (008)",9125,6322,359,2044,216,135,49
"Hombres (010)",33984,9528,7345,14751,663,1636,61
"Sin nivel (011)",1488,38,314,1021,14,95,6
"Educación inicial (012)",21,1,5,9,3,3,
"Primaria (013)",7350,323,1990,4357,98,570,12
"Secundaria (014)",10922,1740,3309,4961,184,701,27
"Superior no univ. incompleta (015)",2090,715,431,831,52,57,4
"Superior no univ. completa (016)",4097,2045,633,1262,83,70,4
"Superior univ. incompleta (017)",2536,1168,338,867,73,86,4
"Superior univ. completa (018)",5480,3498,325,1443,156,54,4
"Mujeres (020)",18521,7679,728,6466,289,1822,1537
"Sin nivel (021)",1650,84,118,926,10,382,130
"Educación inicial (022)",29,,1,8,,7,13
"Primaria (023)",3329,256,224,1760,36,604,449
"Secundaria (024)",4112,986,210,1734,72,479,631
"Superior no univ. incompleta (025)",1141,549,38,371,25,59,99
"Superior no univ. completa (026)",3243,2143,64,757,50,122,107
"Superior univ. incompleta (027)",1372,837,39,309,36,88,63
"Superior univ. completa (028)",3645,2824,34,601,60,81,45
,,,,,,,
"URBANA (030)",41493,16494,5630,15236,881,1851,1401
"Sin nivel (031)",1371,106,164,852,10,122,117
"Educación inicial (032)",39,1,6,14,1,4,13
"Primaria (033)",5866,483,1221,3199,105,477,381
"Secundaria (034)",11503,2493,2508,5004,238,687,573
"Superior no univ. incompleta (035)",3021,1201,425,1127,76,97,95
"Superior no univ. completa (036)",6987,4048,616,1911,132,174,106
"Superior univ. incompleta (037)",3786,1963,349,1135,108,164,67
"Superior univ. completa (038)",8920,6199,341,1994,211,126,49
"Hombres (040)",25203,9026,5117,9636,601,768,55
"Sin nivel (041)",429,30,114,249,4,27,5
"Educación inicial (042)",15,1,5,7,1,1,
"Primaria (043)",3419,257,1094,1777,73,207,11
"Secundaria (044)",7832,1551,2343,3437,167,311,23
"Superior no univ. incompleta (045)",1925,674,388,767,51,41,4
"Superior no univ. completa (046)",3825,1961,554,1168,82,56,4
"Superior univ. incompleta (047)",2433,1137,311,830,72,79,4
"Superior univ. completa (048)",5325,3415,308,1401,151,46,4
"Mujeres (050)",16290,7468,513,5600,280,1083,1346
"Sin nivel (051)",942,76,50,603,6,95,112
"Educación inicial (052)",24,,1,7,,3,13
"Primaria (053)",2447,226,127,1422,32,270,370
"Secundaria (054)",3671,942,165,1567,71,376,550
"Superior no univ. incompleta (055)",1096,527,37,360,25,56,91
"Superior no univ. completa (056)",3162,2087,62,743,50,118,102
"Superior univ. incompleta (057)",1353,826,38,305,36,85,63
"Superior univ. completa (058)",3595,2784,33,593,60,80,45
,,,,,,,
"RURAL (060)",11012,713,2443,5981,71,1607,197
"Sin nivel (061)",1767,16,268,1095,14,355,19
"Educación inicial (062)",11,,,3,2,6,
"Primaria (063)",4813,96,993,2918,29,697,80
"Secundaria (064)",3531,233,1011,1691,18,493,85
"Superior no univ. incompleta (065)",210,63,44,75,1,19,8
"Superior no univ. completa (066)",353,140,81,108,1,18,5
"Superior univ. incompleta (067)",122,42,28,41,1,10,
"Superior univ. completa (068)",205,123,18,50,5,9,
"Hombres (070)",8781,502,2228,5115,62,868,6
"Sin nivel (071)",1059,8,200,772,10,68,1
"Educación inicial (072)",6,,,2,2,2,
"Primaria (073)",3931,66,896,2580,25,363,1
"Secundaria (074)",3090,189,966,1524,17,390,4
"Superior no univ. incompleta (075)",165,41,43,64,1,16,
"Superior no univ. completa (076)",272,84,79,94,1,14,
"Superior univ. incompleta (077)",103,31,27,37,1,7,
"Superior univ. completa (078)",155,83,17,42,5,8,
"Mujeres (080)",2231,211,215,866,9,739,191
"Sin nivel (081)",708,8,68,323,4,287,18
"Educación inicial (082)",5,,,1,,4,
"Primaria (083)",882,30,97,338,4,334,79
"Secundaria (084)",441,44,45,167,1,103,81
"Superior no univ. incompleta (085)",45,22,1,11,,3,8
"Superior no univ. completa (086)",81,56,2,14,,4,5
"Superior univ. incompleta (087)",19,11,1,4,,3,
"Superior univ. completa (088)",50,40,1,8,,1,
