"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia CHOTA (000)",93151,41346,468,793,47150,1532,89,297,1,1475
"Hombres (001)",30577,21544,328,512,6450,793,69,157,1,723
"Mujeres (002)",62574,19802,140,281,40700,739,20,140,,752
"De 06 a 14 años (003)",34263,32062,,,1363,407,4,34,,393
"Hombres (004)",17146,16389,,,386,191,3,20,,157
"Mujeres (005)",17117,15673,,,977,216,1,14,,236
"De 15 a 29 años (006)",24707,9054,16,134,14885,,42,72,1,503
"Hombres (007)",7425,5071,8,67,1977,,31,42,1,228
"Mujeres (008)",17282,3983,8,67,12908,,11,30,,275
"De 30 a 44 años (009)",14072,162,19,149,13417,,22,82,,221
"Hombres (010)",1880,60,9,89,1541,,17,42,,122
"Mujeres (011)",12192,102,10,60,11876,,5,40,,99
"De 45 a 64 años (012)",11870,62,139,183,11190,23,17,48,,208
"Hombres (013)",1778,23,93,125,1341,17,15,28,,136
"Mujeres (014)",10092,39,46,58,9849,6,2,20,,72
"De 65 y más años (015)",8239,6,294,327,6295,1102,4,61,,150
"Hombres (016)",2348,1,218,231,1205,585,3,25,,80
"Mujeres (017)",5891,5,76,96,5090,517,1,36,,70
,,,,,,,,,,
"AREA URBANA (018)",16822,8838,263,301,6884,227,16,28,,265
"Hombres (019)",6266,4471,180,174,1156,112,12,19,,142
"Mujeres (020)",10556,4367,83,127,5728,115,4,9,,123
"De 06 a 14 años (021)",6008,5808,,,126,33,,4,,37
"Hombres (022)",3077,2976,,,61,19,,2,,19
"Mujeres (023)",2931,2832,,,65,14,,2,,18
"De 15 a 29 años (024)",5021,2926,7,50,1946,,6,5,,81
"Hombres (025)",1843,1457,3,22,307,,5,3,,46
"Mujeres (026)",3178,1469,4,28,1639,,1,2,,35
"De 30 a 44 años (027)",2198,73,12,56,2000,,7,6,,44
"Hombres (028)",346,27,7,29,252,,5,6,,20
"Mujeres (029)",1852,46,5,27,1748,,2,,,24
"De 45 a 64 años (030)",2044,27,104,81,1771,3,2,5,,51
"Hombres (031)",449,11,69,49,283,3,1,4,,29
"Mujeres (032)",1595,16,35,32,1488,,1,1,,22
"De 65 y más años (033)",1551,4,140,114,1041,191,1,8,,52
"Hombres (034)",551,,101,74,253,90,1,4,,28
"Mujeres (035)",1000,4,39,40,788,101,,4,,24
,,,,,,,,,,
"AREA RURAL (036)",76329,32508,205,492,40266,1305,73,269,1,1210
"Hombres (037)",24311,17073,148,338,5294,681,57,138,1,581
"Mujeres (038)",52018,15435,57,154,34972,624,16,131,,629
"De 06 a 14 años (039)",28255,26254,,,1237,374,4,30,,356
"Hombres (040)",14069,13413,,,325,172,3,18,,138
"Mujeres (041)",14186,12841,,,912,202,1,12,,218
"De 15 a 29 años (042)",19686,6128,9,84,12939,,36,67,1,422
"Hombres (043)",5582,3614,5,45,1670,,26,39,1,182
"Mujeres (044)",14104,2514,4,39,11269,,10,28,,240
"De 30 a 44 años (045)",11874,89,7,93,11417,,15,76,,177
"Hombres (046)",1534,33,2,60,1289,,12,36,,102
"Mujeres (047)",10340,56,5,33,10128,,3,40,,75
"De 45 a 64 años (048)",9826,35,35,102,9419,20,15,43,,157
"Hombres (049)",1329,12,24,76,1058,14,14,24,,107
"Mujeres (050)",8497,23,11,26,8361,6,1,19,,50
"De 65 y más años (051)",6688,2,154,213,5254,911,3,53,,98
"Hombres (052)",1797,1,117,157,952,495,2,21,,52
"Mujeres (053)",4891,1,37,56,4302,416,1,32,,46
