"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia VICTOR FAJARDO (000)",23946,11957,2900,435,8668
"Sin Nivel (001)",4941,2658,223,36,2025
"Educación Inicial (002)",667,516,66,10,75
"Primaria (003)",10546,6114,823,142,3474
"Secundaria (004)",5732,2444,787,129,2375
"Sup. no Univ. Incompleta (005)",505,96,159,12,238
"Sup. no Univ. Completa (006)",832,70,439,37,287
"Sup. Univ. Incompleta (007)",181,19,51,24,88
"Sup. Univ. Completa (008)",542,40,352,45,106
"Hombres (010)",11544,5431,1688,279,4156
"Sin Nivel (011)",1202,744,65,14,380
"Educación Inicial (012)",331,252,35,5,39
"Primaria (013)",5135,2902,393,70,1775
"Secundaria (014)",3485,1399,472,95,1521
"Sup. no Univ. Incompleta (015)",325,51,128,7,139
"Sup. no Univ. Completa (016)",531,47,291,30,163
"Sup. Univ. Incompleta (017)",138,13,36,22,68
"Sup. Univ. Completa (018)",397,23,268,36,71
"Mujeres (020)",12402,6526,1212,156,4512
"Sin Nivel (021)",3739,1914,158,22,1645
"Educación Inicial (022)",336,264,31,5,36
"Primaria (023)",5411,3212,430,72,1699
"Secundaria (024)",2247,1045,315,34,854
"Sup. no Univ. Incompleta (025)",180,45,31,5,99
"Sup. no Univ. Completa (026)",301,23,148,7,124
"Sup. Univ. Incompleta (027)",43,6,15,2,20
"Sup. Univ. Completa (028)",145,17,84,9,35
,,,,,
"URBANA (030)",17845,8599,2630,328,6302
"Sin Nivel (031)",3266,1773,185,26,1283
"Educación Inicial (032)",483,366,54,9,54
"Primaria (033)",7597,4337,710,92,2465
"Secundaria (034)",4640,1933,743,100,1867
"Sup. no Univ. Incompleta (035)",452,81,156,10,205
"Sup. no Univ. Completa (036)",751,60,406,28,258
"Sup. Univ. Incompleta (037)",162,16,48,24,75
"Sup. Univ. Completa (038)",494,33,328,39,95
"Hombres (040)",8670,3876,1550,205,3049
"Sin Nivel (041)",779,492,55,7,226
"Educación Inicial (042)",245,181,30,5,29
"Primaria (043)",3627,2021,341,38,1232
"Secundaria (044)",2758,1071,442,70,1177
"Sup. no Univ. Incompleta (045)",289,39,125,6,119
"Sup. no Univ. Completa (046)",479,40,268,24,147
"Sup. Univ. Incompleta (047)",121,10,34,22,56
"Sup. Univ. Completa (048)",372,22,255,33,63
"Mujeres (050)",9175,4723,1080,123,3253
"Sin Nivel (051)",2487,1281,130,19,1057
"Educación Inicial (052)",238,185,24,4,25
"Primaria (053)",3970,2316,369,54,1233
"Secundaria (054)",1882,862,301,30,690
"Sup. no Univ. Incompleta (055)",163,42,31,4,86
"Sup. no Univ. Completa (056)",272,20,138,4,111
"Sup. Univ. Incompleta (057)",41,6,14,2,19
"Sup. Univ. Completa (058)",122,11,73,6,32
,,,,,
"RURAL (060)",6101,3358,270,107,2366
"Sin Nivel (061)",1675,885,38,10,742
"Educación Inicial (062)",184,150,12,1,21
"Primaria (063)",2949,1777,113,50,1009
"Secundaria (064)",1092,511,44,29,508
"Sup. no Univ. Incompleta (065)",53,15,3,2,33
"Sup. no Univ. Completa (066)",81,10,33,9,29
"Sup. Univ. Incompleta (067)",19,3,3,,13
"Sup. Univ. Completa (068)",48,7,24,6,11
"Hombres (070)",2874,1555,138,74,1107
"Sin Nivel (071)",423,252,10,7,154
"Educación Inicial (072)",86,71,5,,10
"Primaria (073)",1508,881,52,32,543
"Secundaria (074)",727,328,30,25,344
"Sup. no Univ. Incompleta (075)",36,12,3,1,20
"Sup. no Univ. Completa (076)",52,7,23,6,16
"Sup. Univ. Incompleta (077)",17,3,2,,12
"Sup. Univ. Completa (078)",25,1,13,3,8
"Mujeres (080)",3227,1803,132,33,1259
"Sin Nivel (081)",1252,633,28,3,588
"Educación Inicial (082)",98,79,7,1,11
"Primaria (083)",1441,896,61,18,466
"Secundaria (084)",365,183,14,4,164
"Sup. no Univ. Incompleta (085)",17,3,,1,13
"Sup. no Univ. Completa (086)",29,3,10,3,13
"Sup. Univ. Incompleta (087)",2,,1,,1
"Sup. Univ. Completa (088)",23,6,11,3,3
