"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia AREQUIPA (000)",854493,13280,205892,246695,185012,140723,62891
"Jefe o Jefa (001)",227577,,334,32753,77947,80632,35911
"Esposa(o) / compañera(o) (002)",127531,,202,24305,50527,40389,12108
"Hijo(a) / hijastro(a) (003)",344382,8612,157961,133375,36438,7805,191
"Yerno / nuera (004)",13577,,93,6374,5867,1195,48
"Nieto(a) (005)",44834,3574,31003,9544,688,24,1
"Padres / suegros (006)",13297,,,6,235,2825,10231
"Otro(a) pariente (007)",59593,924,13653,27218,8825,5442,3531
"Trabajador(a) del hogar (008)",3941,,259,2854,465,305,58
"Pensionistas (009)",977,,35,638,160,79,65
"Otro(a) no pariente (010)",18784,170,2352,9628,3860,2027,747
"Hombres (011)",410003,6784,104845,119027,84444,65173,29730
"Jefe o Jefa (012)",152588,,173,21145,53369,53905,23996
"Esposa(o) / compañera(o) (013)",9813,,138,3010,3206,2501,958
"Hijo(a) / hijastro(a) (014)",173609,4401,80379,68116,17311,3333,69
"Yerno / nuera (015)",7165,,49,2560,3633,891,32
"Nieto(a) (016)",23193,1834,15949,5044,356,10,
"Padres / suegros (017)",3823,,,1,79,721,3022
"Otro(a) pariente (018)",30105,463,6981,13996,4610,2762,1293
"Trabajador(a) del hogar (019)",305,,42,199,26,24,14
"Pensionistas (020)",527,,20,327,95,53,32
"Otro(a) no pariente (021)",8875,86,1114,4629,1759,973,314
"Mujeres (022)",444490,6496,101047,127668,100568,75550,33161
"Jefe o Jefa (023)",74989,,161,11608,24578,26727,11915
"Esposa(o) / compañera(o) (024)",117718,,64,21295,47321,37888,11150
"Hijo(a) / hijastro(a) (025)",170773,4211,77582,65259,19127,4472,122
"Yerno / nuera (026)",6412,,44,3814,2234,304,16
"Nieto(a) (027)",21641,1740,15054,4500,332,14,1
"Padres / suegros (028)",9474,,,5,156,2104,7209
"Otro(a) pariente (029)",29488,461,6672,13222,4215,2680,2238
"Trabajador(a) del hogar (030)",3636,,217,2655,439,281,44
"Pensionistas (031)",450,,15,311,65,26,33
"Otro(a) no pariente (032)",9909,84,1238,4999,2101,1054,433
,,,,,,,
"URBANA (033)",833685,12926,200359,241395,180851,137138,61016
"Jefe o Jefa (034)",220910,,326,31646,75827,78454,34657
"Esposa(o) / compañera(o) (035)",123916,,200,23397,49220,39361,11738
"Hijo(a) / hijastro(a) (036)",336173,8340,153193,130836,35956,7664,184
"Yerno / nuera (037)",13408,,92,6280,5817,1172,47
"Nieto(a) (038)",44214,3514,30572,9424,679,24,1
"Padres / suegros (039)",13108,,,6,230,2781,10091
"Otro(a) pariente (040)",58589,903,13383,26854,8681,5320,3448
"Trabajador(a) del hogar (041)",3916,,256,2835,464,303,58
"Pensionistas (042)",968,,35,634,159,75,65
"Otro(a) no pariente (043)",18483,169,2302,9483,3818,1984,727
"Hombres (044)",399000,6593,101976,116261,82289,63240,28641
"Jefe o Jefa (045)",147459,,169,20285,51704,52254,23047
"Esposa(o) / compañera(o) (046)",9587,,136,2954,3137,2432,928
"Hijo(a) / hijastro(a) (047)",169218,4251,77914,66697,17037,3252,67
"Yerno / nuera (048)",7086,,48,2527,3605,874,32
"Nieto(a) (049)",22875,1804,15725,4984,352,10,
"Padres / suegros (050)",3756,,,1,76,702,2977
"Otro(a) pariente (051)",29540,452,6837,13775,4526,2703,1247
"Trabajador(a) del hogar (052)",300,,41,195,26,24,14
"Pensionistas (053)",518,,20,323,94,49,32
"Otro(a) no pariente (054)",8661,86,1086,4520,1732,940,297
"Mujeres (055)",434685,6333,98383,125134,98562,73898,32375
"Jefe o Jefa (056)",73451,,157,11361,24123,26200,11610
"Esposa(o) / compañera(o) (057)",114329,,64,20443,46083,36929,10810
"Hijo(a) / hijastro(a) (058)",166955,4089,75279,64139,18919,4412,117
"Yerno / nuera (059)",6322,,44,3753,2212,298,15
"Nieto(a) (060)",21339,1710,14847,4440,327,14,1
"Padres / suegros (061)",9352,,,5,154,2079,7114
"Otro(a) pariente (062)",29049,451,6546,13079,4155,2617,2201
"Trabajador(a) del hogar (063)",3616,,215,2640,438,279,44
"Pensionistas (064)",450,,15,311,65,26,33
"Otro(a) no pariente (065)",9822,83,1216,4963,2086,1044,430
,,,,,,,
"RURAL (066)",20808,354,5533,5300,4161,3585,1875
"Jefe o Jefa (067)",6667,,8,1107,2120,2178,1254
"Esposa(o) / compañera(o) (068)",3615,,2,908,1307,1028,370
"Hijo(a) / hijastro(a) (069)",8209,272,4768,2539,482,141,7
"Yerno / nuera (070)",169,,1,94,50,23,1
"Nieto(a) (071)",620,60,431,120,9,,
"Padres / suegros (072)",189,,,,5,44,140
"Otro(a) pariente (073)",1004,21,270,364,144,122,83
"Trabajador(a) del hogar (074)",25,,3,19,1,2,
"Pensionistas (075)",9,,,4,1,4,
"Otro(a) no pariente (076)",301,1,50,145,42,43,20
"Hombres (077)",11003,191,2869,2766,2155,1933,1089
"Jefe o Jefa (078)",5129,,4,860,1665,1651,949
"Esposa(o) / compañera(o) (079)",226,,2,56,69,69,30
"Hijo(a) / hijastro(a) (080)",4391,150,2465,1419,274,81,2
"Yerno / nuera (081)",79,,1,33,28,17,
"Nieto(a) (082)",318,30,224,60,4,,
"Padres / suegros (083)",67,,,,3,19,45
"Otro(a) pariente (084)",565,11,144,221,84,59,46
"Trabajador(a) del hogar (085)",5,,1,4,,,
"Pensionistas (086)",9,,,4,1,4,
"Otro(a) no pariente (087)",214,,28,109,27,33,17
"Mujeres (088)",9805,163,2664,2534,2006,1652,786
"Jefe o Jefa (089)",1538,,4,247,455,527,305
"Esposa(o) / compañera(o) (090)",3389,,,852,1238,959,340
