"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CAMANA (000)",49232,4572,1485,13561,16649,3506,4147,2045,3267
"Jefe o Jefa (001)",15013,821,11,4003,5563,1106,1476,618,1415
"Esposa(o)/ compa¤era(o) (002)",8526,778,14,2299,2822,592,1046,244,731
"Hijo(a)/ hijastro(a) (003)",18032,2027,1159,5129,5669,1325,1071,897,755
"Yerno/ nuera (004)",654,2,2,34,252,74,139,46,105
"Nieto(a) (005)",1826,375,227,679,383,53,39,52,18
"Padres/ suegros (006)",604,234,,295,50,4,10,2,9
"Otro(a) pariente (007)",3285,263,62,848,1323,250,255,127,157
"Trabajador(a) del hogar (008)",133,6,,33,77,9,5,3,
"Pensionista (009)",50,2,,6,16,7,11,2,6
"Otro(a) no pariente (010)",1109,64,10,235,494,86,95,54,71
"Hombres (012)",25492,1821,786,6746,9638,1823,1897,1152,1629
"Jefe o Jefa (013)",11300,336,6,2844,4565,883,1082,506,1078
"Esposa(o)/ compa¤era(o) (014)",553,27,1,108,253,42,59,25,38
"Hijo(a)/ hijastro(a) (015)",9369,1058,630,2629,3182,627,492,443,308
"Yerno/ nuera (016)",338,1,2,18,130,30,66,31,60
"Nieto(a) (017)",949,193,120,374,192,20,12,32,6
"Padres/ suegros (018)",208,47,,122,26,1,6,2,4
"Otro(a) pariente (019)",1966,117,24,495,900,153,116,78,83
"Trabajador(a) del hogar (020)",29,3,,9,13,4,,,
"Pensionista (021)",32,2,,3,12,4,7,2,2
"Otro(a) no pariente (022)",748,37,3,144,365,59,57,33,50
"Mujeres (024)",23740,2751,699,6815,7011,1683,2250,893,1638
"Jefe o Jefa (025)",3713,485,5,1159,998,223,394,112,337
"Esposa(o)/ compa¤era(o) (026)",7973,751,13,2191,2569,550,987,219,693
"Hijo(a)/ hijastro(a) (027)",8663,969,529,2500,2487,698,579,454,447
"Yerno/ nuera (028)",316,1,,16,122,44,73,15,45
"Nieto(a) (029)",877,182,107,305,191,33,27,20,12
"Padres/ suegros (030)",396,187,,173,24,3,4,,5
"Otro(a) pariente (031)",1319,146,38,353,423,97,139,49,74
"Trabajador(a) del hogar (032)",104,3,,24,64,5,5,3,
"Pensionista (033)",18,,,3,4,3,4,,4
"Otro(a) no pariente (034)",361,27,7,91,129,27,38,21,21
,,,,,,,,,
"URBANA (036)",41519,3697,1307,11331,13477,3059,3745,1826,3077
"Jefe o Jefa (037)",12266,628,9,3214,4315,919,1349,523,1309
"Esposa(o)/ compa¤era(o) (038)",7149,594,12,1901,2231,519,970,220,702
"Hijo(a)/ hijastro(a) (039)",15849,1654,1007,4410,5025,1213,975,842,723
"Yerno/ nuera (040)",605,2,2,31,224,65,136,44,101
"Nieto(a) (041)",1699,345,211,637,358,48,33,50,17
"Padres/ suegros (042)",548,212,,263,48,4,10,2,9
"Otro(a) pariente (043)",2451,207,56,668,885,207,185,96,147
"Trabajador(a) del hogar (044)",127,6,,30,74,9,5,3,
"Pensionista (045)",46,2,,6,14,6,11,1,6
