"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia SAN ANTONIO DE PUTINA (000)",16319,1069,7927,5220,172,1751,180
"Conviviente (001)",6629,369,3733,1930,72,483,42
"Separado(a) (002)",439,30,105,242,6,46,10
"Casado(a) (003)",4750,261,1999,1824,54,590,22
"Viudo(a) (004)",567,17,108,337,3,99,3
"Divorciado(a) (005)",61,4,13,33,2,6,3
"Soltero(a) (006)",3873,388,1969,854,35,527,100
"Hombres (008)",12014,672,7289,3056,117,841,39
"Conviviente (009)",5152,254,3475,1139,54,223,7
"Separado(a) (010)",149,12,72,50,5,7,3
"Casado(a) (011)",3606,201,1821,1270,38,270,6
"Viudo(a) (012)",251,9,73,120,1,47,1
"Divorciado(a) (013)",31,4,12,13,,1,1
"Soltero(a) (014)",2825,192,1836,464,19,293,21
"Mujeres (016)",4305,397,638,2164,55,910,141
"Conviviente (017)",1477,115,258,791,18,260,35
"Separado(a) (018)",290,18,33,192,1,39,7
"Casado(a) (019)",1144,60,178,554,16,320,16
"Viudo(a) (020)",316,8,35,217,2,52,2
"Divorciado(a) (021)",30,,1,20,2,5,2
"Soltero(a) (022)",1048,196,133,390,16,234,79
,,,,,,,
"URBANA (024)",11341,942,6223,3268,150,602,156
"Conviviente (025)",4980,323,3040,1310,63,206,38
"Separado(a) (026)",305,26,82,171,6,11,9
"Casado(a) (027)",3093,231,1569,1027,45,203,18
"Viudo(a) (028)",260,17,77,139,3,21,3
"Divorciado(a) (029)",49,4,12,26,2,2,3
"Soltero(a) (030)",2654,341,1443,595,31,159,85
"Hombres (032)",8378,596,5740,1675,100,234,33
"Conviviente (033)",3880,226,2830,689,48,81,6
"Separado(a) (034)",107,10,56,32,5,2,2
"Casado(a) (035)",2342,180,1442,615,30,70,5
"Viudo(a) (036)",107,9,53,35,1,8,1
"Divorciado(a) (037)",25,4,11,9,,,1
"Soltero(a) (038)",1917,167,1348,295,16,73,18
"Mujeres (040)",2963,346,483,1593,50,368,123
"Conviviente (041)",1100,97,210,621,15,125,32
"Separado(a) (042)",198,16,26,139,1,9,7
"Casado(a) (043)",751,51,127,412,15,133,13
"Viudo(a) (044)",153,8,24,104,2,13,2
"Divorciado(a) (045)",24,,1,17,2,2,2
"Soltero(a) (046)",737,174,95,300,15,86,67
,,,,,,,
"RURAL (048)",4978,127,1704,1952,22,1149,24
"Conviviente (049)",1649,46,693,620,9,277,4
"Separado(a) (050)",134,4,23,71,,35,1
"Casado(a) (051)",1657,30,430,797,9,387,4
"Viudo(a) (052)",307,,31,198,,78,
"Divorciado(a) (053)",12,,1,7,,4,
"Soltero(a) (054)",1219,47,526,259,4,368,15
"Hombres (056)",3636,76,1549,1381,17,607,6
"Conviviente (057)",1272,28,645,450,6,142,1
"Separado(a) (058)",42,2,16,18,,5,1
"Casado(a) (059)",1264,21,379,655,8,200,1
"Viudo(a) (060)",144,,20,85,,39,
"Divorciado(a) (061)",6,,1,4,,1,
"Soltero(a) (062)",908,25,488,169,3,220,3
"Mujeres (064)",1342,51,155,571,5,542,18
"Conviviente (065)",377,18,48,170,3,135,3
"Separado(a) (066)",92,2,7,53,,30,
"Casado(a) (067)",393,9,51,142,1,187,3
"Viudo(a) (068)",163,,11,113,,39,
"Divorciado(a) (069)",6,,,3,,3,
"Soltero(a) (070)",311,22,38,90,1,148,12
