"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia SAN ROMAN (000)",114705,99528,15177
"De 3 a 5 años (001)",14218,1325,12893
"De 6 a 11 años (002)",30852,28881,1971
"De 12 a 16 años (003)",27935,27819,116
"De 17 a 24 años (004)",41700,41503,197
"Hombres (005)",57517,49934,7583
"De 3 a 5 años (006)",7129,687,6442
"De 6 a 11 años (007)",15711,14678,1033
"De 12 a 16 años (008)",14131,14081,50
"De 17 a 24 años (009)",20546,20488,58
"Mujeres (010)",57188,49594,7594
"De 3 a 5 años (011)",7089,638,6451
"De 6 a 11 años (012)",15141,14203,938
"De 12 a 16 años (013)",13804,13738,66
"De 17 a 24 años (014)",21154,21015,139
,,,
"URBANA (015)",105671,92013,13658
"De 3 a 5 años (016)",12954,1267,11687
"De 6 a 11 años (017)",28119,26399,1720
"De 12 a 16 años (018)",25636,25533,103
"De 17 a 24 años (019)",38962,38814,148
"Hombres (020)",53005,46186,6819
"De 3 a 5 años (021)",6491,656,5835
"De 6 a 11 años (022)",14291,13392,899
"De 12 a 16 años (023)",12991,12947,44
"De 17 a 24 años (024)",19232,19191,41
"Mujeres (025)",52666,45827,6839
"De 3 a 5 años (026)",6463,611,5852
"De 6 a 11 años (027)",13828,13007,821
"De 12 a 16 años (028)",12645,12586,59
"De 17 a 24 años (029)",19730,19623,107
,,,
"RURAL (030)",9034,7515,1519
"De 3 a 5 años (031)",1264,58,1206
"De 6 a 11 años (032)",2733,2482,251
"De 12 a 16 años (033)",2299,2286,13
"De 17 a 24 años (034)",2738,2689,49
"Hombres (035)",4512,3748,764
"De 3 a 5 años (036)",638,31,607
"De 6 a 11 años (037)",1420,1286,134
"De 12 a 16 años (038)",1140,1134,6
"De 17 a 24 años (039)",1314,1297,17
"Mujeres (040)",4522,3767,755
"De 3 a 5 años (041)",626,27,599
"De 6 a 11 años (042)",1313,1196,117
"De 12 a 16 años (043)",1159,1152,7
"De 17 a 24 años (044)",1424,1392,32
