"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CORONEL PORTILLO (000)",303968,24348,8191,103492,118546,14112,13925,9570,11784
"Jefe o Jefa (001)",74639,1533,47,22664,32321,4151,5590,2679,5654
"Esposa(o)/ compa¤era(o) (002)",46264,1520,55,16021,19897,2168,3133,1115,2355
"Hijo(a)/ hijastro(a) (003)",124763,14086,5937,44440,45224,5281,3342,4216,2237
"Yerno/ nuera (004)",6387,41,9,932,3877,500,433,272,323
"Nieto(a) (005)",14793,3711,1384,5904,3154,261,117,186,76
"Padres/ suegros (006)",4664,773,,3000,674,35,89,24,69
"Otro(a) pariente (007)",26332,2420,702,9006,10552,1243,882,837,690
"Trabajador(a) del hogar (008)",572,19,,168,332,32,7,12,2
"Pensionista (009)",391,6,2,53,198,46,27,19,40
"Otro(a) no pariente (010)",5163,239,55,1304,2317,395,305,210,338
"Hombres (012)",152460,11522,4121,49410,61510,7328,6574,5452,6543
"Jefe o Jefa (013)",52902,856,25,15151,23612,3008,3866,2062,4322
"Esposa(o)/ compa¤era(o) (014)",4311,71,4,1096,2210,279,225,174,252
"Hijo(a)/ hijastro(a) (015)",65422,7252,3033,23287,24427,2640,1490,2252,1041
"Yerno/ nuera (016)",2923,18,4,327,1700,255,237,162,220
"Nieto(a) (017)",7708,1910,684,3077,1698,132,56,110,41
"Padres/ suegros (018)",1689,138,,1151,303,17,34,13,33
"Otro(a) pariente (019)",14042,1147,349,4525,5944,702,483,514,378
"Trabajador(a) del hogar (020)",84,4,,26,42,4,3,4,1
"Pensionista (021)",260,4,1,32,132,34,16,14,27
"Otro(a) no pariente (022)",3119,122,21,738,1442,257,164,147,228
"Mujeres (024)",151508,12826,4070,54082,57036,6784,7351,4118,5241
"Jefe o Jefa (025)",21737,677,22,7513,8709,1143,1724,617,1332
"Esposa(o)/ compa¤era(o) (026)",41953,1449,51,14925,17687,1889,2908,941,2103
"Hijo(a)/ hijastro(a) (027)",59341,6834,2904,21153,20797,2641,1852,1964,1196
"Yerno/ nuera (028)",3464,23,5,605,2177,245,196,110,103
"Nieto(a) (029)",7085,1801,700,2827,1456,129,61,76,35
"Padres/ suegros (030)",2975,635,,1849,371,18,55,11,36
"Otro(a) pariente (031)",12290,1273,353,4481,4608,541,399,323,312
"Trabajador(a) del hogar (032)",488,15,,142,290,28,4,8,1
"Pensionista (033)",131,2,1,21,66,12,11,5,13
"Otro(a) no pariente (034)",2044,117,34,566,875,138,141,63,110
,,,,,,,,,
"URBANA (036)",257835,18459,6892,79365,105200,13510,13467,9406,11536
"Jefe o Jefa (037)",63292,833,40,16703,28365,3913,5318,2611,5509
"Esposa(o)/ compa¤era(o) (038)",38485,775,45,11390,17676,2100,3081,1093,2325
"Hijo(a)/ hijastro(a) (039)",106178,11104,4976,34986,40330,5109,3285,4173,2215
"Yerno/ nuera (040)",5808,28,7,718,3557,479,429,269,321
"Nieto(a) (041)",13334,3319,1270,5193,2920,256,115,185,76
