"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia TRUJILLO (000)",315563,111255,61258,114810,6891,8420,12929
"Conviviente (001)",88485,22455,22760,37022,1810,2182,2256
"Separado(a) (002)",15760,4438,2633,6884,264,164,1377
"Casado(a) (003)",93270,37375,12652,36457,2952,2610,1224
"Viudo(a) (004)",5746,1165,678,3243,178,132,350
"Divorciado(a) (005)",2318,1104,160,888,79,23,64
"Soltero(a) (006)",109984,44718,22375,30316,1608,3309,7658
"Hombres (008)",196741,60686,52173,75204,4830,3343,505
"Conviviente (009)",62237,14336,19589,26257,1377,561,117
"Separado(a) (010)",5332,1316,1411,2432,117,39,17
"Casado(a) (011)",61456,23088,11201,24400,2137,572,58
"Viudo(a) (012)",1969,357,408,1089,55,52,8
"Divorciado(a) (013)",1052,426,122,449,45,9,1
"Soltero(a) (014)",64695,21163,19442,20577,1099,2110,304
"Mujeres (016)",118822,50569,9085,39606,2061,5077,12424
"Conviviente (017)",26248,8119,3171,10765,433,1621,2139
"Separado(a) (018)",10428,3122,1222,4452,147,125,1360
"Casado(a) (019)",31814,14287,1451,12057,815,2038,1166
"Viudo(a) (020)",3777,808,270,2154,123,80,342
"Divorciado(a) (021)",1266,678,38,439,34,14,63
"Soltero(a) (022)",45289,23555,2933,9739,509,1199,7354
,,,,,,,
"URBANA (024)",308415,110512,59113,111518,6825,7774,12673
"Conviviente (025)",85953,22272,21880,35707,1795,2092,2207
"Separado(a) (026)",15517,4413,2567,6766,262,160,1349
"Casado(a) (027)",91386,37132,12187,35420,2923,2536,1188
"Viudo(a) (028)",5588,1157,649,3135,175,129,343
"Divorciado(a) (029)",2296,1101,154,878,77,22,64
"Soltero(a) (030)",107675,44437,21676,29612,1593,2835,7522
"Hombres (032)",191117,60245,50257,72489,4778,2855,493
"Conviviente (033)",60115,14203,18791,25119,1362,527,113
"Separado(a) (034)",5221,1310,1376,2365,116,37,17
"Casado(a) (035)",59968,22921,10778,23549,2115,549,56
"Viudo(a) (036)",1881,354,393,1025,53,49,7
"Divorciado(a) (037)",1034,425,116,440,44,8,1
"Soltero(a) (038)",62898,21032,18803,19991,1088,1685,299
"Mujeres (040)",117298,50267,8856,39029,2047,4919,12180
"Conviviente (041)",25838,8069,3089,10588,433,1565,2094
"Separado(a) (042)",10296,3103,1191,4401,146,123,1332
"Casado(a) (043)",31418,14211,1409,11871,808,1987,1132
"Viudo(a) (044)",3707,803,256,2110,122,80,336
"Divorciado(a) (045)",1262,676,38,438,33,14,63
"Soltero(a) (046)",44777,23405,2873,9621,505,1150,7223
,,,,,,,
"RURAL (048)",7148,743,2145,3292,66,646,256
"Conviviente (049)",2532,183,880,1315,15,90,49
"Separado(a) (050)",243,25,66,118,2,4,28
"Casado(a) (051)",1884,243,465,1037,29,74,36
"Viudo(a) (052)",158,8,29,108,3,3,7
"Divorciado(a) (053)",22,3,6,10,2,1,
"Soltero(a) (054)",2309,281,699,704,15,474,136
"Hombres (056)",5624,441,1916,2715,52,488,12
"Conviviente (057)",2122,133,798,1138,15,34,4
"Separado(a) (058)",111,6,35,67,1,2,
"Casado(a) (059)",1488,167,423,851,22,23,2
"Viudo(a) (060)",88,3,15,64,2,3,1
"Divorciado(a) (061)",18,1,6,9,1,1,
"Soltero(a) (062)",1797,131,639,586,11,425,5
"Mujeres (064)",1524,302,229,577,14,158,244
"Conviviente (065)",410,50,82,177,,56,45
"Separado(a) (066)",132,19,31,51,1,2,28
"Casado(a) (067)",396,76,42,186,7,51,34
"Viudo(a) (068)",70,5,14,44,1,,6
"Divorciado(a) (069)",4,2,,1,1,,
"Soltero(a) (070)",512,150,60,118,4,49,131
