"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia SAN IGNACIO",,,,,,,,
"Hogares (001)",29542,22607,5887,1833,70,1482,399,5205
"Ocupantes presentes (002)",130377,102775,26304,7993,306,6576,1519,20252
"Casa independiente",,,,,,,,
"Hogares (004)",28469,21906,5587,1727,68,1413,361,4980
"Ocupantes presentes (005)",126300,99957,25250,7635,301,6328,1413,19506
"Departamento en edificio",,,,,,,,
"Hogares (007)",26,15,18,9,,10,7,3
"Ocupantes presentes (008)",89,47,57,27,,30,19,13
"Vivienda en quinta",,,,,,,,
"Hogares (010)",194,110,122,43,1,30,16,23
"Ocupantes presentes (011)",663,389,423,130,2,113,44,76
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",280,159,145,49,1,27,15,52
"Ocupantes presentes (014)",895,514,510,173,3,94,43,140
"Choza o cabaña",,,,,,,,
"Hogares (016)",536,394,11,5,,2,,135
"Ocupantes presentes (017)",2314,1782,55,28,,11,,492
"Vivienda improvisada",,,,,,,,
"Hogares (019)",8,4,2,,,,,3
"Ocupantes presentes (020)",31,19,5,,,,,10
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",23,18,2,,,,,4
"Ocupantes presentes (023)",72,65,4,,,,,4
"Otro tipo",,,,,,,,
"Hogares (025)",6,1,,,,,,5
"Ocupantes presentes (026)",13,2,,,,,,11
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",5023,3247,2842,1100,58,1020,349,755
"Ocupantes presentes (029)",19777,13020,11718,4509,248,4387,1344,2682
"Casa independiente",,,,,,,,
"Hogares (031)",4505,2953,2553,999,56,953,311,671
"Ocupantes presentes (032)",18070,12028,10719,4179,243,4150,1238,2440
"Departamento en edificio",,,,,,,,
"Hogares (034)",26,15,18,9,,10,7,3
"Ocupantes presentes (035)",89,47,57,27,,30,19,13
"Vivienda en quinta",,,,,,,,
"Hogares (037)",194,110,122,43,1,30,16,23
"Ocupantes presentes (038)",663,389,423,130,2,113,44,76
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",280,159,145,49,1,27,15,52
"Ocupantes presentes (041)",895,514,510,173,3,94,43,140
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",8,4,2,,,,,3
"Ocupantes presentes (047)",31,19,5,,,,,10
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",7,5,2,,,,,1
"Ocupantes presentes (050)",25,21,4,,,,,1
"Otro tipo",,,,,,,,
"Hogares (052)",3,1,,,,,,2
"Ocupantes presentes (053)",4,2,,,,,,2
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",24519,19360,3045,733,12,462,50,4450
"Ocupantes presentes (056)",110600,89755,14586,3484,58,2189,175,17570
"Casa independiente",,,,,,,,
"Hogares (058)",23964,18953,3034,728,12,460,50,4309
"Ocupantes presentes (059)",108230,87929,14531,3456,58,2178,175,17066
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",536,394,11,5,,2,,135
"Ocupantes presentes (071)",2314,1782,55,28,,11,,492
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",16,13,,,,,,3
"Ocupantes presentes (077)",47,44,,,,,,3
"Otro tipo",,,,,,,,
"Hogares (079)",3,,,,,,,3
"Ocupantes presentes (080)",9,,,,,,,9
