"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia BELLAVISTA (000)",19422,763,6992,6844,3957,866
"Agric., ganadería, caza y silvicultura (001)",13019,582,4766,4258,2720,693
"Pesca (002)",6,,4,1,1,
"Explotación de minas y canteras (003)",2,,,2,,
"Industrias manufactureras (004)",430,4,130,177,97,22
"Suministro de electricidad, gas y agua (005)",28,1,9,10,8,
"Construcción (006)",368,2,128,142,87,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1712,82,522,688,366,54
"Venta, mant.y rep. veh.autom.y motoc. (008)",190,1,87,68,30,4
"Comercio al por mayor (009)",65,1,24,24,15,1
"Comercio al por menor (010)",1457,80,411,596,321,49
"Hoteles y restaurantes (011)",502,24,182,168,112,16
"Trans., almac. y comunicaciones (012)",642,7,272,256,107,
"Intermediación financiera (013)",22,,13,8,1,
"Activid.inmobil., empres. y alquileres (014)",137,,55,52,26,4
"Admin.pub. y defensa; p. segur.soc afil (015)",248,,68,113,66,1
"Enseñanza (016)",707,,167,420,117,3
"Servicios sociales y de salud (017)",142,,40,71,28,3
"Otras activ. serv.comun.soc y personales (018)",177,5,72,77,16,7
"Hogares privados con servicio doméstico (019)",412,31,220,97,56,8
"Actividad economica no especificada (021)",543,3,195,205,104,36
"Desocupado (022)",325,22,149,99,45,10
"Hombres (023)",14905,587,5345,5163,3098,712
"Agric., ganadería, caza y silvicultura (024)",11205,482,4125,3659,2331,608
"Pesca (025)",6,,4,1,1,
"Explotación de minas y canteras (026)",2,,,2,,
"Industrias manufactureras (027)",338,4,108,134,76,16
"Suministro de electricidad, gas y agua (028)",27,1,8,10,8,
"Construcción (029)",357,2,125,138,83,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",971,57,296,365,213,40
"Venta, mant.y rep. veh.autom.y motoc. (031)",171,1,73,66,27,4
"Comercio al por mayor (032)",43,,17,16,9,1
"Comercio al por menor (033)",757,56,206,283,177,35
"Hoteles y restaurantes (034)",91,6,40,21,20,4
"Trans., almac. y comunicaciones (035)",619,6,259,248,106,
"Intermediación financiera (036)",17,,10,6,1,
"Activid.inmobil., empres. y alquileres (037)",109,,42,40,24,3
"Admin.pub. y defensa; p. segur.soc afil (038)",170,,37,75,57,1
"Enseñanza (039)",351,,65,217,66,3
"Servicios sociales y de salud (040)",74,,20,34,17,3
"Otras activ. serv.comun.soc y personales (041)",105,5,39,43,11,7
