"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia PAUCAR DEL SARA SARA",,,,,,,,,
"Hogares (001)",3264,179,81,48,26,16,12,16,2886
"Ocupantes presentes (002)",10758,498,209,121,78,53,48,72,9679
"Casa independiente",,,,,,,,,
"Hogares (004)",2980,170,76,46,26,15,11,16,2620
"Ocupantes presentes (005)",9851,476,200,119,78,50,45,72,8811
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",10,1,,,,,,,9
"Ocupantes presentes (011)",37,4,,,,,,,33
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",113,5,3,1,,1,1,,102
"Ocupantes presentes (014)",298,15,6,1,,3,3,,270
"Choza o cabaña",,,,,,,,,
"Hogares (016)",157,3,2,1,,,,,151
"Ocupantes presentes (017)",562,3,3,1,,,,,555
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",1,,,,,,,,1
"Ocupantes presentes (020)",5,,,,,,,,5
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",3,,,,,,,,3
"Ocupantes presentes (023)",5,,,,,,,,5
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",2192,123,53,41,20,13,11,9,1922
"Ocupantes presentes (029)",7318,331,136,103,57,44,45,45,6557
"Casa independiente",,,,,,,,,
"Hogares (031)",2066,117,50,40,20,12,10,9,1808
"Ocupantes presentes (032)",6974,312,130,102,57,41,42,45,6245
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",10,1,,,,,,,9
"Ocupantes presentes (038)",37,4,,,,,,,33
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",113,5,3,1,,1,1,,102
"Ocupantes presentes (041)",298,15,6,1,,3,3,,270
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",1,,,,,,,,1
"Ocupantes presentes (047)",5,,,,,,,,5
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",2,,,,,,,,2
"Ocupantes presentes (050)",4,,,,,,,,4
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",1072,56,28,7,6,3,1,7,964
"Ocupantes presentes (056)",3440,167,73,18,21,9,3,27,3122
"Casa independiente",,,,,,,,,
"Hogares (058)",914,53,26,6,6,3,1,7,812
"Ocupantes presentes (059)",2877,164,70,17,21,9,3,27,2566
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",157,3,2,1,,,,,151
"Ocupantes presentes (071)",562,3,3,1,,,,,555
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",1,,,,,,,,1
"Ocupantes presentes (077)",1,,,,,,,,1
"Otro tipo",,,,,,,,,
