"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia PARURO (000)",9028,6977,1505,204,342
"Empleado (001)",691,214,155,108,214
"Obrero (002)",1162,701,257,82,122
"Trabajador independiente (003)",5462,4592,870,,
"Empleador o patrono (004)",114,80,28,5,1
"Trabajador familiar no remunerado (005)",1525,1316,195,9,5
"Trabajador del hogar (006)",74,74,,,
"De 06 a 14 años (008)",249,218,31,,
"Empleado (009)",3,3,,,
"Obrero (010)",14,12,2,,
"Trabajador independiente (011)",23,22,1,,
"Trabajador familiar no remunerado (013)",190,162,28,,
"Trabajador del hogar (014)",19,19,,,
"De 15 a 29 años (016)",2060,1547,361,44,108
"Empleado (017)",214,87,42,18,67
"Obrero (018)",361,215,86,22,38
"Trabajador independiente (019)",920,764,156,,
"Empleador o patrono (020)",25,18,6,1,
"Trabajador familiar no remunerado (021)",507,430,71,3,3
"Trabajador del hogar (022)",33,33,,,
"De 30 a 44 años (024)",3013,2172,595,97,149
"Empleado (025)",325,88,79,57,101
"Obrero (026)",417,240,93,37,47
"Trabajador independiente (027)",1816,1463,353,,
"Empleador o patrono (028)",38,25,11,1,1
"Trabajador familiar no remunerado (029)",407,346,59,2,
"Trabajador del hogar (030)",10,10,,,
"De 45 a 64 años (032)",2611,2047,428,58,78
"Empleado (033)",140,31,34,32,43
"Obrero (034)",304,185,64,21,34
"Trabajador independiente (035)",1841,1548,293,,
"Empleador o patrono (036)",37,25,10,2,
"Trabajador familiar no remunerado (037)",285,254,27,3,1
"Trabajador del hogar (038)",4,4,,,
"De 65 y más años (040)",1095,993,90,5,7
"Empleado (041)",9,5,,1,3
"Obrero (042)",66,49,12,2,3
"Trabajador independiente (043)",862,795,67,,
"Empleador o patrono (044)",14,12,1,1,
"Trabajador familiar no remunerado (045)",136,124,10,1,1
"Trabajador del hogar (046)",8,8,,,
,,,,,
"URBANA (048)",3652,2780,526,124,222
"Empleado (049)",505,145,106,84,170
"Obrero (050)",401,223,97,34,47
"Trabajador independiente (051)",2043,1788,255,,
"Empleador o patrono (052)",80,55,21,3,1
"Trabajador familiar no remunerado (053)",564,510,47,3,4
"Trabajador del hogar (054)",59,59,,,
"De 06 a 14 años (056)",151,144,7,,
"Empleado (057)",3,3,,,
