"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia ASUNCION",,,,,,,,,
"Hogares (001)",2343,94,38,30,22,18,17,9,2115
"Ocupantes presentes (002)",8953,328,141,93,78,72,72,52,8117
"Casa independiente",,,,,,,,,
"Hogares (004)",2256,86,34,21,20,16,13,9,2057
"Ocupantes presentes (005)",8618,298,122,64,72,67,67,52,7876
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",6,,,1,,,,,5
"Ocupantes presentes (014)",23,,,3,,,,,20
"Choza o cabaña",,,,,,,,,
"Hogares (016)",77,8,4,8,2,2,4,,49
"Ocupantes presentes (017)",297,30,19,26,6,5,5,,206
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",2,,,,,,,,2
"Ocupantes presentes (020)",13,,,,,,,,13
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",1,,,,,,,,1
"Ocupantes presentes (023)",1,,,,,,,,1
"Otro tipo",,,,,,,,,
"Hogares (025)",1,,,,,,,,1
"Ocupantes presentes (026)",1,,,,,,,,1
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",543,29,6,11,11,6,8,4,468
"Ocupantes presentes (029)",2201,99,16,33,43,27,39,27,1917
"Casa independiente",,,,,,,,,
"Hogares (031)",534,29,6,10,11,6,8,4,460
"Ocupantes presentes (032)",2164,99,16,30,43,27,39,27,1883
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",6,,,1,,,,,5
"Ocupantes presentes (041)",23,,,3,,,,,20
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",2,,,,,,,,2
"Ocupantes presentes (047)",13,,,,,,,,13
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
"Hogares (052)",1,,,,,,,,1
"Ocupantes presentes (053)",1,,,,,,,,1
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",1800,65,32,19,11,12,9,5,1647
"Ocupantes presentes (056)",6752,229,125,60,35,45,33,25,6200
"Casa independiente",,,,,,,,,
"Hogares (058)",1722,57,28,11,9,10,5,5,1597
"Ocupantes presentes (059)",6454,199,106,34,29,40,28,25,5993
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",77,8,4,8,2,2,4,,49
"Ocupantes presentes (071)",297,30,19,26,6,5,5,,206
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",1,,,,,,,,1
"Ocupantes presentes (077)",1,,,,,,,,1
"Otro tipo",,,,,,,,,
