"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia CHUMBIVILCAS",,,,
"Viviendas particulares (001)",7831,3766,3116,949
"Ocupantes presentes (002)",30879,14616,12350,3913
"Casa independiente",,,,
"Viviendas particulares (004)",7545,3659,2987,899
"Ocupantes presentes (005)",29932,14279,11968,3685
"Departamento en edificio",,,,
"Viviendas particulares (007)",6,6,,
"Ocupantes presentes (008)",25,25,,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",23,16,7,
"Ocupantes presentes (011)",72,49,23,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",196,74,117,5
"Ocupantes presentes (014)",591,226,350,15
"Choza o cabaña",,,,
"Viviendas particulares (016)",44,,,44
"Ocupantes presentes (017)",212,,,212
"Vivienda improvisada",,,,
"Viviendas particulares (019)",2,,2,
"Ocupantes presentes (020)",4,,4,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",15,11,3,1
"Ocupantes presentes (023)",43,37,5,1
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",6644,3113,2690,841
"Ocupantes presentes (029)",26080,12013,10590,3477
"Casa independiente",,,,
"Viviendas particulares (031)",6405,3028,2574,803
"Ocupantes presentes (032)",25311,11747,10253,3311
"Departamento en edificio",,,,
"Viviendas particulares (034)",6,6,,
"Ocupantes presentes (035)",25,25,,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",16,12,4,
"Ocupantes presentes (038)",49,38,11,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",168,56,108,4
"Ocupantes presentes (041)",493,166,319,8
"Choza o cabaña",,,,
"Viviendas particulares (043)",33,,,33
"Ocupantes presentes (044)",157,,,157
"Vivienda improvisada",,,,
"Viviendas particulares (046)",1,,1,
"Ocupantes presentes (047)",2,,2,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",15,11,3,1
"Ocupantes presentes (050)",43,37,5,1
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",1187,653,426,108
"Ocupantes presentes (056)",4799,2603,1760,436
"Casa independiente",,,,
"Viviendas particulares (058)",1140,631,413,96
"Ocupantes presentes (059)",4621,2532,1715,374
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",7,4,3,
"Ocupantes presentes (065)",23,11,12,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",28,18,9,1
"Ocupantes presentes (068)",98,60,31,7
"Choza o cabaña",,,,
"Viviendas particulares (070)",11,,,11
"Ocupantes presentes (071)",55,,,55
"Vivienda improvisada",,,,
"Viviendas particulares (073)",1,,1,
"Ocupantes presentes (074)",2,,2,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",3818,2261,1452,105
"Ocupantes presentes (110)",14448,8535,5503,410
"Casa independiente",,,,
"Viviendas particulares (112)",3580,2157,1323,100
"Ocupantes presentes (113)",13717,8201,5121,395
"Departamento en edificio",,,,
"Viviendas particulares (115)",6,6,,
"Ocupantes presentes (116)",25,25,,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",23,16,7,
"Ocupantes presentes (119)",72,49,23,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",196,74,117,5
"Ocupantes presentes (122)",591,226,350,15
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",2,,2,
"Ocupantes presentes (128)",4,,4,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",11,8,3,
"Ocupantes presentes (131)",39,34,5,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",3023,1783,1155,85
"Ocupantes presentes (137)",11272,6647,4287,338
"Casa independiente",,,,
"Viviendas particulares (139)",2821,1701,1039,81
"Ocupantes presentes (140)",10664,6384,3950,330
"Departamento en edificio",,,,
"Viviendas particulares (142)",6,6,,
"Ocupantes presentes (143)",25,25,,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",16,12,4,
"Ocupantes presentes (146)",49,38,11,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",168,56,108,4
"Ocupantes presentes (149)",493,166,319,8
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",1,,1,
"Ocupantes presentes (155)",2,,2,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",11,8,3,
"Ocupantes presentes (158)",39,34,5,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",795,478,297,20
"Ocupantes presentes (164)",3176,1888,1216,72
"Casa independiente",,,,
"Viviendas particulares (166)",759,456,284,19
"Ocupantes presentes (167)",3053,1817,1171,65
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",7,4,3,
"Ocupantes presentes (173)",23,11,12,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",28,18,9,1
"Ocupantes presentes (176)",98,60,31,7
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (181)",1,,1,
"Ocupantes presentes (182)",2,,2,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",4013,1505,1664,844
"Ocupantes presentes (218)",16431,6081,6847,3503
"Casa independiente",,,,
"Viviendas particulares (220)",3965,1502,1664,799
"Ocupantes presentes (221)",16215,6078,6847,3290
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",44,,,44
"Ocupantes presentes (233)",212,,,212
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (238)",4,3,,1
"Ocupantes presentes (239)",4,3,,1
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",3621,1330,1535,756
"Ocupantes presentes (245)",14808,5366,6303,3139
"Casa independiente",,,,
"Viviendas particulares (247)",3584,1327,1535,722
"Ocupantes presentes (248)",14647,5363,6303,2981
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",33,,,33
"Ocupantes presentes (260)",157,,,157
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (265)",4,3,,1
"Ocupantes presentes (266)",4,3,,1
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",392,175,129,88
"Ocupantes presentes (272)",1623,715,544,364
"Casa independiente",,,,
"Viviendas particulares (274)",381,175,129,77
"Ocupantes presentes (275)",1568,715,544,309
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (286)",11,,,11
"Ocupantes presentes (287)",55,,,55
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
