"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia SAN ROMAN (000)",238281,4051,71629,72961,49656,30804,9180
"Jefe o Jefa (001)",63648,,352,12939,25042,19761,5554
"Esposa(o) / compañera(o) (002)",35391,,72,9443,15648,8675,1553
"Hijo(a) / hijastro(a) (003)",104873,3050,59297,37334,4774,413,5
"Yerno / nuera (004)",3227,,23,2146,973,82,3
"Nieto(a) (005)",7582,776,5796,963,46,1,
"Padres / suegros (006)",2315,,,2,47,678,1588
"Otro(a) pariente (007)",15770,190,5300,7108,2018,782,372
"Trabajador(a) del hogar (008)",470,,33,365,51,14,7
"Pensionistas (009)",140,,12,79,32,8,9
"Otro(a) no pariente (010)",4865,35,744,2582,1025,390,89
"Hombres (011)",116220,2059,36354,35323,23082,15108,4294
"Jefe o Jefa (012)",43424,,178,8372,17632,13647,3595
"Esposa(o) / compañera(o) (013)",2445,,49,1054,816,440,86
"Hijo(a) / hijastro(a) (014)",53670,1556,30073,19479,2384,176,2
"Yerno / nuera (015)",1476,,16,830,573,54,3
"Nieto(a) (016)",3857,388,2977,472,20,,
"Padres / suegros (017)",668,,,2,14,181,471
"Otro(a) pariente (018)",8088,100,2670,3719,1097,396,106
"Trabajador(a) del hogar (019)",85,,10,58,8,5,4
"Pensionistas (020)",76,,3,44,19,7,3
"Otro(a) no pariente (021)",2431,15,378,1293,519,202,24
"Mujeres (022)",122061,1992,35275,37638,26574,15696,4886
"Jefe o Jefa (023)",20224,,174,4567,7410,6114,1959
"Esposa(o) / compañera(o) (024)",32946,,23,8389,14832,8235,1467
"Hijo(a) / hijastro(a) (025)",51203,1494,29224,17855,2390,237,3
"Yerno / nuera (026)",1751,,7,1316,400,28,
"Nieto(a) (027)",3725,388,2819,491,26,1,
"Padres / suegros (028)",1647,,,,33,497,1117
"Otro(a) pariente (029)",7682,90,2630,3389,921,386,266
"Trabajador(a) del hogar (030)",385,,23,307,43,9,3
"Pensionistas (031)",64,,9,35,13,1,6
"Otro(a) no pariente (032)",2434,20,366,1289,506,188,65
,,,,,,,
"URBANA (033)",218183,3701,65333,68217,46500,27426,7006
"Jefe o Jefa (034)",57685,,341,12164,23500,17603,4077
"Esposa(o) / compañera(o) (035)",32193,,69,8835,14571,7636,1082
"Hijo(a) / hijastro(a) (036)",95941,2790,53917,34525,4365,341,3
"Yerno / nuera (037)",2975,,22,1952,932,67,2
"Nieto(a) (038)",6741,704,5154,840,42,1,
"Padres / suegros (039)",2110,,,2,44,654,1410
"Otro(a) pariente (040)",15183,173,5078,6919,1956,722,335
"Trabajador(a) del hogar (041)",462,,33,359,49,14,7
"Pensionistas (042)",139,,12,79,32,8,8
"Otro(a) no pariente (043)",4754,34,707,2542,1009,380,82
"Hombres (044)",106601,1869,33151,33018,21655,13600,3308
"Jefe o Jefa (045)",39374,,172,7803,16481,12228,2690
"Esposa(o) / compañera(o) (046)",2357,,46,1029,786,419,77
"Hijo(a) / hijastro(a) (047)",49122,1415,27338,18015,2203,149,2
"Yerno / nuera (048)",1363,,15,750,551,45,2
"Nieto(a) (049)",3436,350,2649,420,17,,
"Padres / suegros (050)",605,,,2,13,176,414
"Otro(a) pariente (051)",7811,90,2563,3625,1064,374,95
"Trabajador(a) del hogar (052)",85,,10,58,8,5,4
"Pensionistas (053)",75,,3,44,19,7,2
"Otro(a) no pariente (054)",2373,14,355,1272,513,197,22
"Mujeres (055)",111582,1832,32182,35199,24845,13826,3698
"Jefe o Jefa (056)",18311,,169,4361,7019,5375,1387
"Esposa(o) / compañera(o) (057)",29836,,23,7806,13785,7217,1005
"Hijo(a) / hijastro(a) (058)",46819,1375,26579,16510,2162,192,1
"Yerno / nuera (059)",1612,,7,1202,381,22,
"Nieto(a) (060)",3305,354,2505,420,25,1,
"Padres / suegros (061)",1505,,,,31,478,996
"Otro(a) pariente (062)",7372,83,2515,3294,892,348,240
"Trabajador(a) del hogar (063)",377,,23,301,41,9,3
"Pensionistas (064)",64,,9,35,13,1,6
"Otro(a) no pariente (065)",2381,20,352,1270,496,183,60
,,,,,,,
"RURAL (066)",20098,350,6296,4744,3156,3378,2174
"Jefe o Jefa (067)",5963,,11,775,1542,2158,1477
"Esposa(o) / compañera(o) (068)",3198,,3,608,1077,1039,471
"Hijo(a) / hijastro(a) (069)",8932,260,5380,2809,409,72,2
"Yerno / nuera (070)",252,,1,194,41,15,1
"Nieto(a) (071)",841,72,642,123,4,,
"Padres / suegros (072)",205,,,,3,24,178
"Otro(a) pariente (073)",587,17,222,189,62,60,37
"Trabajador(a) del hogar (074)",8,,,6,2,,
"Pensionistas (075)",1,,,,,,1
"Otro(a) no pariente (076)",111,1,37,40,16,10,7
"Hombres (077)",9619,190,3203,2305,1427,1508,986
"Jefe o Jefa (078)",4050,,6,569,1151,1419,905
"Esposa(o) / compañera(o) (079)",88,,3,25,30,21,9
"Hijo(a) / hijastro(a) (080)",4548,141,2735,1464,181,27,
"Yerno / nuera (081)",113,,1,80,22,9,1
"Nieto(a) (082)",421,38,328,52,3,,
"Padres / suegros (083)",63,,,,1,5,57
"Otro(a) pariente (084)",277,10,107,94,33,22,11
"Pensionistas (086)",1,,,,,,1
"Otro(a) no pariente (087)",58,1,23,21,6,5,2
"Mujeres (088)",10479,160,3093,2439,1729,1870,1188
"Jefe o Jefa (089)",1913,,5,206,391,739,572
"Esposa(o) / compañera(o) (090)",3110,,,583,1047,1018,462
"Hijo(a) / hijastro(a) (091)",4384,119,2645,1345,228,45,2
"Yerno / nuera (092)",139,,,114,19,6,
"Nieto(a) (093)",420,34,314,71,1,,
"Padres / suegros (094)",142,,,,2,19,121
