"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia HUAROCHIRI (000)",936,12,506,242,137,39
"Sin nivel (001)",13,,2,2,6,3
"Educación inicial (002)",1,,,1,,
"Primaria (003)",158,9,46,42,40,21
"Secundaria (004)",492,3,297,124,58,10
"Superior no univ. incompleta (005)",70,,45,15,7,3
"Superior no univ. completa (006)",95,,60,24,10,1
"Superior univ. incompleta (007)",41,,29,6,6,
"Superior univ. completa (008)",66,,27,28,10,1
"Hombres (010)",629,4,326,162,107,30
"Sin nivel (011)",7,,1,2,3,1
"Primaria (013)",109,2,34,25,30,18
"Secundaria (014)",364,2,201,101,52,8
"Superior no univ. incompleta (015)",45,,29,8,6,2
"Superior no univ. completa (016)",44,,28,11,5,
"Superior univ. incompleta (017)",29,,22,3,4,
"Superior univ. completa (018)",31,,11,12,7,1
"Mujeres (020)",307,8,180,80,30,9
"Sin nivel (021)",6,,1,,3,2
"Educación inicial (022)",1,,,1,,
"Primaria (023)",49,7,12,17,10,3
"Secundaria (024)",128,1,96,23,6,2
"Superior no univ. incompleta (025)",25,,16,7,1,1
"Superior no univ. completa (026)",51,,32,13,5,1
"Superior univ. incompleta (027)",12,,7,3,2,
"Superior univ. completa (028)",35,,16,16,3,
,,,,,,
"Area Urbana (030)",718,8,382,184,110,34
"Sin nivel (031)",8,,2,1,3,2
"Primaria (033)",110,7,27,26,31,19
"Secundaria (034)",372,1,221,94,47,9
"Superior no univ. incompleta (035)",55,,34,13,6,2
"Superior no univ. completa (036)",81,,50,21,9,1
"Superior univ. incompleta (037)",34,,24,5,5,
"Superior univ. completa (038)",58,,24,24,9,1
"Hombres (040)",476,2,240,121,86,27
"Sin nivel (041)",4,,1,1,1,1
"Primaria (043)",74,2,18,14,24,16
"Secundaria (044)",268,,146,74,41,7
"Superior no univ. incompleta (045)",38,,23,8,5,2
"Superior no univ. completa (046)",39,,24,10,5,
"Superior univ. incompleta (047)",24,,18,2,4,
"Superior univ. completa (048)",29,,10,12,6,1
"Mujeres (050)",242,6,142,63,24,7
"Sin nivel (051)",4,,1,,2,1
"Primaria (053)",36,5,9,12,7,3
"Secundaria (054)",104,1,75,20,6,2
"Superior no univ. incompleta (055)",17,,11,5,1,
"Superior no univ. completa (056)",42,,26,11,4,1
"Superior univ. incompleta (057)",10,,6,3,1,
"Superior univ. completa (058)",29,,14,12,3,
,,,,,,
"Area Rural (060)",218,4,124,58,27,5
"Sin nivel (061)",5,,,1,3,1
"Educación inicial (062)",1,,,1,,
"Primaria (063)",48,2,19,16,9,2
"Secundaria (064)",120,2,76,30,11,1
"Superior no univ. incompleta (065)",15,,11,2,1,1
"Superior no univ. completa (066)",14,,10,3,1,
"Superior univ. incompleta (067)",7,,5,1,1,
"Superior univ. completa (068)",8,,3,4,1,
"Hombres (070)",153,2,86,41,21,3
"Sin nivel (071)",3,,,1,2,
"Primaria (073)",35,,16,11,6,2
"Secundaria (074)",96,2,55,27,11,1
"Superior no univ. incompleta (075)",7,,6,,1,
"Superior no univ. completa (076)",5,,4,1,,
"Superior univ. incompleta (077)",5,,4,1,,
"Superior univ. completa (078)",2,,1,,1,
"Mujeres (080)",65,2,38,17,6,2
"Sin nivel (081)",2,,,,1,1
"Educación inicial (082)",1,,,1,,
"Primaria (083)",13,2,3,5,3,
"Secundaria (084)",24,,21,3,,
"Superior no univ. incompleta (085)",8,,5,2,,1
"Superior no univ. completa (086)",9,,6,2,1,
"Superior univ. incompleta (087)",2,,1,,1,
"Superior univ. completa (088)",6,,2,4,,
