"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia MARISCAL CACERES (000)",50884,1132,16672,13518,10432,6833,2297
"Hombres (001)",27048,611,8606,7149,5699,3841,1142
"Mujeres (002)",23836,521,8066,6369,4733,2992,1155
"Viviendas particulares (003)",50139,1131,16660,13089,10215,6754,2290
"Hombres (004)",26380,611,8597,6771,5493,3770,1138
"Mujeres (005)",23759,520,8063,6318,4722,2984,1152
"Viviendas colectivas (006)",660,1,7,394,187,65,6
"Hombres (007)",589,,5,346,176,59,3
"Mujeres (008)",71,1,2,48,11,6,3
"Otro tipo (009)",85,,5,35,30,14,1
"Hombres (010)",79,,4,32,30,12,1
"Mujeres (011)",6,,1,3,,2,
,,,,,,,
"URBANA (012)",31626,673,9693,8510,6640,4511,1599
"Hombres (013)",16249,366,4960,4356,3408,2406,753
"Mujeres (014)",15377,307,4733,4154,3232,2105,846
"Viviendas particulares (015)",30883,672,9681,8081,6425,4432,1592
"Hombres (016)",15582,366,4951,3978,3203,2335,749
"Mujeres (017)",15301,306,4730,4103,3222,2097,843
"Viviendas colectivas (018)",658,1,7,394,185,65,6
"Hombres (019)",588,,5,346,175,59,3
"Mujeres (020)",70,1,2,48,10,6,3
"Otro tipo (021)",85,,5,35,30,14,1
"Hombres (022)",79,,4,32,30,12,1
"Mujeres (023)",6,,1,3,,2,
,,,,,,,
"RURAL (024)",19258,459,6979,5008,3792,2322,698
"Hombres (025)",10799,245,3646,2793,2291,1435,389
"Mujeres (026)",8459,214,3333,2215,1501,887,309
"Viviendas particulares (027)",19256,459,6979,5008,3790,2322,698
"Hombres (028)",10798,245,3646,2793,2290,1435,389
"Mujeres (029)",8458,214,3333,2215,1500,887,309
"Viviendas colectivas (030)",2,,,,2,,
"Hombres (031)",1,,,,1,,
"Mujeres (032)",1,,,,1,,
