"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia MARISCAL RAMON CASTILLA (000)",49116,15646,3563,1256,28752
"Quechua (001)",497,44,11,9,438
"Aymara (002)",30,9,2,4,19
"Asháninka (003)",13,7,1,3,4
"Otra lengua nativa (004)",4411,1728,205,19,2461
"Castellano (005)",44083,13849,3340,1215,25766
"Idioma Extranjero (006)",38,,2,4,32
"Es Sordomudo/a (007)",44,9,2,2,32
"Hombres (009)",26427,7451,1919,936,16180
"Quechua (010)",276,24,10,8,239
"Aymara (011)",14,4,1,,9
"Asháninka (012)",3,,,1,2
"Otra lengua nativa (013)",2291,827,97,14,1354
"Castellano (014)",23811,6593,1810,910,14550
"Idioma Extranjero (015)",10,,,1,9
"Es Sordomudo/a (016)",22,3,1,2,17
"Mujeres (018)",22689,8195,1644,320,12572
"Quechua (019)",221,20,1,1,199
"Aymara (020)",16,5,1,4,10
"Asháninka (021)",10,7,1,2,2
"Otra lengua nativa (022)",2120,901,108,5,1107
"Castellano (023)",20272,7256,1530,305,11216
"Idioma Extranjero (024)",28,,2,3,23
"Es Sordomudo/a (025)",22,6,1,,15
,,,,,
"URBANA (027)",15024,4789,2413,534,7332
"Quechua (028)",105,9,8,5,84
"Aymara (029)",10,4,2,1,4
"Asháninka (030)",2,,,1,1
"Otra lengua nativa (031)",178,61,14,9,94
"Castellano (032)",14696,4709,2388,515,7125
"Idioma Extranjero (033)",13,,,1,12
"Es Sordomudo/a (034)",20,6,1,2,12
"Hombres (036)",7869,2221,1281,411,3983
"Quechua (037)",60,3,7,5,46
"Aymara (038)",5,2,1,,2
"Asháninka (039)",2,,,1,1
"Otra lengua nativa (040)",81,25,2,8,46
"Castellano (041)",7705,2188,1270,395,3877
"Idioma Extranjero (042)",3,,,,3
"Es Sordomudo/a (043)",13,3,1,2,8
"Mujeres (045)",7155,2568,1132,123,3349
"Quechua (046)",45,6,1,,38
"Aymara (047)",5,2,1,1,2
"Otra lengua nativa (049)",97,36,12,1,48
"Castellano (050)",6991,2521,1118,120,3248
"Idioma Extranjero (051)",10,,,1,9
"Es Sordomudo/a (052)",7,3,,,4
,,,,,
"RURAL (054)",34092,10857,1150,722,21420
"Quechua (055)",392,35,3,4,354
"Aymara (056)",20,5,,3,15
"Asháninka (057)",11,7,1,2,3
"Otra lengua nativa (058)",4233,1667,191,10,2367
"Castellano (059)",29387,9140,952,700,18641
"Idioma Extranjero (060)",25,,2,3,20
"Es Sordomudo/a (061)",24,3,1,,20
"Hombres (063)",18558,5230,638,525,12197
"Quechua (064)",216,21,3,3,193
"Aymara (065)",9,2,,,7
"Asháninka (066)",1,,,,1
"Otra lengua nativa (067)",2210,802,95,6,1308
"Castellano (068)",16106,4405,540,515,10673
"Idioma Extranjero (069)",7,,,1,6
"Es Sordomudo/a (070)",9,,,,9
"Mujeres (072)",15534,5627,512,197,9223
"Quechua (073)",176,14,,1,161
"Aymara (074)",11,3,,3,8
"Asháninka (075)",10,7,1,2,2
"Otra lengua nativa (076)",2023,865,96,4,1059
"Castellano (077)",13281,4735,412,185,7968
"Idioma Extranjero (078)",18,,2,2,14
"Es Sordomudo/a (079)",15,3,1,,11
