"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUALGAYOC (000)",79041,14504,4537,1037,59092
"Hombres (001)",38133,7064,2746,676,27756
"Mujeres (002)",40908,7440,1791,361,31336
"PEA (003)",43401,2431,2714,637,37735
"Hombres (004)",23835,1049,1972,490,20426
"Mujeres (005)",19566,1382,742,147,17309
"Ocupada (006)",42533,2401,2665,622,36960
"Hombres (007)",23176,1031,1932,477,19837
"Mujeres (008)",19357,1370,733,145,17123
"Desocupada (009)",868,30,49,15,775
"Hombres (010)",659,18,40,13,589
"Mujeres (011)",209,12,9,2,186
"No PEA (012)",35640,12073,1823,400,21357
"Hombres (013)",14298,6015,774,186,7330
"Mujeres (014)",21342,6058,1049,214,14027
,,,,,
"URBANA (018)",18259,1806,3435,616,12512
"Hombres (019)",9365,876,2088,408,6089
"Mujeres (020)",8894,930,1347,208,6423
"PEA (021)",8450,349,2130,403,5676
"Hombres (022)",5803,211,1539,315,3833
"Mujeres (023)",2647,138,591,88,1843
"Ocupada (024)",7776,328,2082,389,5084
"Hombres (025)",5289,199,1500,302,3382
"Mujeres (026)",2487,129,582,87,1702
"Desocupada (027)",674,21,48,14,592
"Hombres (028)",514,12,39,13,451
"Mujeres (029)",160,9,9,1,141
"No PEA (030)",9809,1457,1305,213,6836
"Hombres (031)",3562,665,549,93,2256
"Mujeres (032)",6247,792,756,120,4580
,,,,,
"RURAL (036)",60782,12698,1102,421,46580
"Hombres (037)",28768,6188,658,268,21667
"Mujeres (038)",32014,6510,444,153,24913
"PEA (039)",34951,2082,584,234,32059
"Hombres (040)",18032,838,433,175,16593
"Mujeres (041)",16919,1244,151,59,15466
"Ocupada (042)",34757,2073,583,233,31876
"Hombres (043)",17887,832,432,175,16455
"Mujeres (044)",16870,1241,151,58,15421
"Desocupada (045)",194,9,1,1,183
"Hombres (046)",145,6,1,,138
"Mujeres (047)",49,3,,1,45
"No PEA (048)",25831,10616,518,187,14521
"Hombres (049)",10736,5350,225,93,5074
"Mujeres (050)",15095,5266,293,94,9447
