"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia VILCAS HUAMAN (000)",20502,3745,213,10419,4941,287,341,127,429
"Hombres (001)",9930,844,96,5115,3062,187,221,90,315
"Mujeres (002)",10572,2901,117,5304,1879,100,120,37,114
"PEA (003)",6181,666,5,2694,1951,146,286,70,363
"Hombres (004)",4703,361,4,2078,1635,104,196,56,269
"Mujeres (005)",1478,305,1,616,316,42,90,14,94
"Ocupada (006)",5937,641,4,2590,1855,143,274,69,361
"Hombres (007)",4514,341,3,1994,1562,101,191,55,267
"Mujeres (008)",1423,300,1,596,293,42,83,14,94
"Desocupada (009)",244,25,1,104,96,3,12,1,2
"Hombres (010)",189,20,1,84,73,3,5,1,2
"Mujeres (011)",55,5,,20,23,,7,,
"No PEA (012)",14321,3079,208,7725,2990,141,55,57,66
"Hombres (013)",5227,483,92,3037,1427,83,25,34,46
"Mujeres (014)",9094,2596,116,4688,1563,58,30,23,20
,,,,,,,,,
"URBANA (018)",6627,832,74,2910,1952,203,227,90,339
"Hombres (019)",3243,162,34,1361,1116,125,136,65,244
"Mujeres (020)",3384,670,40,1549,836,78,91,25,95
"PEA (021)",2284,140,2,716,788,105,192,52,289
"Hombres (022)",1577,65,1,480,590,70,120,42,209
"Mujeres (023)",707,75,1,236,198,35,72,10,80
"Ocupada (024)",2205,133,2,690,756,104,182,51,287
"Hombres (025)",1530,61,1,465,571,69,115,41,207
"Mujeres (026)",675,72,1,225,185,35,67,10,80
"Desocupada (027)",79,7,,26,32,1,10,1,2
"Hombres (028)",47,4,,15,19,1,5,1,2
"Mujeres (029)",32,3,,11,13,,5,,
"No PEA (030)",4343,692,72,2194,1164,98,35,38,50
"Hombres (031)",1666,97,33,881,526,55,16,23,35
"Mujeres (032)",2677,595,39,1313,638,43,19,15,15
,,,,,,,,,
"RURAL (036)",13875,2913,139,7509,2989,84,114,37,90
"Hombres (037)",6687,682,62,3754,1946,62,85,25,71
"Mujeres (038)",7188,2231,77,3755,1043,22,29,12,19
"PEA (039)",3897,526,3,1978,1163,41,94,18,74
"Hombres (040)",3126,296,3,1598,1045,34,76,14,60
"Mujeres (041)",771,230,,380,118,7,18,4,14
"Ocupada (042)",3732,508,2,1900,1099,39,92,18,74
"Hombres (043)",2984,280,2,1529,991,32,76,14,60
"Mujeres (044)",748,228,,371,108,7,16,4,14
"Desocupada (045)",165,18,1,78,64,2,2,,
"Hombres (046)",142,16,1,69,54,2,,,
"Mujeres (047)",23,2,,9,10,,2,,
"No PEA (048)",9978,2387,136,5531,1826,43,20,19,16
"Hombres (049)",3561,386,59,2156,901,28,9,11,11
"Mujeres (050)",6417,2001,77,3375,925,15,11,8,5
