"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUARAL (000)",46317,42749,120,10404,10821,7711,8178,3709,1404,402,3568,130691
"De 12 a 14 años (001)",48,26,2,21,3,,,,,,22,27
"De 15 a 19 años (002)",1020,837,6,755,66,9,1,,,,183,918
"De 20 a 24 años (003)",4708,3579,20,2542,836,145,20,16,,,1129,4837
"De 25 a 29 años (004)",5926,5025,13,2372,1835,621,173,8,3,,901,8706
"De 30 a 34 años (005)",6122,5650,9,1675,2237,1116,557,52,1,3,472,12219
"De 35 a 39 años (006)",5714,5459,10,971,1877,1429,987,166,18,1,255,14428
"De 40 a 44 años (007)",4884,4707,8,585,1295,1244,1197,317,56,5,177,14608
"De 45 a 49 años (008)",3953,3845,7,377,863,872,1153,442,110,21,108,13700
"De 50 y más años (009)",13942,13621,45,1106,1809,2275,4090,2708,1216,372,321,61248
"PEA (010)",18850,16865,59,4566,4583,3150,2993,1096,345,73,1985,46799
"De 12 a 14 años (011)",6,5,,3,2,,,,,,1,7
"De 15 a 19 años (012)",241,194,4,178,10,2,,,,,47,204
"De 20 a 24 años (013)",1719,1131,9,868,212,29,3,10,,,588,1455
"De 25 a 29 años (014)",2532,1926,6,1039,610,210,56,4,1,,606,3160
"De 30 a 34 años (015)",2841,2523,5,920,942,440,195,21,,,318,5069
"De 35 a 39 años (016)",2931,2766,6,584,956,700,457,58,5,,165,6946
"De 40 a 44 años (017)",2536,2433,6,362,718,606,580,139,18,4,103,7193
"De 45 a 49 años (018)",1979,1922,4,219,463,458,539,185,46,8,57,6501
"De 50 y más años (019)",4065,3965,19,393,670,705,1163,679,275,61,100,16264
"Ocupada (020)",18283,16405,57,4392,4466,3077,2933,1071,339,70,1878,45669
