"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia LA UNION (000)",15662,282,5428,2847,2983,2535,1587
"Hombres (001)",7814,156,2754,1482,1446,1278,698
"Mujeres (002)",7848,126,2674,1365,1537,1257,889
"Viviendas particulares (003)",15442,282,5362,2757,2939,2517,1585
"Hombres (004)",7678,156,2721,1425,1416,1262,698
"Mujeres (005)",7764,126,2641,1332,1523,1255,887
"Viviendas colectivas (006)",187,,65,73,34,14,1
"Hombres (007)",113,,33,44,24,12,
"Mujeres (008)",74,,32,29,10,2,1
"Otro tipo (009)",33,,1,17,10,4,1
"Hombres (010)",23,,,13,6,4,
"Mujeres (011)",10,,1,4,4,,1
,,,,,,,
"URBANA (012)",7550,129,2552,1502,1498,1168,701
"Hombres (013)",3732,67,1304,777,709,581,294
"Mujeres (014)",3818,62,1248,725,789,587,407
"Viviendas particulares (015)",7362,129,2486,1424,1469,1155,699
"Hombres (016)",3625,67,1271,731,692,570,294
"Mujeres (017)",3737,62,1215,693,777,585,405
"Viviendas colectivas (018)",155,,65,61,19,9,1
"Hombres (019)",84,,33,33,11,7,
"Mujeres (020)",71,,32,28,8,2,1
"Otro tipo (021)",33,,1,17,10,4,1
"Hombres (022)",23,,,13,6,4,
"Mujeres (023)",10,,1,4,4,,1
,,,,,,,
"RURAL (024)",8112,153,2876,1345,1485,1367,886
"Hombres (025)",4082,89,1450,705,737,697,404
"Mujeres (026)",4030,64,1426,640,748,670,482
"Viviendas particulares (027)",8080,153,2876,1333,1470,1362,886
"Hombres (028)",4053,89,1450,694,724,692,404
"Mujeres (029)",4027,64,1426,639,746,670,482
"Viviendas colectivas (030)",32,,,12,15,5,
"Hombres (031)",29,,,11,13,5,
"Mujeres (032)",3,,,1,2,,
