"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia SAN PABLO (000)",782,337,445
"Sin nivel (001)",55,23,32
"Primaria (003)",408,195,213
"Secundaria (004)",239,95,144
"Superior no univ. incompleta (005)",11,3,8
"Superior no univ. completa (006)",53,15,38
"Superior univ. incompleta (007)",2,1,1
"Superior univ. completa (008)",14,5,9
"De 14 a 29 años (010)",497,282,215
"Sin nivel (011)",18,17,1
"Primaria (013)",260,164,96
"Secundaria (014)",175,82,93
"Superior no univ. incompleta (015)",6,2,4
"Superior no univ. completa (016)",31,13,18
"Superior univ. completa (018)",7,4,3
"De 30 a 44 años (020)",193,51,142
"Sin nivel (021)",16,5,11
"Primaria (023)",90,28,62
"Secundaria (024)",54,13,41
"Superior no univ. incompleta (025)",4,1,3
"Superior no univ. completa (026)",21,2,19
"Superior univ. incompleta (027)",1,1,
"Superior univ. completa (028)",7,1,6
"De 45 a 64 años (030)",69,4,65
"Sin nivel (031)",14,1,13
"Primaria (033)",42,3,39
"Secundaria (034)",10,,10
"Superior no univ. incompleta (035)",1,,1
"Superior no univ. completa (036)",1,,1
"Superior univ. incompleta (037)",1,,1
"De 65 y más años (040)",23,,23
"Sin nivel (041)",7,,7
"Primaria (043)",16,,16
,,,
"AREA URBANA (050)",131,42,89
"Sin nivel (051)",2,2,
"Primaria (053)",31,11,20
"Secundaria (054)",48,17,31
"Superior no univ. incompleta (055)",7,,7
"Superior no univ. completa (056)",35,9,26
"Superior univ. incompleta (057)",1,1,
"Superior univ. completa (058)",7,2,5
"De 14 a 29 años (060)",68,31,37
"Sin nivel (061)",1,1,
"Primaria (063)",11,7,4
"Secundaria (064)",29,14,15
"Superior no univ. incompleta (065)",3,,3
"Superior no univ. completa (066)",20,7,13
"Superior univ. completa (068)",4,2,2
"De 30 a 44 años (070)",50,11,39
"Sin nivel (071)",1,1,
"Primaria (073)",11,4,7
"Secundaria (074)",16,3,13
"Superior no univ. incompleta (075)",3,,3
"Superior no univ. completa (076)",15,2,13
"Superior univ. incompleta (077)",1,1,
"Superior univ. completa (078)",3,,3
"De 45 a 64 años (080)",10,,10
"Primaria (083)",6,,6
"Secundaria (084)",3,,3
"Superior no univ. incompleta (085)",1,,1
"De 65 y más años (090)",3,,3
"Primaria (093)",3,,3
,,,
"AREA RURAL (100)",651,295,356
"Sin nivel (101)",53,21,32
"Primaria (103)",377,184,193
"Secundaria (104)",191,78,113
"Superior no univ. incompleta (105)",4,3,1
"Superior no univ. completa (106)",18,6,12
"Superior univ. incompleta (107)",1,,1
"Superior univ. completa (108)",7,3,4
"De 14 a 29 años (110)",429,251,178
"Sin nivel (111)",17,16,1
"Primaria (113)",249,157,92
"Secundaria (114)",146,68,78
"Superior no univ. incompleta (115)",3,2,1
"Superior no univ. completa (116)",11,6,5
"Superior univ. completa (118)",3,2,1
"De 30 a 44 años (120)",143,40,103
"Sin nivel (121)",15,4,11
"Primaria (123)",79,24,55
"Secundaria (124)",38,10,28
"Superior no univ. incompleta (125)",1,1,
"Superior no univ. completa (126)",6,,6
"Superior univ. completa (128)",4,1,3
"De 45 a 64 años (130)",59,4,55
"Sin nivel (131)",14,1,13
"Primaria (133)",36,3,33
"Secundaria (134)",7,,7
"Superior no univ. completa (136)",1,,1
"Superior univ. incompleta (137)",1,,1
"De 65 y más años (140)",20,,20
"Sin nivel (141)",7,,7
"Primaria (143)",13,,13
