"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia AREQUIPA (000)",823148,74991,222122,56866,474318
"Sin Nivel (001)",61294,12378,12832,2353,33956
"Educación Inicial (002)",22819,6136,6591,1375,8886
"Primaria (003)",165212,27356,38767,8322,91538
"Secundaria (004)",244255,20791,51124,12947,160209
"Sup. no Univ. Incompleta (005)",60766,2194,11153,4146,43469
"Sup. no Univ. Completa (006)",82908,2290,28503,8365,44413
"Sup. Univ. Incompleta (007)",73411,1667,16197,8497,47564
"Sup. Univ. Completa (008)",112483,2179,56955,10861,44283
"Hombres (010)",395106,34425,103868,30892,228717
"Sin Nivel (011)",22767,5785,5340,931,10815
"Educación Inicial (012)",11654,3122,3387,698,4534
"Primaria (013)",75282,13386,17958,3924,40387
"Secundaria (014)",123338,9006,25096,7228,82470
"Sup. no Univ. Incompleta (015)",30581,776,5496,2525,21903
"Sup. no Univ. Completa (016)",37372,653,11776,4993,20309
"Sup. Univ. Incompleta (017)",39496,733,8355,4622,26071
"Sup. Univ. Completa (018)",54616,964,26460,5971,22228
"Mujeres (020)",428042,40566,118254,25974,245601
"Sin Nivel (021)",38527,6593,7492,1422,23141
"Educación Inicial (022)",11165,3014,3204,677,4352
"Primaria (023)",89930,13970,20809,4398,51151
"Secundaria (024)",120917,11785,26028,5719,77739
"Sup. no Univ. Incompleta (025)",30185,1418,5657,1621,21566
"Sup. no Univ. Completa (026)",45536,1637,16727,3372,24104
"Sup. Univ. Incompleta (027)",33915,934,7842,3875,21493
"Sup. Univ. Completa (028)",57867,1215,30495,4890,22055
,,,,,
"URBANA (030)",802911,71562,220052,55999,460414
"Sin Nivel (031)",58408,11577,12669,2291,32093
"Educación Inicial (032)",22292,5886,6565,1358,8651
"Primaria (033)",158886,25975,38279,8161,87239
"Secundaria (034)",237733,19963,50497,12718,155365
"Sup. no Univ. Incompleta (035)",59700,2144,11026,4051,42673
"Sup. no Univ. Completa (036)",81798,2248,28289,8222,43697
"Sup. Univ. Incompleta (037)",72606,1632,16072,8423,46991
"Sup. Univ. Completa (038)",111488,2137,56655,10775,43705
"Hombres (040)",384164,32809,102644,30308,221176
"Sin Nivel (041)",21616,5415,5277,908,10118
"Educación Inicial (042)",11397,3012,3375,691,4405
"Primaria (043)",71986,12710,17700,3832,38115
"Secundaria (044)",119502,8619,24676,7068,79596
"Sup. no Univ. Incompleta (045)",29958,760,5416,2454,21446
"Sup. no Univ. Completa (046)",36707,640,11646,4883,19894
"Sup. Univ. Incompleta (047)",38989,716,8273,4565,25719
"Sup. Univ. Completa (048)",54009,937,26281,5907,21883
"Mujeres (050)",418747,38753,117408,25691,239238
"Sin Nivel (051)",36792,6162,7392,1383,21975
"Educación Inicial (052)",10895,2874,3190,667,4246
"Primaria (053)",86900,13265,20579,4329,49124
"Secundaria (054)",118231,11344,25821,5650,75769
"Sup. no Univ. Incompleta (055)",29742,1384,5610,1597,21227
"Sup. no Univ. Completa (056)",45091,1608,16643,3339,23803
"Sup. Univ. Incompleta (057)",33617,916,7799,3858,21272
"Sup. Univ. Completa (058)",57479,1200,30374,4868,21822
,,,,,
"RURAL (060)",20237,3429,2070,867,13904
"Sin Nivel (061)",2886,801,163,62,1863
"Educación Inicial (062)",527,250,26,17,235
"Primaria (063)",6326,1381,488,161,4299
"Secundaria (064)",6522,828,627,229,4844
"Sup. no Univ. Incompleta (065)",1066,50,127,95,796
"Sup. no Univ. Completa (066)",1110,42,214,143,716
"Sup. Univ. Incompleta (067)",805,35,125,74,573
"Sup. Univ. Completa (068)",995,42,300,86,578
"Hombres (070)",10942,1616,1224,584,7541
"Sin Nivel (071)",1151,370,63,23,697
"Educación Inicial (072)",257,110,12,7,129
"Primaria (073)",3296,676,258,92,2272
"Secundaria (074)",3836,387,420,160,2874
"Sup. no Univ. Incompleta (075)",623,16,80,71,457
"Sup. no Univ. Completa (076)",665,13,130,110,415
"Sup. Univ. Incompleta (077)",507,17,82,57,352
"Sup. Univ. Completa (078)",607,27,179,64,345
"Mujeres (080)",9295,1813,846,283,6363
"Sin Nivel (081)",1735,431,100,39,1166
"Educación Inicial (082)",270,140,14,10,106
"Primaria (083)",3030,705,230,69,2027
"Secundaria (084)",2686,441,207,69,1970
"Sup. no Univ. Incompleta (085)",443,34,47,24,339
"Sup. no Univ. Completa (086)",445,29,84,33,301
"Sup. Univ. Incompleta (087)",298,18,43,17,221
"Sup. Univ. Completa (088)",388,15,121,22,233
