"CUADRO Nº 1: VIVIENDAS PARTICULARES, POR CONDICIÓN DE OCUPACIÓN DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y TIPO DE VIVIENDA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y TIPO DE VIVIENDA",TOTAL,"CONDICIÓN DE OCUPACIÓN",,,,,,,,
,,OCUPADA,,,,DESOCUPADA,,,,
,,TOTAL,"CON PERSONAS PRESENTES","CON PERSONAS AUSENTES","DE USO OCASIONAL",TOTAL,"EN ALQUILER O VENTA","EN CONSTRUCCIÓN O REPARACIÓN","ABANDONADA CERRADA","OTRA CAUSA"
,,,,,,,,,,
"Provincia ICA (000)",84875,80488,74305,5529,654,4387,160,905,2845,477
"Casa independiente (001)",73654,69667,64426,4670,571,3987,112,890,2572,413
"Departamento en edificio (002)",1775,1701,1490,201,10,74,31,3,34,6
"Vivienda en quinta (003)",1209,1173,1045,125,3,36,6,7,18,5
"Vivienda en casa de vecindad (004)",994,926,809,112,5,68,11,5,35,17
"Choza o cabaña (005)",1298,1252,1095,107,50,46,,,37,9
"Vivienda improvisada (006)",5370,5194,4865,314,15,176,,,149,27
"Local no dest.para hab. humana (007)",134,134,134,,,,,,,
"Otro tipo (008)",441,441,441,,,,,,,
,,,,,,,,,,
"URBANA (009)",75872,72140,67219,4545,376,3732,146,793,2408,385
"Casa independiente (010)",65972,62594,58458,3793,343,3378,98,778,2172,330
"Departamento en edificio (011)",1775,1701,1490,201,10,74,31,3,34,6
"Vivienda en quinta (012)",1209,1173,1045,125,3,36,6,7,18,5
"Vivienda en casa de vecindad (013)",994,926,809,112,5,68,11,5,35,17
"Vivienda improvisada (015)",5370,5194,4865,314,15,176,,,149,27
"Local no dest.para hab. humana (016)",122,122,122,,,,,,,
"Otro tipo (017)",430,430,430,,,,,,,
,,,,,,,,,,
"RURAL (018)",9003,8348,7086,984,278,655,14,112,437,92
"Casa independiente (019)",7682,7073,5968,877,228,609,14,112,400,83
"Choza o cabaña (023)",1298,1252,1095,107,50,46,,,37,9
"Local no dest.para hab. humana (025)",12,12,12,,,,,,,
"Otro tipo (026)",11,11,11,,,,,,,
