"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia YAULI (000)",12579,43,216,592,1296,2759,4559,3114
"De 12 a 14 años (001)",21,,,,,,,21
"De 15 a 19 años (002)",255,,,,,,159,96
"De 20 a 24 años (003)",1361,,,,,1,790,570
"De 25 a 29 años (004)",1683,,,,,91,1052,540
"De 30 a 34 años (005)",1769,,,,,305,1038,426
"De 35 a 39 años (006)",1709,,,,15,568,810,316
"De 40 a 44 años (007)",1545,,,,80,712,494,259
"De 45 a 49 años (008)",1207,,,7,228,584,183,205
"De 50 y más años (009)",3029,43,216,585,973,498,33,681
"Sin nivel (010)",979,26,89,166,181,120,127,270
"De 15 a 19 años (012)",1,,,,,,1,
"De 20 a 24 años (013)",14,,,,,,8,6
"De 25 a 29 años (014)",11,,,,,,7,4
"De 30 a 34 años (015)",63,,,,,8,35,20
"De 35 a 39 años (016)",59,,,,,12,29,18
"De 40 a 44 años (017)",65,,,,5,19,24,17
"De 45 a 49 años (018)",71,,,,11,29,20,11
"De 50 y más años (019)",695,26,89,166,165,52,3,194
"Educacion Inicial (020)",9,,,,,2,1,6
"De 20 a 24 años (023)",2,,,,,,,2
"De 25 a 29 años (024)",2,,,,,,,2
"De 30 a 34 años (025)",4,,,,,1,1,2
"De 35 a 39 años (026)",1,,,,,1,,
"Primaria (030)",3261,15,106,301,518,711,919,691
"De 12 a 14 años (031)",8,,,,,,,8
"De 15 a 19 años (032)",52,,,,,,40,12
"De 20 a 24 años (033)",173,,,,,1,109,63
"De 25 a 29 años (034)",271,,,,,13,185,73
"De 30 a 34 años (035)",299,,,,,39,199,61
"De 35 a 39 años (036)",336,,,,3,113,170,50
"De 40 a 44 años (037)",382,,,,22,161,140,59
"De 45 a 49 años (038)",346,,,2,62,160,59,63
"De 50 y más años (039)",1394,15,106,299,431,224,17,302
"Secundaria (040)",4849,1,20,83,396,1169,2085,1095
"De 12 a 14 años (041)",13,,,,,,,13
"De 15 a 19 años (042)",167,,,,,,96,71
"De 20 a 24 años (043)",721,,,,,,448,273
"De 25 a 29 años (044)",743,,,,,50,509,184
"De 30 a 34 años (045)",736,,,,,160,438,138
"De 35 a 39 años (046)",743,,,,7,283,330,123
"De 40 a 44 años (047)",638,,,,36,310,192,100
"De 45 a 49 años (048)",498,,,3,111,236,64,84
"De 50 y más años (049)",590,1,20,80,242,130,8,109
"Sup. no Univ. incompleta (050)",923,,,6,51,184,406,276
"De 15 a 19 años (052)",28,,,,,,16,12
"De 20 a 24 años (053)",171,,,,,,97,74
"De 25 a 29 años (054)",177,,,,,7,100,70
