"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia SAN IGNACIO",,,,,,,
"Viviendas particulares (001)",29121,3265,2239,889,15613,241,6874
"Ocupantes presentes (002)",130377,13871,9405,4083,74448,1091,27479
"Casa independiente",,,,,,,
"Viviendas particulares (004)",28081,3042,1986,877,15281,235,6660
"Ocupantes presentes (005)",126300,13019,8578,4024,72909,1067,26703
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",24,20,4,,,,
"Ocupantes presentes (008)",89,79,10,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",180,110,66,,,,4
"Ocupantes presentes (011)",663,423,228,,,,12
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",264,85,177,,,,2
"Ocupantes presentes (014)",895,320,568,,,,7
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",535,2,,9,320,6,198
"Ocupantes presentes (017)",2314,8,,53,1501,24,728
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",8,2,2,,,,4
"Ocupantes presentes (020)",31,12,5,,,,14
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",23,4,4,3,8,,4
"Ocupantes presentes (023)",72,10,16,6,28,,12
"Otro tipo",,,,,,,
"Viviendas particulares (025)",6,,,,4,,2
"Ocupantes presentes (026)",13,,,,10,,3
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",4801,2397,1381,82,620,43,278
"Ocupantes presentes (029)",19777,9980,5560,375,2658,188,1016
"Casa independiente",,,,,,,
"Viviendas particulares (031)",4315,2177,1130,82,618,43,265
"Ocupantes presentes (032)",18070,9137,4740,375,2652,188,978
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",24,20,4,,,,
"Ocupantes presentes (035)",89,79,10,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",180,110,66,,,,4
"Ocupantes presentes (038)",663,423,228,,,,12
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",264,85,177,,,,2
"Ocupantes presentes (041)",895,320,568,,,,7
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",8,2,2,,,,4
"Ocupantes presentes (047)",31,12,5,,,,14
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",7,3,2,,1,,1
"Ocupantes presentes (050)",25,9,9,,5,,2
"Otro tipo",,,,,,,
"Viviendas particulares (052)",3,,,,1,,2
"Ocupantes presentes (053)",4,,,,1,,3
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",24320,868,858,807,14993,198,6596
"Ocupantes presentes (056)",110600,3891,3845,3708,71790,903,26463
"Casa independiente",,,,,,,
"Viviendas particulares (058)",23766,865,856,795,14663,192,6395
"Ocupantes presentes (059)",108230,3882,3838,3649,70257,879,25725
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",535,2,,9,320,6,198
"Ocupantes presentes (071)",2314,8,,53,1501,24,728
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",16,1,2,3,7,,3
"Ocupantes presentes (077)",47,1,7,6,23,,10
"Otro tipo",,,,,,,
"Viviendas particulares (079)",3,,,,3,,
"Ocupantes presentes (080)",9,,,,9,,
