"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUAURA (000)",77322,21594,19500,29158,1631,3328,2111
"Sin nivel (001)",2241,116,915,928,35,164,83
"Educación inicial (002)",50,4,29,10,,4,3
"Primaria (003)",14165,852,5017,6618,321,889,468
"Secundaria (004)",31999,5494,10095,13107,653,1528,1122
"Superior no univ. incompleta (005)",3550,1163,787,1339,63,109,89
"Superior no univ. completa (006)",4539,1950,788,1490,100,118,93
"Superior univ. incompleta (007)",6935,2998,959,2364,156,302,156
"Superior univ. completa (008)",13843,9017,910,3302,303,214,97
"Hombres (010)",50964,11784,16243,20058,1262,1534,83
"Sin nivel (011)",1016,41,507,413,16,35,4
"Educación inicial (012)",29,2,19,6,,2,
"Primaria (013)",9512,518,3973,4382,265,357,17
"Secundaria (014)",23325,3542,8798,9594,526,819,46
"Superior no univ. incompleta (015)",2387,661,691,928,48,57,2
"Superior no univ. completa (016)",2545,901,662,871,64,45,2
"Superior univ. incompleta (017)",4373,1668,818,1630,114,138,5
"Superior univ. completa (018)",7777,4451,775,2234,229,81,7
"Mujeres (020)",26358,9810,3257,9100,369,1794,2028
"Sin nivel (021)",1225,75,408,515,19,129,79
"Educación inicial (022)",21,2,10,4,,2,3
"Primaria (023)",4653,334,1044,2236,56,532,451
"Secundaria (024)",8674,1952,1297,3513,127,709,1076
"Superior no univ. incompleta (025)",1163,502,96,411,15,52,87
"Superior no univ. completa (026)",1994,1049,126,619,36,73,91
"Superior univ. incompleta (027)",2562,1330,141,734,42,164,151
"Superior univ. completa (028)",6066,4566,135,1068,74,133,90
,,,,,,,
"URBANA (030)",67144,21009,14526,25844,1304,2466,1995
"Sin nivel (031)",1515,107,533,680,27,96,72
"Educación inicial (032)",46,4,25,10,,4,3
"Primaria (033)",10793,814,3409,5337,192,604,437
"Secundaria (034)",27437,5302,7646,11799,513,1114,1063
"Superior no univ. incompleta (035)",3223,1128,632,1237,49,93,84
"Superior no univ. completa (036)",4261,1880,698,1400,90,103,90
"Superior univ. incompleta (037)",6540,2947,800,2239,145,256,153
"Superior univ. completa (038)",13329,8827,783,3142,288,196,93
"Hombres (040)",43004,11417,12186,17353,978,993,77
"Sin nivel (041)",612,38,289,257,10,15,3
"Educación inicial (042)",25,2,15,6,,2,
"Primaria (043)",6879,489,2694,3324,150,207,15
"Secundaria (044)",19544,3398,6699,8484,403,516,44
"Superior no univ. incompleta (045)",2131,637,555,853,37,47,2
"Superior no univ. completa (046)",2350,864,591,801,56,36,2
"Superior univ. incompleta (047)",4065,1640,683,1526,106,106,4
"Superior univ. completa (048)",7398,4349,660,2102,216,64,7
"Mujeres (050)",24140,9592,2340,8491,326,1473,1918
"Sin nivel (051)",903,69,244,423,17,81,69
"Educación inicial (052)",21,2,10,4,,2,3
"Primaria (053)",3914,325,715,2013,42,397,422
"Secundaria (054)",7893,1904,947,3315,110,598,1019
"Superior no univ. incompleta (055)",1092,491,77,384,12,46,82
"Superior no univ. completa (056)",1911,1016,107,599,34,67,88
"Superior univ. incompleta (057)",2475,1307,117,713,39,150,149
"Superior univ. completa (058)",5931,4478,123,1040,72,132,86
,,,,,,,
"RURAL (060)",10178,585,4974,3314,327,862,116
"Sin nivel (061)",726,9,382,248,8,68,11
"Educación inicial (062)",4,,4,,,,
"Primaria (063)",3372,38,1608,1281,129,285,31
"Secundaria (064)",4562,192,2449,1308,140,414,59
"Superior no univ. incompleta (065)",327,35,155,102,14,16,5
"Superior no univ. completa (066)",278,70,90,90,10,15,3
"Superior univ. incompleta (067)",395,51,159,125,11,46,3
"Superior univ. completa (068)",514,190,127,160,15,18,4
"Hombres (070)",7960,367,4057,2705,284,541,6
"Sin nivel (071)",404,3,218,156,6,20,1
"Educación inicial (072)",4,,4,,,,
"Primaria (073)",2633,29,1279,1058,115,150,2
"Secundaria (074)",3781,144,2099,1110,123,303,2
"Superior no univ. incompleta (075)",256,24,136,75,11,10,
"Superior no univ. completa (076)",195,37,71,70,8,9,
"Superior univ. incompleta (077)",308,28,135,104,8,32,1
"Superior univ. completa (078)",379,102,115,132,13,17,
"Mujeres (080)",2218,218,917,609,43,321,110
"Sin nivel (081)",322,6,164,92,2,48,10
"Primaria (083)",739,9,329,223,14,135,29
"Secundaria (084)",781,48,350,198,17,111,57
"Superior no univ. incompleta (085)",71,11,19,27,3,6,5
"Superior no univ. completa (086)",83,33,19,20,2,6,3
"Superior univ. incompleta (087)",87,23,24,21,3,14,2
"Superior univ. completa (088)",135,88,12,28,2,1,4
