"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia DOS DE MAYO",,,,,,,,,
"Viviendas particulares (001)",10450,188,9837,106,25,17,219,3,55
"Ocupantes presentes (002)",46797,800,44205,472,116,73,914,8,209
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",9027,184,8644,77,9,8,96,2,7
"Ocupantes presentes (005)",40611,792,38963,338,55,42,386,7,28
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",25,3,22,,,,,,
"Ocupantes presentes (011)",87,3,84,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",42,,42,,,,,,
"Ocupantes presentes (014)",131,,131,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1333,,1115,26,16,9,122,1,44
"Ocupantes presentes (017)",5878,,4973,126,61,31,522,1,164
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",5,,,3,,,,,2
"Ocupantes presentes (020)",21,,,8,,,,,13
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",16,1,14,,,,1,,
"Ocupantes presentes (023)",65,5,54,,,,6,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",2,,,,,,,,2
"Ocupantes presentes (026)",4,,,,,,,,4
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",3791,154,3611,11,3,,8,1,3
"Ocupantes presentes (029)",16222,626,15472,37,23,,46,2,16
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",3711,150,3542,8,3,,7,1,
"Ocupantes presentes (032)",15942,618,15230,29,23,,40,2,
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",25,3,22,,,,,,
"Ocupantes presentes (038)",87,3,84,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",42,,42,,,,,,
"Ocupantes presentes (041)",131,,131,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",5,,,3,,,,,2
"Ocupantes presentes (047)",21,,,8,,,,,13
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",7,1,5,,,,1,,
"Ocupantes presentes (050)",38,5,27,,,,6,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",1,,,,,,,,1
"Ocupantes presentes (053)",3,,,,,,,,3
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",6659,34,6226,95,22,17,211,2,52
"Ocupantes presentes (056)",30575,174,28733,435,93,73,868,6,193
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",5316,34,5102,69,6,8,89,1,7
"Ocupantes presentes (059)",24669,174,23733,309,32,42,346,5,28
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1333,,1115,26,16,9,122,1,44
"Ocupantes presentes (071)",5878,,4973,126,61,31,522,1,164
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",9,,9,,,,,,
"Ocupantes presentes (077)",27,,27,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",1,,,,,,,,1
