"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia HUAROCHIRI (000)",69102,1256,19090,18147,13975,10940,5694
"Jefe o Jefa (001)",19199,,23,2940,6137,6291,3808
"Esposa(o) / compañera(o) (002)",10308,,14,2497,3813,2898,1086
"Hijo(a) / hijastro(a) (003)",26943,858,14244,8846,2307,661,27
"Yerno / nuera (004)",1055,,8,569,378,91,9
"Nieto(a) (005)",4445,301,3175,882,87,,
"Padres / suegros (006)",628,,,1,14,171,442
"Otro(a) pariente (007)",5286,89,1490,1858,961,630,258
"Trabajador(a) del hogar (008)",62,,3,39,12,8,
"Pensionistas (009)",61,,,18,18,19,6
"Otro(a) no pariente (010)",1115,8,133,497,248,171,58
"Hombres (011)",35042,634,9654,9232,7075,5560,2887
"Jefe o Jefa (012)",13587,,9,2175,4563,4394,2446
"Esposa(o) / compañera(o) (013)",846,,10,216,303,226,91
"Hijo(a) / hijastro(a) (014)",13911,428,7203,4732,1180,354,14
"Yerno / nuera (015)",542,,5,234,237,64,2
"Nieto(a) (016)",2266,152,1577,487,50,,
"Padres / suegros (017)",229,,,1,5,61,162
"Otro(a) pariente (018)",2886,51,774,1049,550,331,131
"Trabajador(a) del hogar (019)",10,,1,4,4,1,
"Pensionistas (020)",46,,,12,14,14,6
"Otro(a) no pariente (021)",719,3,75,322,169,115,35
"Mujeres (022)",34060,622,9436,8915,6900,5380,2807
"Jefe o Jefa (023)",5612,,14,765,1574,1897,1362
"Esposa(o) / compañera(o) (024)",9462,,4,2281,3510,2672,995
"Hijo(a) / hijastro(a) (025)",13032,430,7041,4114,1127,307,13
"Yerno / nuera (026)",513,,3,335,141,27,7
"Nieto(a) (027)",2179,149,1598,395,37,,
"Padres / suegros (028)",399,,,,9,110,280
"Otro(a) pariente (029)",2400,38,716,809,411,299,127
"Trabajador(a) del hogar (030)",52,,2,35,8,7,
"Pensionistas (031)",15,,,6,4,5,
"Otro(a) no pariente (032)",396,5,58,175,79,56,23
,,,,,,,
"URBANA (033)",47675,823,12959,12534,9776,7650,3933
"Jefe o Jefa (034)",12801,,17,1842,4076,4268,2598
"Esposa(o) / compañera(o) (035)",6919,,12,1573,2601,2002,731
"Hijo(a) / hijastro(a) (036)",18353,532,9345,6188,1747,521,20
"Yerno / nuera (037)",802,,6,414,301,74,7
"Nieto(a) (038)",3373,220,2385,699,69,,
"Padres / suegros (039)",466,,,1,8,122,335
"Otro(a) pariente (040)",4048,65,1081,1421,769,518,194
"Trabajador(a) del hogar (041)",49,,3,32,7,7,
"Pensionistas (042)",47,,,15,11,16,5
"Otro(a) no pariente (043)",817,6,110,349,187,122,43
"Hombres (044)",23850,423,6600,6258,4830,3768,1971
"Jefe o Jefa (045)",8810,,5,1337,2948,2883,1637
"Esposa(o) / compañera(o) (046)",620,,10,146,220,170,74
"Hijo(a) / hijastro(a) (047)",9402,268,4764,3213,876,272,9
"Yerno / nuera (048)",410,,4,170,183,51,2
"Nieto(a) (049)",1734,116,1199,379,40,,
"Padres / suegros (050)",164,,,1,2,41,120
"Otro(a) pariente (051)",2182,37,557,791,435,265,97
"Trabajador(a) del hogar (052)",7,,1,4,1,1,
"Pensionistas (053)",33,,,9,7,12,5
"Otro(a) no pariente (054)",488,2,60,208,118,73,27
"Mujeres (055)",23825,400,6359,6276,4946,3882,1962
"Jefe o Jefa (056)",3991,,12,505,1128,1385,961
"Esposa(o) / compañera(o) (057)",6299,,2,1427,2381,1832,657
"Hijo(a) / hijastro(a) (058)",8951,264,4581,2975,871,249,11
"Yerno / nuera (059)",392,,2,244,118,23,5
"Nieto(a) (060)",1639,104,1186,320,29,,
"Padres / suegros (061)",302,,,,6,81,215
"Otro(a) pariente (062)",1866,28,524,630,334,253,97
"Trabajador(a) del hogar (063)",42,,2,28,6,6,
"Pensionistas (064)",14,,,6,4,4,
"Otro(a) no pariente (065)",329,4,50,141,69,49,16
,,,,,,,
"RURAL (066)",21427,433,6131,5613,4199,3290,1761
"Jefe o Jefa (067)",6398,,6,1098,2061,2023,1210
"Esposa(o) / compañera(o) (068)",3389,,2,924,1212,896,355
"Hijo(a) / hijastro(a) (069)",8590,326,4899,2658,560,140,7
"Yerno / nuera (070)",253,,2,155,77,17,2
"Nieto(a) (071)",1072,81,790,183,18,,
"Padres / suegros (072)",162,,,,6,49,107
"Otro(a) pariente (073)",1238,24,409,437,192,112,64
"Trabajador(a) del hogar (074)",13,,,7,5,1,
"Pensionistas (075)",14,,,3,7,3,1
"Otro(a) no pariente (076)",298,2,23,148,61,49,15
"Hombres (077)",11192,211,3054,2974,2245,1792,916
"Jefe o Jefa (078)",4777,,4,838,1615,1511,809
"Esposa(o) / compañera(o) (079)",226,,,70,83,56,17
"Hijo(a) / hijastro(a) (080)",4509,160,2439,1519,304,82,5
"Yerno / nuera (081)",132,,1,64,54,13,
"Nieto(a) (082)",532,36,378,108,10,,
"Padres / suegros (083)",65,,,,3,20,42
"Otro(a) pariente (084)",704,14,217,258,115,66,34
"Trabajador(a) del hogar (085)",3,,,,3,,
"Pensionistas (086)",13,,,3,7,2,1
"Otro(a) no pariente (087)",231,1,15,114,51,42,8
"Mujeres (088)",10235,222,3077,2639,1954,1498,845
"Jefe o Jefa (089)",1621,,2,260,446,512,401
"Esposa(o) / compañera(o) (090)",3163,,2,854,1129,840,338
"Hijo(a) / hijastro(a) (091)",4081,166,2460,1139,256,58,2
"Yerno / nuera (092)",121,,1,91,23,4,2
"Nieto(a) (093)",540,45,412,75,8,,
"Padres / suegros (094)",97,,,,3,29,65
"Otro(a) pariente (095)",534,10,192,179,77,46,30
"Trabajador(a) del hogar (096)",10,,,7,2,1,
