"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia LA CONVENCION",,,,,,,,,
"Hogares (001)",44497,1298,531,373,273,143,118,86,41675
"Ocupantes presentes (002)",163558,4024,1542,1217,1033,623,513,463,154143
"Casa independiente",,,,,,,,,
"Hogares (004)",37617,1028,427,291,204,118,99,69,35381
"Ocupantes presentes (005)",140421,3292,1297,968,776,511,429,391,132757
"Departamento en edificio",,,,,,,,,
"Hogares (007)",166,8,8,5,2,1,,1,141
"Ocupantes presentes (008)",481,22,20,14,5,5,,1,414
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",579,36,8,9,8,1,1,,516
"Ocupantes presentes (011)",1669,91,16,27,33,5,1,,1496
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",3253,156,65,52,43,17,9,8,2903
"Ocupantes presentes (014)",9611,397,147,152,159,75,36,20,8625
"Choza o cabaña",,,,,,,,,
"Hogares (016)",2424,49,17,13,11,4,7,6,2317
"Ocupantes presentes (017)",9889,173,46,42,42,19,35,37,9495
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",360,16,6,3,4,2,2,1,326
"Ocupantes presentes (020)",1205,41,16,14,14,8,12,7,1093
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",64,2,,,1,,,1,60
"Ocupantes presentes (023)",180,5,,,4,,,7,164
"Otro tipo",,,,,,,,,
"Hogares (025)",34,3,,,,,,,31
"Ocupantes presentes (026)",102,3,,,,,,,99
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",14105,664,272,203,153,77,49,40,12647
"Ocupantes presentes (029)",48050,1959,742,617,568,324,211,190,43439
"Casa independiente",,,,,,,,,
"Hogares (031)",9690,444,185,134,95,56,37,30,8709
"Ocupantes presentes (032)",34935,1401,543,410,353,231,162,162,31673
"Departamento en edificio",,,,,,,,,
"Hogares (034)",166,8,8,5,2,1,,1,141
"Ocupantes presentes (035)",481,22,20,14,5,5,,1,414
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",579,36,8,9,8,1,1,,516
"Ocupantes presentes (038)",1669,91,16,27,33,5,1,,1496
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",3253,156,65,52,43,17,9,8,2903
"Ocupantes presentes (041)",9611,397,147,152,159,75,36,20,8625
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",360,16,6,3,4,2,2,1,326
"Ocupantes presentes (047)",1205,41,16,14,14,8,12,7,1093
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",41,2,,,1,,,,38
"Ocupantes presentes (050)",99,5,,,4,,,,90
"Otro tipo",,,,,,,,,
"Hogares (052)",16,2,,,,,,,14
"Ocupantes presentes (053)",50,2,,,,,,,48
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",30392,634,259,170,120,66,69,46,29028
"Ocupantes presentes (056)",115508,2065,800,600,465,299,302,273,110704
"Casa independiente",,,,,,,,,
"Hogares (058)",27927,584,242,157,109,62,62,39,26672
"Ocupantes presentes (059)",105486,1891,754,558,423,280,267,229,101084
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",2424,49,17,13,11,4,7,6,2317
"Ocupantes presentes (071)",9889,173,46,42,42,19,35,37,9495
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",23,,,,,,,1,22
"Ocupantes presentes (077)",81,,,,,,,7,74
"Otro tipo",,,,,,,,,
"Hogares (079)",18,1,,,,,,,17
"Ocupantes presentes (080)",52,1,,,,,,,51
