"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia LIMA (000)",2272815,15111,518019,661366,371276,164778,67223,17318,2337,,455387
"Sin Nivel (001)",96154,2176,34536,26633,9843,4396,2717,1481,174,,14198
"Educación Inicial (002)",1760,22,454,425,179,47,1,,,,632
"Primaria (003)",381731,5380,136963,118673,44356,18882,10904,3929,555,,42089
"Secundaria (004)",850186,5377,243423,277171,116843,42834,17801,4505,637,,141595
"Sup. no Univ. Incompleta (005)",178737,581,31017,57991,30172,10611,3620,826,78,,43841
"Sup. no Univ. Completa (006)",287651,662,32529,79209,65830,29082,10011,2005,224,,68099
"Sup. Univ. Incompleta (007)",137468,297,16158,36553,24016,10004,3600,761,115,,45964
"Sup. Univ. Completa (008)",339128,616,22939,64711,80037,48922,18569,3811,554,,98969
,,,,,,,,,,,
"URBANA (010)",2270289,15073,517009,660644,371022,164694,67187,17309,2337,,455014
"Sin Nivel (011)",95798,2163,34364,26545,9808,4392,2714,1478,174,,14160
"Educación Inicial (012)",1755,22,453,423,178,47,1,,,,631
"Primaria (013)",380929,5366,136606,118445,44287,18850,10886,3926,555,,42008
"Secundaria (014)",849165,5367,243026,276863,116741,42807,17794,4503,637,,141427
"Sup. no Univ. Incompleta (015)",178634,580,30987,57962,30157,10606,3620,826,78,,43818
"Sup. no Univ. Completa (016)",287533,662,32501,79170,65813,29072,10010,2005,224,,68076
"Sup. Univ. Incompleta (017)",137428,297,16147,36543,24012,10003,3600,761,115,,45950
"Sup. Univ. Completa (018)",339047,616,22925,64693,80026,48917,18562,3810,554,,98944
,,,,,,,,,,,
"RURAL (020)",2526,38,1010,722,254,84,36,9,,,373
"Sin Nivel (021)",356,13,172,88,35,4,3,3,,,38
"Educación Inicial (022)",5,,1,2,1,,,,,,1
"Primaria (023)",802,14,357,228,69,32,18,3,,,81
"Secundaria (024)",1021,10,397,308,102,27,7,2,,,168
"Sup. no Univ. Incompleta (025)",103,1,30,29,15,5,,,,,23
"Sup. no Univ. Completa (026)",118,,28,39,17,10,1,,,,23
"Sup. Univ. Incompleta (027)",40,,11,10,4,1,,,,,14
"Sup. Univ. Completa (028)",81,,14,18,11,5,7,1,,,25
