"CUADRO Nº 5: POBLACIÓN EN VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia LA CONVENCION (000)",3275,1842,1433
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",260,209,51
"Casa pensión (003)",43,24,19
"Hospital, clinica (004)",115,98,17
"Cárcel, centro de readaptación social (005)",105,105,
"Aldea infantil, orfelinato, etc (007)",74,74,
"Otro (008)",1555,452,1103
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",1123,880,243
