"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia LA UNION",,,,,
"Viviendas particulares (001)",96,22,8,15,51
"Ocupantes presentes (002)",290,65,23,56,146
"Casa independiente",,,,,
"Viviendas particulares (004)",94,22,8,15,49
"Ocupantes presentes (005)",288,65,23,56,144
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (013)",2,,,,2
"Ocupantes presentes (014)",2,,,,2
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",82,20,7,11,44
"Ocupantes presentes (029)",252,59,22,41,130
"Casa independiente",,,,,
"Viviendas particulares (031)",80,20,7,11,42
"Ocupantes presentes (032)",250,59,22,41,128
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (040)",2,,,,2
"Ocupantes presentes (041)",2,,,,2
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",14,2,1,4,7
"Ocupantes presentes (056)",38,6,1,15,16
"Casa independiente",,,,,
"Viviendas particulares (058)",14,2,1,4,7
"Ocupantes presentes (059)",38,6,1,15,16
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
