"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia BELLAVISTA (000)",22386,10823,101,249,10110,369,23,64,153,494
"Hombres (001)",7652,5551,61,156,1185,180,15,35,153,316
"Mujeres (002)",14734,5272,40,93,8925,189,8,29,,178
"De 06 a 14 años (003)",9795,8961,,,434,232,2,9,,157
"Hombres (004)",4885,4554,,,120,127,1,5,,78
"Mujeres (005)",4910,4407,,,314,105,1,4,,79
"De 15 a 29 años (006)",6182,1795,8,47,4017,,12,13,153,137
"Hombres (007)",1648,972,6,22,381,,6,9,153,99
"Mujeres (008)",4534,823,2,25,3636,,6,4,,38
"De 30 a 44 años (009)",3177,44,14,45,2988,,6,7,,73
"Hombres (010)",436,17,9,28,316,,5,5,,56
"Mujeres (011)",2741,27,5,17,2672,,1,2,,17
"De 45 a 64 años (012)",2066,22,36,72,1857,1,3,20,,55
"Hombres (013)",355,8,20,52,218,1,3,10,,43
"Mujeres (014)",1711,14,16,20,1639,,,10,,12
"De 65 y más años (015)",1166,1,43,85,814,136,,15,,72
"Hombres (016)",328,,26,54,150,52,,6,,40
"Mujeres (017)",838,1,17,31,664,84,,9,,32
,,,,,,,,,,
"AREA URBANA (018)",12431,6211,89,184,5293,151,9,36,153,305
"Hombres (019)",4478,3172,53,103,710,74,5,17,153,191
"Mujeres (020)",7953,3039,36,81,4583,77,4,19,,114
"De 06 a 14 años (021)",5167,4874,,,162,60,1,7,,63
"Hombres (022)",2602,2484,,,44,39,,3,,32
"Mujeres (023)",2565,2390,,,118,21,1,4,,31
"De 15 a 29 años (024)",3518,1304,7,38,1910,,5,7,153,94
"Hombres (025)",1138,673,5,15,221,,2,4,153,65
"Mujeres (026)",2380,631,2,23,1689,,3,3,,29
"De 30 a 44 años (027)",1739,23,13,26,1622,,1,4,,50
"Hombres (028)",260,12,9,12,188,,1,3,,35
"Mujeres (029)",1479,11,4,14,1434,,,1,,15
"De 45 a 64 años (030)",1196,9,30,55,1061,,2,6,,33
"Hombres (031)",220,3,16,37,135,,2,2,,25
"Mujeres (032)",976,6,14,18,926,,,4,,8
"De 65 y más años (033)",811,1,39,65,538,91,,12,,65
"Hombres (034)",258,,23,39,122,35,,5,,34
"Mujeres (035)",553,1,16,26,416,56,,7,,31
,,,,,,,,,,
"AREA RURAL (036)",9955,4612,12,65,4817,218,14,28,,189
"Hombres (037)",3174,2379,8,53,475,106,10,18,,125
"Mujeres (038)",6781,2233,4,12,4342,112,4,10,,64
"De 06 a 14 años (039)",4628,4087,,,272,172,1,2,,94
"Hombres (040)",2283,2070,,,76,88,1,2,,46
"Mujeres (041)",2345,2017,,,196,84,,,,48
"De 15 a 29 años (042)",2664,491,1,9,2107,,7,6,,43
"Hombres (043)",510,299,1,7,160,,4,5,,34
"Mujeres (044)",2154,192,,2,1947,,3,1,,9
"De 30 a 44 años (045)",1438,21,1,19,1366,,5,3,,23
"Hombres (046)",176,5,,16,128,,4,2,,21
"Mujeres (047)",1262,16,1,3,1238,,1,1,,2
"De 45 a 64 años (048)",870,13,6,17,796,1,1,14,,22
"Hombres (049)",135,5,4,15,83,1,1,8,,18
"Mujeres (050)",735,8,2,2,713,,,6,,4
"De 65 y más años (051)",355,,4,20,276,45,,3,,7
"Hombres (052)",70,,3,15,28,17,,1,,6
"Mujeres (053)",285,,1,5,248,28,,2,,1
