"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia RIOJA (000)",97358,12053,2554,49752,25731,1732,2106,1187,2243
"Quechua (001)",130,24,4,59,27,4,4,2,6
"Aymara (002)",26,5,1,12,7,,,,1
"Ashaninca (003)",18,1,1,13,2,1,,,
"Otra lengua nativa (004)",1873,398,53,900,434,31,29,10,18
"Castellano (005)",95109,11490,2490,48717,25255,1695,2072,1175,2215
"Idioma extranjero (006)",8,,1,3,,,1,,3
"Es sordomudo/a (007)",194,135,4,48,6,1,,,
"Hombres (009)",50455,4899,1315,25733,14664,904,1062,641,1237
"Quechua (010)",69,6,2,34,15,3,3,2,4
"Aymara (011)",15,1,,10,3,,,,1
"Ashaninca (012)",10,1,1,7,,1,,,
"Otra lengua nativa (013)",973,169,22,415,303,23,20,9,12
"Castellano (014)",49269,4644,1289,25235,14339,876,1038,630,1218
"Idioma extranjero (015)",5,,,2,,,1,,2
"Es sordomudo/a (016)",114,78,1,30,4,1,,,
"Mujeres (018)",46903,7154,1239,24019,11067,828,1044,546,1006
"Quechua (019)",61,18,2,25,12,1,1,,2
"Aymara (020)",11,4,1,2,4,,,,
"Ashaninca (021)",8,,,6,2,,,,
"Otra lengua nativa (022)",900,229,31,485,131,8,9,1,6
"Castellano (023)",45840,6846,1201,23482,10916,819,1034,545,997
"Idioma extranjero (024)",3,,1,1,,,,,1
"Es sordomudo/a (025)",80,57,3,18,2,,,,
,,,,,,,,,
"URBANA (027)",70150,7521,1890,32883,20935,1582,2007,1135,2197
"Quechua (028)",121,22,3,56,24,4,4,2,6
"Aymara (029)",22,4,1,11,5,,,,1
"Ashaninca (030)",8,,,5,2,1,,,
"Otra lengua nativa (031)",290,26,8,114,97,11,15,5,14
"Castellano (032)",69583,7383,1873,32670,20803,1565,1988,1128,2173
"Idioma extranjero (033)",7,,1,3,,,,,3
"Es sordomudo/a (034)",119,86,4,24,4,1,,,
"Hombres (036)",35899,3096,975,16559,11640,815,1000,607,1207
"Quechua (037)",64,6,1,32,13,3,3,2,4
"Aymara (038)",14,1,,9,3,,,,1
"Ashaninca (039)",2,,,1,,1,,,
"Otra lengua nativa (040)",149,14,5,46,56,6,8,5,9
"Castellano (041)",35600,3027,968,16455,11566,804,989,600,1191
"Idioma extranjero (042)",4,,,2,,,,,2
"Es sordomudo/a (043)",66,48,1,14,2,1,,,
"Mujeres (045)",34251,4425,915,16324,9295,767,1007,528,990
"Quechua (046)",57,16,2,24,11,1,1,,2
"Aymara (047)",8,3,1,2,2,,,,
"Ashaninca (048)",6,,,4,2,,,,
"Otra lengua nativa (049)",141,12,3,68,41,5,7,,5
"Castellano (050)",33983,4356,905,16215,9237,761,999,528,982
"Idioma extranjero (051)",3,,1,1,,,,,1
"Es sordomudo/a (052)",53,38,3,10,2,,,,
,,,,,,,,,
"RURAL (054)",27208,4532,664,16869,4796,150,99,52,46
"Quechua (055)",9,2,1,3,3,,,,
"Aymara (056)",4,1,,1,2,,,,
"Ashaninca (057)",10,1,1,8,,,,,
"Otra lengua nativa (058)",1583,372,45,786,337,20,14,5,4
"Castellano (059)",25526,4107,617,16047,4452,130,84,47,42
"Idioma extranjero (060)",1,,,,,,1,,
"Es sordomudo/a (061)",75,49,,24,2,,,,
"Hombres (063)",14556,1803,340,9174,3024,89,62,34,30
"Quechua (064)",5,,1,2,2,,,,
"Aymara (065)",1,,,1,,,,,
"Ashaninca (066)",8,1,1,6,,,,,
"Otra lengua nativa (067)",824,155,17,369,247,17,12,4,3
"Castellano (068)",13669,1617,321,8780,2773,72,49,30,27
"Idioma extranjero (069)",1,,,,,,1,,
"Es sordomudo/a (070)",48,30,,16,2,,,,
"Mujeres (072)",12652,2729,324,7695,1772,61,37,18,16
"Quechua (073)",4,2,,1,1,,,,
"Aymara (074)",3,1,,,2,,,,
"Ashaninca (075)",2,,,2,,,,,
"Otra lengua nativa (076)",759,217,28,417,90,3,2,1,1
"Castellano (077)",11857,2490,296,7267,1679,58,35,17,15
"Es sordomudo/a (079)",27,19,,8,,,,,
