"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia MELGAR (000)",54098,5731,5296,964,42375
"Conviviente (001)",14440,933,1187,213,12183
"Separado(a) (002)",1657,118,98,17,1430
"Casado(a) (003)",14363,867,2245,393,10978
"Viudo(a) (004)",3173,195,275,50,2655
"Divorciado(a) (005)",188,8,22,2,157
"Soltero(a) (006)",20277,3610,1469,289,14972
"Hombres (008)",25996,2473,2919,640,20201
"Conviviente (009)",6983,268,673,158,5955
"Separado(a) (010)",269,13,38,6,217
"Casado(a) (011)",7223,365,1320,273,5374
"Viudo(a) (012)",862,50,91,10,712
"Divorciado(a) (013)",61,,13,2,47
"Soltero(a) (014)",10598,1777,784,191,7896
"Mujeres (016)",28102,3258,2377,324,22174
"Conviviente (017)",7457,665,514,55,6228
"Separado(a) (018)",1388,105,60,11,1213
"Casado(a) (019)",7140,502,925,120,5604
"Viudo(a) (020)",2311,145,184,40,1943
"Divorciado(a) (021)",127,8,9,,110
"Soltero(a) (022)",9679,1833,685,98,7076
,,,,,
"URBANA (024)",26062,2521,3724,478,19369
"Conviviente (025)",7406,416,916,95,5980
"Separado(a) (026)",926,60,73,10,784
"Casado(a) (027)",5773,305,1421,180,3889
"Viudo(a) (028)",1466,110,167,20,1170
"Divorciado(a) (029)",83,3,12,,68
"Soltero(a) (030)",10408,1627,1135,173,7478
"Hombres (032)",12337,1106,1893,296,9065
"Conviviente (033)",3506,131,471,65,2840
"Separado(a) (034)",149,7,22,1,119
"Casado(a) (035)",2854,134,748,118,1873
"Viudo(a) (036)",357,28,49,3,277
"Divorciado(a) (037)",26,,6,,20
"Soltero(a) (038)",5445,806,597,109,3936
"Mujeres (040)",13725,1415,1831,182,10304
"Conviviente (041)",3900,285,445,30,3140
"Separado(a) (042)",777,53,51,9,665
"Casado(a) (043)",2919,171,673,62,2016
"Viudo(a) (044)",1109,82,118,17,893
"Divorciado(a) (045)",57,3,6,,48
"Soltero(a) (046)",4963,821,538,64,3542
,,,,,
"RURAL (048)",28036,3210,1572,486,23006
"Conviviente (049)",7034,517,271,118,6203
"Separado(a) (050)",731,58,25,7,646
"Casado(a) (051)",8590,562,824,213,7089
"Viudo(a) (052)",1707,85,108,30,1485
"Divorciado(a) (053)",105,5,10,2,89
"Soltero(a) (054)",9869,1983,334,116,7494
"Hombres (056)",13659,1367,1026,344,11136
"Conviviente (057)",3477,137,202,93,3115
"Separado(a) (058)",120,6,16,5,98
"Casado(a) (059)",4369,231,572,155,3501
"Viudo(a) (060)",505,22,42,7,435
"Divorciado(a) (061)",35,,7,2,27
"Soltero(a) (062)",5153,971,187,82,3960
"Mujeres (064)",14377,1843,546,142,11870
"Conviviente (065)",3557,380,69,25,3088
"Separado(a) (066)",611,52,9,2,548
"Casado(a) (067)",4221,331,252,58,3588
"Viudo(a) (068)",1202,63,66,23,1050
"Divorciado(a) (069)",70,5,3,,62
"Soltero(a) (070)",4716,1012,147,34,3534
