"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia TAHUAMANU (000)",5541,2658,308,559,2016
"Hombres (001)",4335,1885,243,469,1738
"Mujeres (002)",1206,773,65,90,278
"De 06 a 14 años (003)",58,56,1,1,
"Hombres (004)",34,33,1,,
"Mujeres (005)",24,23,,1,
"De 15 a 29 años (006)",1902,855,122,229,696
"Hombres (007)",1433,579,97,186,571
"Mujeres (008)",469,276,25,43,125
"De 30 a 44 años (009)",2176,908,119,227,922
"Hombres (010)",1705,628,91,191,795
"Mujeres (011)",471,280,28,36,127
"De 45 a 64 años (012)",1204,664,61,98,381
"Hombres (013)",988,495,50,88,355
"Mujeres (014)",216,169,11,10,26
"De 65 y más años (015)",201,175,5,4,17
"Hombres (016)",175,150,4,4,17
"Mujeres (017)",26,25,1,,
,,,,,
"URBANA (018)",3848,1528,244,422,1654
"Hombres (019)",2924,988,184,347,1405
"Mujeres (020)",924,540,60,75,249
"De 06 a 14 años (021)",42,41,1,,
"Hombres (022)",22,21,1,,
"Mujeres (023)",20,20,,,
"De 15 a 29 años (024)",1401,553,93,166,589
"Hombres (025)",1020,341,71,131,477
"Mujeres (026)",381,212,22,35,112
"De 30 a 44 años (027)",1559,520,101,175,763
"Hombres (028)",1195,328,74,144,649
"Mujeres (029)",364,192,27,31,114
"De 45 a 64 años (030)",758,347,45,78,288
"Hombres (031)",613,244,35,69,265
"Mujeres (032)",145,103,10,9,23
"De 65 y más años (033)",88,67,4,3,14
"Hombres (034)",74,54,3,3,14
"Mujeres (035)",14,13,1,,
,,,,,
"RURAL (036)",1693,1130,64,137,362
"Hombres (037)",1411,897,59,122,333
"Mujeres (038)",282,233,5,15,29
"De 06 a 14 años (039)",16,15,,1,
"Hombres (040)",12,12,,,
"Mujeres (041)",4,3,,1,
"De 15 a 29 años (042)",501,302,29,63,107
"Hombres (043)",413,238,26,55,94
"Mujeres (044)",88,64,3,8,13
"De 30 a 44 años (045)",617,388,18,52,159
"Hombres (046)",510,300,17,47,146
"Mujeres (047)",107,88,1,5,13
"De 45 a 64 años (048)",446,317,16,20,93
"Hombres (049)",375,251,15,19,90
"Mujeres (050)",71,66,1,1,3
"De 65 y más años (051)",113,108,1,1,3
"Hombres (052)",101,96,1,1,3
"Mujeres (053)",12,12,,,
