"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia BOLIVAR (000)",4256,3676,216,166,198
"Sin nivel (001)",477,469,7,,1
"Educación inicial (002)",7,7,,,
"Primaria (003)",2205,2116,60,14,15
"Secundaria (004)",830,713,42,20,55
"Superior no univ. incompleta (005)",83,62,8,3,10
"Superior no univ. completa (006)",351,159,58,71,63
"Superior univ. incompleta (007)",56,27,8,8,13
"Superior univ. completa (008)",247,123,33,50,41
"De 06 a 14 años (010)",134,126,4,4,
"Sin nivel (011)",6,6,,,
"Educación inicial (012)",1,1,,,
"Primaria (013)",105,99,3,3,
"Secundaria (014)",22,20,1,1,
"De 15 a 29 años (020)",1304,1156,62,29,57
"Sin nivel (021)",80,77,2,,1
"Educación inicial (022)",5,5,,,
"Primaria (023)",667,638,23,3,3
"Secundaria (024)",382,337,20,6,19
"Superior no univ. incompleta (025)",35,28,3,,4
"Superior no univ. completa (026)",83,45,11,10,17
"Superior univ. incompleta (027)",11,7,1,,3
"Superior univ. completa (028)",41,19,2,10,10
"De 30 a 44 años (030)",1426,1157,93,88,88
"Sin nivel (031)",144,142,2,,
"Educación inicial (032)",1,1,,,
"Primaria (033)",639,612,16,4,7
"Secundaria (034)",267,230,11,6,20
"Superior no univ. incompleta (035)",33,21,4,3,5
"Superior no univ. completa (036)",194,79,38,46,31
"Superior univ. incompleta (037)",32,13,5,8,6
"Superior univ. completa (038)",116,59,17,21,19
"De 45 a 64 años (040)",1074,926,53,45,50
"Sin nivel (041)",162,160,2,,
"Primaria (043)",590,568,15,4,3
"Secundaria (044)",144,111,10,7,16
"Superior no univ. incompleta (045)",13,11,1,,1
"Superior no univ. completa (046)",70,31,9,15,15
"Superior univ. incompleta (047)",12,6,2,,4
"Superior univ. completa (048)",83,39,14,19,11
"De 65 y más años (050)",318,311,4,,3
"Sin nivel (051)",85,84,1,,
"Primaria (053)",204,199,3,,2
"Secundaria (054)",15,15,,,
"Superior no univ. incompleta (055)",2,2,,,
"Superior no univ. completa (056)",4,4,,,
"Superior univ. incompleta (057)",1,1,,,
"Superior univ. completa (058)",7,6,,,1
,,,,,
"URBANA (060)",1670,1192,158,148,172
"Sin nivel (061)",85,81,3,,1
"Educación inicial (062)",2,2,,,
