"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia JULCAN (000)",7779,8,340,36,48,239,4891,83,95,1640,13,386
"Agric., ganadería, caza y silvicultura (001)",6318,,1,,,,4891,,2,1424,,
"Explotación de minas y canteras (003)",4,,,,,,,2,,2,,
"Industrias manufactureras (004)",73,,,1,,6,,64,,2,,
"Suministro de electricidad, gas y agua (005)",4,,,,,,,2,2,,,
"Construcción (006)",71,,,1,,,,4,41,25,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",243,,4,,,185,,11,,43,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",2,,,,,,,2,,,,
"Comercio al por mayor (009)",12,,,,,11,,,,1,,
"Comercio al por menor (010)",229,,4,,,174,,9,,42,,
"Hoteles y restaurantes (011)",57,,,,,43,,,,14,,
"Trans., almac. y comunicaciones (012)",78,,,,6,,,,50,22,,
"Activid.inmobil., empres. y alquileres (014)",20,,4,7,5,,,,,4,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",58,8,3,1,20,,,,,13,13,
"Enseñanza (016)",321,,307,2,6,,,,,6,,
"Servicios sociales y de salud (017)",47,,19,17,11,,,,,,,
"Otras activ. serv.comun.soc y personales (018)",33,,2,6,,5,,,,20,,
"Hogares privados con servicio doméstico (019)",64,,,,,,,,,64,,
"Actividad economica no especificada (021)",388,,,1,,,,,,1,,386
"Hombres (022)",6907,6,134,24,30,106,4832,79,95,1426,12,163
"Agric., ganadería, caza y silvicultura (023)",6159,,1,,,,4832,,2,1324,,
"Explotación de minas y canteras (025)",4,,,,,,,2,,2,,
"Industrias manufactureras (026)",66,,,1,,3,,60,,2,,
"Suministro de electricidad, gas y agua (027)",4,,,,,,,2,2,,,
"Construcción (028)",70,,,1,,,,4,41,24,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",146,,4,,,102,,11,,29,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",2,,,,,,,2,,,,
"Comercio al por mayor (031)",7,,,,,7,,,,,,
"Comercio al por menor (032)",137,,4,,,95,,9,,29,,
"Hoteles y restaurantes (033)",2,,,,,,,,,2,,
"Trans., almac. y comunicaciones (034)",70,,,,1,,,,50,19,,
"Activid.inmobil., empres. y alquileres (036)",15,,4,7,2,,,,,2,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",49,6,3,1,18,,,,,9,12,
"Enseñanza (038)",124,,114,1,4,,,,,5,,
"Servicios sociales y de salud (039)",18,,7,6,5,,,,,,,
"Otras activ. serv.comun.soc y personales (040)",10,,1,6,,1,,,,2,,
"Hogares privados con servicio doméstico (041)",5,,,,,,,,,5,,
"Actividad economica no especificada (043)",165,,,1,,,,,,1,,163
"Mujeres (044)",872,2,206,12,18,133,59,4,,214,1,223
"Agric., ganadería, caza y silvicultura (045)",159,,,,,,59,,,100,,
"Industrias manufactureras (048)",7,,,,,3,,4,,,,
"Construcción (050)",1,,,,,,,,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",97,,,,,83,,,,14,,
"Comercio al por mayor (053)",5,,,,,4,,,,1,,
"Comercio al por menor (054)",92,,,,,79,,,,13,,
"Hoteles y restaurantes (055)",55,,,,,43,,,,12,,
"Trans., almac. y comunicaciones (056)",8,,,,5,,,,,3,,
"Activid.inmobil., empres. y alquileres (058)",5,,,,3,,,,,2,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",9,2,,,2,,,,,4,1,
"Enseñanza (060)",197,,193,1,2,,,,,1,,
"Servicios sociales y de salud (061)",29,,12,11,6,,,,,,,
"Otras activ. serv.comun.soc y personales (062)",23,,1,,,4,,,,18,,
"Hogares privados con servicio doméstico (063)",59,,,,,,,,,59,,
"Actividad economica no especificada (065)",223,,,,,,,,,,,223
,,,,,,,,,,,,
"URBANA (066)",1142,5,133,19,34,175,345,53,46,275,13,44
"Agric., ganadería, caza y silvicultura (067)",492,,1,,,,345,,,146,,
"Explotación de minas y canteras (069)",1,,,,,,,1,,,,
"Industrias manufactureras (070)",46,,,1,,6,,37,,2,,
"Suministro de electricidad, gas y agua (071)",3,,,,,,,2,1,,,
"Construcción (072)",25,,,,,,,4,12,9,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",177,,2,,,135,,9,,31,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",1,,,,,,,1,,,,
"Comercio al por mayor (075)",10,,,,,10,,,,,,
"Comercio al por menor (076)",166,,2,,,125,,8,,31,,
"Hoteles y restaurantes (077)",41,,,,,29,,,,12,,
"Trans., almac. y comunicaciones (078)",52,,,,5,,,,33,14,,
"Activid.inmobil., empres. y alquileres (080)",12,,2,3,4,,,,,3,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",43,5,1,1,13,,,,,10,13,
"Enseñanza (082)",119,,110,1,4,,,,,4,,
"Servicios sociales y de salud (083)",33,,15,10,8,,,,,,,
"Otras activ. serv.comun.soc y personales (084)",27,,2,3,,5,,,,17,,
"Hogares privados con servicio doméstico (085)",26,,,,,,,,,26,,
