"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia PISCO (000)",35531,32156,66,7665,7695,5878,6191,2877,1273,511,3375,102629
"De 12 a 14 años (001)",46,10,,9,1,,,,,,36,11
"De 15 a 19 años (002)",946,763,5,707,45,3,3,,,,183,818
"De 20 a 24 años (003)",4073,3053,8,2179,709,136,19,2,,,1020,4097
"De 25 a 29 años (004)",4880,4025,12,1797,1544,522,141,6,3,,855,7098
"De 30 a 34 años (005)",4733,4314,9,1040,1702,1027,492,40,3,1,419,9894
"De 35 a 39 años (006)",4472,4184,7,634,1281,1160,922,158,21,1,288,11812
"De 40 a 44 años (007)",3755,3575,6,376,834,1003,1035,261,53,7,180,11748
"De 45 a 49 años (008)",3141,3036,2,293,582,706,953,387,92,21,105,11257
"De 50 y más años (009)",9485,9196,17,630,997,1321,2626,2023,1101,481,289,45894
"PEA (010)",12105,10463,26,2698,2762,2007,1901,728,259,82,1642,30278
"De 12 a 14 años (011)",7,4,,3,1,,,,,,3,5
"De 15 a 19 años (012)",170,132,1,121,8,1,1,,,,38,144
"De 20 a 24 años (013)",1281,802,3,599,167,27,5,1,,,479,1041
"De 25 a 29 años (014)",1838,1336,6,661,479,151,36,1,2,,502,2244
"De 30 a 34 años (015)",1865,1610,4,471,629,344,149,12,,1,255,3477
"De 35 a 39 años (016)",1859,1692,3,313,529,448,337,56,6,,167,4561
"De 40 a 44 años (017)",1623,1541,3,195,377,433,401,112,19,1,82,4877
"De 45 a 49 años (018)",1279,1235,1,140,277,263,351,156,39,8,44,4450
"De 50 y más años (019)",2183,2111,5,195,295,340,621,390,193,72,72,9479
"Ocupada (020)",11424,9953,25,2522,2631,1917,1817,710,251,80,1471,29004
