"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia DATEM DEL MARAÑON (000)",44144,3942,15189,9455,6215,4442,2629,1409,863
"Quechua (001)",1736,136,613,385,216,178,102,56,50
"Aymara (002)",13,2,1,3,1,3,2,1,
"Ashaninca (003)",8,1,5,2,,,,,
"Otra lengua nativa (004)",20014,1923,7207,4449,2747,1866,1064,511,247
"Castellano (005)",22329,1879,7341,4606,3248,2390,1460,840,565
"Idioma extranjero (006)",1,,,,,,1,,
"Es sordomudo/a (007)",43,1,22,10,3,5,,1,1
"Hombres (009)",22524,1911,7733,4670,3156,2359,1447,783,465
"Quechua (010)",825,65,295,182,105,78,50,29,21
"Aymara (011)",7,1,,2,1,2,1,,
"Ashaninca (012)",4,1,3,,,,,,
"Otra lengua nativa (013)",9947,945,3646,2118,1356,946,567,254,115
"Castellano (014)",11715,898,3776,2362,1693,1329,828,500,329
"Idioma extranjero (015)",1,,,,,,1,,
"Es sordomudo/a (016)",25,1,13,6,1,4,,,
"Mujeres (018)",21620,2031,7456,4785,3059,2083,1182,626,398
"Quechua (019)",911,71,318,203,111,100,52,27,29
"Aymara (020)",6,1,1,1,,1,1,1,
"Ashaninca (021)",4,,2,2,,,,,
"Otra lengua nativa (022)",10067,978,3561,2331,1391,920,497,257,132
"Castellano (023)",10614,981,3565,2244,1555,1061,632,340,236
"Es sordomudo/a (025)",18,,9,4,2,1,,1,1
,,,,,,,,,
"URBANA (027)",12297,884,3929,2689,1922,1297,826,465,285
"Quechua (028)",521,30,175,117,76,53,32,23,15
"Aymara (029)",3,,,,,2,1,,
"Ashaninca (030)",2,,1,1,,,,,
"Otra lengua nativa (031)",1364,97,414,361,203,130,97,48,14
"Castellano (032)",10388,756,3330,2205,1642,1111,695,393,256
"Idioma extranjero (033)",1,,,,,,1,,
"Es sordomudo/a (034)",18,1,9,5,1,1,,1,
"Hombres (036)",6193,432,1967,1326,926,670,447,263,162
"Quechua (037)",260,17,92,62,34,22,15,11,7
"Aymara (038)",1,,,,,1,,,
"Ashaninca (039)",1,,1,,,,,,
"Otra lengua nativa (040)",678,47,186,195,102,68,53,22,5
"Castellano (041)",5242,367,1683,1066,790,578,378,230,150
"Idioma extranjero (042)",1,,,,,,1,,
"Es sordomudo/a (043)",10,1,5,3,,1,,,
"Mujeres (045)",6104,452,1962,1363,996,627,379,202,123
"Quechua (046)",261,13,83,55,42,31,17,12,8
"Aymara (047)",2,,,,,1,1,,
"Ashaninca (048)",1,,,1,,,,,
"Otra lengua nativa (049)",686,50,228,166,101,62,44,26,9
"Castellano (050)",5146,389,1647,1139,852,533,317,163,106
"Es sordomudo/a (052)",8,,4,2,1,,,1,
,,,,,,,,,
"RURAL (054)",31847,3058,11260,6766,4293,3145,1803,944,578
"Quechua (055)",1215,106,438,268,140,125,70,33,35
"Aymara (056)",10,2,1,3,1,1,1,1,
"Ashaninca (057)",6,1,4,1,,,,,
"Otra lengua nativa (058)",18650,1826,6793,4088,2544,1736,967,463,233
"Castellano (059)",11941,1123,4011,2401,1606,1279,765,447,309
"Es sordomudo/a (061)",25,,13,5,2,4,,,1
"Hombres (063)",16331,1479,5766,3344,2230,1689,1000,520,303
"Quechua (064)",565,48,203,120,71,56,35,18,14
"Aymara (065)",6,1,,2,1,1,1,,
"Ashaninca (066)",3,1,2,,,,,,
"Otra lengua nativa (067)",9269,898,3460,1923,1254,878,514,232,110
"Castellano (068)",6473,531,2093,1296,903,751,450,270,179
"Es sordomudo/a (070)",15,,8,3,1,3,,,
"Mujeres (072)",15516,1579,5494,3422,2063,1456,803,424,275
"Quechua (073)",650,58,235,148,69,69,35,15,21
"Aymara (074)",4,1,1,1,,,,1,
"Ashaninca (075)",3,,2,1,,,,,
"Otra lengua nativa (076)",9381,928,3333,2165,1290,858,453,231,123
"Castellano (077)",5468,592,1918,1105,703,528,315,177,130
"Es sordomudo/a (079)",10,,5,2,1,1,,,1
