"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia QUISPICANCHI (000)",76430,15600,2272,36242,17174,1526,1391,1051,1174
"Quechua (001)",57587,13878,1524,30683,10151,465,360,227,299
"Aymara (002)",152,30,4,60,42,3,7,3,3
"Ashaninca (003)",11,,1,7,3,,,,
"Otra lengua nativa (004)",12,5,,5,2,,,,
"Castellano (005)",18562,1627,739,5469,6971,1058,1019,818,861
"Idioma extranjero (006)",20,,,,1,,5,3,11
"Es sordomudo/a (007)",86,60,4,18,4,,,,
"Hombres (009)",38488,4790,1164,18938,10523,884,813,664,712
"Quechua (010)",28297,3962,771,16097,6607,271,226,173,190
"Aymara (011)",79,7,2,25,34,2,6,1,2
"Ashaninca (012)",7,,,4,3,,,,
"Otra lengua nativa (013)",6,1,,3,2,,,,
"Castellano (014)",10028,787,388,2795,3874,611,576,487,510
"Idioma extranjero (015)",18,,,,,,5,3,10
"Es sordomudo/a (016)",53,33,3,14,3,,,,
"Mujeres (018)",37942,10810,1108,17304,6651,642,578,387,462
"Quechua (019)",29290,9916,753,14586,3544,194,134,54,109
"Aymara (020)",73,23,2,35,8,1,1,2,1
"Ashaninca (021)",4,,1,3,,,,,
"Otra lengua nativa (022)",6,4,,2,,,,,
"Castellano (023)",8534,840,351,2674,3097,447,443,331,351
"Idioma extranjero (024)",2,,,,1,,,,1
"Es sordomudo/a (025)",33,27,1,4,1,,,,
,,,,,,,,,
"URBANA (027)",27285,3258,763,9939,9403,1034,1104,837,947
"Quechua (028)",12896,2056,204,5855,3871,265,253,152,240
"Aymara (029)",81,11,2,21,33,3,6,3,2
"Ashaninca (030)",6,,1,2,3,,,,
"Otra lengua nativa (031)",1,1,,,,,,,
"Castellano (032)",14272,1172,555,4058,5494,766,842,682,703
"Idioma extranjero (033)",5,,,,,,3,,2
"Es sordomudo/a (034)",24,18,1,3,2,,,,
"Hombres (036)",13743,1009,402,4778,5332,540,628,496,558
"Quechua (037)",6190,433,107,2751,2343,143,152,110,151
"Aymara (038)",49,3,1,8,27,2,5,1,2
"Ashaninca (039)",4,,,1,3,,,,
"Castellano (041)",7483,564,293,2017,2957,395,468,385,404
"Idioma extranjero (042)",4,,,,,,3,,1
"Es sordomudo/a (043)",13,9,1,1,2,,,,
"Mujeres (045)",13542,2249,361,5161,4071,494,476,341,389
"Quechua (046)",6706,1623,97,3104,1528,122,101,42,89
"Aymara (047)",32,8,1,13,6,1,1,2,
"Ashaninca (048)",2,,1,1,,,,,
"Otra lengua nativa (049)",1,1,,,,,,,
"Castellano (050)",6789,608,262,2041,2537,371,374,297,299
"Idioma extranjero (051)",1,,,,,,,,1
"Es sordomudo/a (052)",11,9,,2,,,,,
,,,,,,,,,
"RURAL (054)",49145,12342,1509,26303,7771,492,287,214,227
"Quechua (055)",44691,11822,1320,24828,6280,200,107,75,59
"Aymara (056)",71,19,2,39,9,,1,,1
"Ashaninca (057)",5,,,5,,,,,
"Otra lengua nativa (058)",11,4,,5,2,,,,
"Castellano (059)",4290,455,184,1411,1477,292,177,136,158
"Idioma extranjero (060)",15,,,,1,,2,3,9
"Es sordomudo/a (061)",62,42,3,15,2,,,,
"Hombres (063)",24745,3781,762,14160,5191,344,185,168,154
"Quechua (064)",22107,3529,664,13346,4264,128,74,63,39
"Aymara (065)",30,4,1,17,7,,1,,
"Ashaninca (066)",3,,,3,,,,,
"Otra lengua nativa (067)",6,1,,3,2,,,,
"Castellano (068)",2545,223,95,778,917,216,108,102,106
"Idioma extranjero (069)",14,,,,,,2,3,9
"Es sordomudo/a (070)",40,24,2,13,1,,,,
"Mujeres (072)",24400,8561,747,12143,2580,148,102,46,73
"Quechua (073)",22584,8293,656,11482,2016,72,33,12,20
"Aymara (074)",41,15,1,22,2,,,,1
"Ashaninca (075)",2,,,2,,,,,
"Otra lengua nativa (076)",5,3,,2,,,,,
"Castellano (077)",1745,232,89,633,560,76,69,34,52
"Idioma extranjero (078)",1,,,,1,,,,
"Es sordomudo/a (079)",22,18,1,2,1,,,,
