"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia FERREÑAFE (000)",25116,316,9262,7479,2676,984,438,138,28,,3795
"Conviviente (001)",9070,150,3833,2721,815,262,122,39,7,,1121
"Separado(a) (002)",1719,25,617,549,250,99,30,10,4,,135
"Casado(a) (003)",9946,101,3805,3298,1271,464,188,57,10,,752
"Viudo(a) (004)",1965,24,730,587,183,75,54,16,3,,293
"Divorciado(a) (005)",127,1,44,36,15,8,3,2,,,18
"Soltero(a) (006)",2289,15,233,288,142,76,41,14,4,,1476
,,,,,,,,,,,
"URBANA (008)",14340,145,4797,4423,1877,751,318,106,21,,1902
"Conviviente (009)",4067,58,1618,1299,451,160,73,24,4,,380
"Separado(a) (010)",1164,16,405,368,182,78,21,8,4,,82
"Casado(a) (011)",6326,51,2146,2163,993,380,146,47,8,,392
"Viudo(a) (012)",1057,10,416,338,120,57,38,12,2,,64
"Divorciado(a) (013)",70,,25,21,10,6,2,2,,,4
"Soltero(a) (014)",1656,10,187,234,121,70,38,13,3,,980
,,,,,,,,,,,
"RURAL (016)",10776,171,4465,3056,799,233,120,32,7,,1893
"Conviviente (017)",5003,92,2215,1422,364,102,49,15,3,,741
"Separado(a) (018)",555,9,212,181,68,21,9,2,,,53
"Casado(a) (019)",3620,50,1659,1135,278,84,42,10,2,,360
"Viudo(a) (020)",908,14,314,249,63,18,16,4,1,,229
"Divorciado(a) (021)",57,1,19,15,5,2,1,,,,14
"Soltero(a) (022)",633,5,46,54,21,6,3,1,1,,496
